adc6,Time_s,ch1,ch2
1224.0,0.944,0.0044033240342121515,0.007939488824552064
1224.0,0.944,0.007671657361555427,0.009775870990770968
1224.0,0.944,0.005041047610279133,0.005544207738179579
1224.0,0.944,0.008707958172664272,0.00897744396198014
1224.0,0.944,0.007671657361555427,0.008019331527431145
1224.0,0.944,0.009505112642747997,0.008258859636068394
1224.0,0.944,0.009106535407706133,0.008179016933189311
1224.0,0.944,0.008229665490614036,0.009057286664859223
1224.0,0.944,0.009106535407706133,0.007939488824552064
1224.0,0.944,0.007671657361555427,0.006981376390003069
1224.0,0.944,0.008070234596597291,0.004266724492114253
1231.0,0.945,0.009106535407706133,0.008179016933189311
1231.0,0.945,0.007671657361555427,0.007939488824552064
1231.0,0.945,0.008229665490614036,0.009057286664859223
1231.0,0.945,0.008070234596597291,0.004266724492114253
1231.0,0.945,0.009106535407706133,0.007939488824552064
1231.0,0.945,0.009584828089756369,0.008258859636068394
1231.0,0.945,0.00926596630172288,0.008498387744705642
1231.0,0.945,0.007671657361555427,0.009376657476375554
1231.0,0.945,0.009425397195739624,0.009376657476375554
1232.0,0.946,0.009425397195739624,0.007939488824552064
1232.0,0.946,0.006715071997454957,0.00929681477349647
1232.0,0.946,0.008070234596597291,0.0075402753101566486
1232.0,0.946,0.00990368987778986,0.004266724492114253
1232.0,0.946,0.005678771186346113,0.0075402753101566486
1232.0,0.946,0.009186250854714506,0.008418545041826559
1232.0,0.946,0.008149950043605664,0.008578230447584725
1232.0,0.946,0.008309380937622408,0.007939488824552064
1232.0,0.946,0.009186250854714506,0.00897744396198014
1232.0,0.946,0.007671657361555427,0.008099174230310228
1232.0,0.946,0.009106535407706133,0.004905466115146916
1235.0,0.947,0.008707958172664272,0.008817758556221973
1235.0,0.947,0.0028887305410530725,0.005783735846816827
1235.0,0.947,0.009186250854714506,0.00897744396198014
1235.0,0.947,0.009026819960697761,0.008897601259101056
1235.0,0.947,0.005678771186346113,0.009057286664859223
1235.0,0.947,0.009505112642747997,0.0075402753101566486
1235.0,0.947,0.005917917527371231,0.008578230447584725
1235.0,0.947,0.009026819960697761,0.0027497131374116805
1235.0,0.947,0.008947104513689389,0.008258859636068394
1236.0,0.948,0.008070234596597291,0.009456500179254637
1236.0,0.948,0.007671657361555427,0.008658073150463809
1236.0,0.948,0.008070234596597291,0.009137129367738304
1236.0,0.948,0.008070234596597291,0.009616185585012801
1236.0,0.948,0.009744258983773115,0.007939488824552064
1236.0,0.948,0.006236779315404721,0.007939488824552064
1236.0,0.948,0.008229665490614036,0.008817758556221973
1236.0,0.948,0.009425397195739624,0.007939488824552064
1236.0,0.948,0.007671657361555427,0.0065023201727285726
1236.0,0.948,0.00838909638463078,0.009376657476375554
1236.0,0.948,0.00838909638463078,0.0075402753101566486
1234.0,0.949,0.009505112642747997,0.00985571369365005
1234.0,0.949,0.0069542183384800746,0.0075402753101566486
1234.0,0.949,0.006555641103438211,0.005624050441058661
1234.0,0.949,0.007273080126513565,0.006023263955454075
1234.0,0.949,0.0066353565504465835,0.0071410617957612344
1234.0,0.949,0.00990368987778986,0.004266724492114253
1234.0,0.949,0.005678771186346113,0.0075402753101566486
1234.0,0.949,0.008628242725655898,0.004905466115146916
1234.0,0.949,0.008070234596597291,0.0075402753101566486
1233.0,0.95,0.007273080126513565,0.0068216909842449035
1233.0,0.95,0.009505112642747997,0.009456500179254637
1233.0,0.95,0.00838909638463078,0.008897601259101056
1233.0,0.95,0.0044033240342121515,0.004186881789235171
1233.0,0.95,0.005041047610279133,0.005544207738179579
1233.0,0.95,0.007671657361555427,0.009775870990770968
1233.0,0.95,0.0044033240342121515,0.007939488824552064
1233.0,0.95,0.007671657361555427,0.0071410617957612344
1233.0,0.95,0.006157063868396349,0.006422477469849489
1233.0,0.95,0.005758486633354485,0.0065023201727285726
1233.0,0.95,0.005041047610279133,0.005544207738179579
1243.0,0.951,0.007671657361555427,0.0068216909842449035
1243.0,0.951,0.007273080126513565,0.0068216909842449035
1243.0,0.951,0.009584828089756369,0.008258859636068394
1243.0,0.951,0.009983405324798232,0.009376657476375554
1243.0,0.951,0.005758486633354485,0.0065023201727285726
1243.0,0.951,0.007671657361555427,0.0071410617957612344
1243.0,0.951,0.0044033240342121515,0.007939488824552064
1243.0,0.951,0.007671657361555427,0.009775870990770968
1243.0,0.951,0.006157063868396349,0.006422477469849489
1237.0,0.952,0.007273080126513565,0.0068216909842449035
1237.0,0.952,0.005758486633354485,0.0065023201727285726
1237.0,0.952,0.006157063868396349,0.006422477469849489
1237.0,0.952,0.007671657361555427,0.0071410617957612344
1237.0,0.952,0.0044033240342121515,0.007939488824552064
1237.0,0.952,0.007671657361555427,0.009775870990770968
1237.0,0.952,0.005041047610279133,0.005544207738179579
1237.0,0.952,0.00838909638463078,0.008897601259101056
1237.0,0.952,0.007273080126513565,0.008019331527431145
1237.0,0.952,0.004323608587203779,0.0075402753101566486
1237.0,0.952,0.009026819960697761,0.004266724492114253
1240.0,0.953,0.009186250854714506,0.009696028287891885
1240.0,0.953,0.009106535407706133,0.008179016933189311
1240.0,0.953,0.007273080126513565,0.008578230447584725
1240.0,0.953,0.004323608587203779,0.0075402753101566486
1240.0,0.953,0.009505112642747997,0.006582162875607655
1240.0,0.953,0.009584828089756369,0.008258859636068394
1240.0,0.953,0.009983405324798232,0.009376657476375554
1240.0,0.953,0.007671657361555427,0.0068216909842449035
1240.0,0.953,0.009026819960697761,0.004266724492114253
1240.0,0.954,0.007671657361555427,0.0071410617957612344
1240.0,0.954,0.0044033240342121515,0.007939488824552064
1240.0,0.954,0.007671657361555427,0.009775870990770968
1240.0,0.954,0.005041047610279133,0.005544207738179579
1240.0,0.954,0.004004746799170289,0.004027196383477006
1240.0,0.954,0.009744258983773115,0.004107039086356088
1240.0,0.954,0.00838909638463078,0.008817758556221973
1240.0,0.954,0.0069542183384800746,0.008498387744705642
1240.0,0.954,0.00838909638463078,0.00929681477349647
1240.0,0.954,0.009186250854714506,0.009696028287891885
1240.0,0.954,0.008947104513689389,0.0075402753101566486
1232.0,0.955,0.0066353565504465835,0.009137129367738304
1232.0,0.955,0.004323608587203779,0.0075402753101566486
1232.0,0.955,0.009026819960697761,0.004266724492114253
1232.0,0.955,0.009584828089756369,0.008258859636068394
1232.0,0.955,0.009983405324798232,0.009376657476375554
1232.0,0.955,0.007671657361555427,0.0068216909842449035
1232.0,0.955,0.005758486633354485,0.0065023201727285726
1232.0,0.955,0.006157063868396349,0.006422477469849489
1232.0,0.955,0.007273080126513565,0.0068216909842449035
1231.0,0.956,0.009425397195739624,0.007939488824552064
1231.0,0.956,0.008070234596597291,0.0075402753101566486
1231.0,0.956,0.009186250854714506,0.008418545041826559
1231.0,0.956,0.006715071997454957,0.00929681477349647
1231.0,0.956,0.00990368987778986,0.004266724492114253
1231.0,0.956,0.005917917527371231,0.008578230447584725
1231.0,0.956,0.0060773484213879755,0.004905466115146916
1231.0,0.956,0.0069542183384800746,0.0068216909842449035
1231.0,0.956,0.00838909638463078,0.00897744396198014
1231.0,0.956,0.009026819960697761,0.0027497131374116805
1231.0,0.956,0.005678771186346113,0.0075402753101566486
1224.0,0.957,0.009505112642747997,0.0075402753101566486
1224.0,0.957,0.0055193402923293675,0.005464365035300496
1224.0,0.957,0.006475925656429839,0.005384522332421413
1224.0,0.957,0.008947104513689389,0.008258859636068394
1224.0,0.957,0.007033933785488447,0.006262792064091324
1224.0,0.957,0.007671657361555427,0.00674184828136582
1224.0,0.957,0.004323608587203779,0.004027196383477006
1224.0,0.957,0.004323608587203779,0.004186881789235171
1224.0,0.957,0.008149950043605664,0.0075402753101566486
1219.0,0.958,0.008947104513689389,0.008258859636068394
1219.0,0.958,0.009026819960697761,0.0027497131374116805
1219.0,0.958,0.009425397195739624,0.007939488824552064
1219.0,0.958,0.009186250854714506,0.008418545041826559
1219.0,0.958,0.006715071997454957,0.00929681477349647
1219.0,0.958,0.008070234596597291,0.0075402753101566486
1219.0,0.958,0.005917917527371231,0.008578230447584725
1219.0,0.958,0.005678771186346113,0.0075402753101566486
1219.0,0.958,0.009106535407706133,0.004905466115146916
1219.0,0.958,0.008149950043605664,0.008578230447584725
1219.0,0.958,0.00990368987778986,0.004266724492114253
1219.0,0.959,0.009584828089756369,0.004905466115146916
1219.0,0.959,0.00838909638463078,0.00897744396198014
1219.0,0.959,0.0055193402923293675,0.008418545041826559
1219.0,0.959,0.00838909638463078,0.0027497131374116805
1219.0,0.959,0.0066353565504465835,0.00897744396198014
1219.0,0.959,0.006715071997454957,0.0027497131374116805
1219.0,0.959,0.0060773484213879755,0.006582162875607655
1219.0,0.959,0.009505112642747997,0.0075402753101566486
1219.0,0.959,0.007671657361555427,0.005943421252574993
1221.0,0.96,0.006236779315404721,0.007939488824552064
1221.0,0.96,0.009026819960697761,0.0027497131374116805
1221.0,0.96,0.009505112642747997,0.0075402753101566486
1221.0,0.96,0.008947104513689389,0.008258859636068394
1221.0,0.96,0.005917917527371231,0.008578230447584725
1221.0,0.96,0.009425397195739624,0.007939488824552064
1221.0,0.96,0.009186250854714506,0.008418545041826559
1221.0,0.96,0.006715071997454957,0.00929681477349647
1221.0,0.96,0.008070234596597291,0.0075402753101566486
1221.0,0.96,0.00990368987778986,0.004266724492114253
1221.0,0.96,0.005678771186346113,0.0075402753101566486
1230.0,0.961,0.008149950043605664,0.008578230447584725
1230.0,0.961,0.009106535407706133,0.0075402753101566486
1230.0,0.961,0.008149950043605664,0.008578230447584725
1230.0,0.961,0.004323608587203779,0.0075402753101566486
1230.0,0.961,0.003925031352161917,0.004186881789235171
1230.0,0.961,0.009106535407706133,0.004905466115146916
1230.0,0.961,0.007671657361555427,0.008658073150463809
1230.0,0.961,0.009744258983773115,0.007939488824552064
1230.0,0.961,0.008309380937622408,0.00873791585334289
1223.0,0.962,0.005997632974379603,0.008578230447584725
1223.0,0.962,0.009505112642747997,0.0075402753101566486
1223.0,0.962,0.008947104513689389,0.008258859636068394
1223.0,0.962,0.005917917527371231,0.008578230447584725
1223.0,0.962,0.009026819960697761,0.0027497131374116805
1223.0,0.962,0.009425397195739624,0.007939488824552064
1223.0,0.962,0.009186250854714506,0.008418545041826559
1223.0,0.962,0.008070234596597291,0.0075402753101566486
1223.0,0.962,0.00990368987778986,0.004266724492114253
1223.0,0.962,0.005678771186346113,0.0075402753101566486
1223.0,0.962,0.006715071997454957,0.00929681477349647
1231.0,0.963,0.00990368987778986,0.004266724492114253
1231.0,0.963,0.00838909638463078,0.00929681477349647
1231.0,0.963,0.009505112642747997,0.0075402753101566486
1231.0,0.963,0.007113649232496819,0.009376657476375554
1231.0,0.963,0.008070234596597291,0.0075402753101566486
1231.0,0.963,0.005678771186346113,0.0075402753101566486
1231.0,0.963,0.008229665490614036,0.008897601259101056
1231.0,0.963,0.009584828089756369,0.0075402753101566486
1231.0,0.963,0.008309380937622408,0.004905466115146916
1232.0,0.964,0.008070234596597291,0.008099174230310228
1232.0,0.964,0.008628242725655898,0.008258859636068394
1232.0,0.964,0.008070234596597291,0.009137129367738304
1232.0,0.964,0.009505112642747997,0.0075402753101566486
1232.0,0.964,0.008070234596597291,0.008179016933189311
1232.0,0.964,0.008947104513689389,0.009057286664859223
1232.0,0.964,0.009823974430781488,0.00897744396198014
1232.0,0.964,0.005758486633354485,0.009057286664859223
1232.0,0.964,0.008628242725655898,0.0075402753101566486
1232.0,0.964,0.00838909638463078,0.009137129367738304
1232.0,0.964,0.009505112642747997,0.009456500179254637
1232.0,0.965,0.003925031352161917,0.008019331527431145
1232.0,0.965,0.008707958172664272,0.00897744396198014
1232.0,0.965,0.004004746799170289,0.004745780709388751
1232.0,0.965,0.004004746799170289,0.004745780709388751
1232.0,0.965,0.003925031352161917,0.004266724492114253
1232.0,0.965,0.007671657361555427,0.007939488824552064
1232.0,0.965,0.008070234596597291,0.009616185585012801
1232.0,0.965,0.003925031352161917,0.008897601259101056
1232.0,0.965,0.00838909638463078,0.00897744396198014
1229.0,0.966,0.008149950043605664,0.008578230447584725
1229.0,0.966,0.009106535407706133,0.004905466115146916
1229.0,0.966,0.004881616716262387,0.0075402753101566486
1229.0,0.966,0.004881616716262387,0.0038675109777188397
1229.0,0.966,0.0044033240342121515,0.0038675109777188397
1229.0,0.966,0.009106535407706133,0.003787668274839757
1229.0,0.966,0.00838909638463078,0.003787668274839757
1229.0,0.966,0.009026819960697761,0.007939488824552064
1229.0,0.966,0.008229665490614036,0.008498387744705642
1229.0,0.966,0.00926596630172288,0.007939488824552064
1229.0,0.966,0.009744258983773115,0.008258859636068394
1232.0,0.967,0.009505112642747997,0.00985571369365005
1232.0,0.967,0.0069542183384800746,0.0075402753101566486
1232.0,0.967,0.0066353565504465835,0.0071410617957612344
1232.0,0.967,0.006555641103438211,0.005624050441058661
1232.0,0.967,0.007273080126513565,0.006023263955454075
1232.0,0.967,0.00990368987778986,0.004266724492114253
1232.0,0.967,0.005678771186346113,0.0075402753101566486
1232.0,0.967,0.004004746799170289,0.004905466115146916
1232.0,0.967,0.008070234596597291,0.0075402753101566486
1234.0,0.968,0.006157063868396349,0.006422477469849489
1234.0,0.968,0.007671657361555427,0.0071410617957612344
1234.0,0.968,0.007671657361555427,0.009775870990770968
1234.0,0.968,0.0044033240342121515,0.007939488824552064
1234.0,0.968,0.005041047610279133,0.005544207738179579
1234.0,0.968,0.005758486633354485,0.0065023201727285726
1234.0,0.968,0.00838909638463078,0.008897601259101056
1234.0,0.968,0.009505112642747997,0.009456500179254637
1234.0,0.968,0.005041047610279133,0.005544207738179579
1234.0,0.968,0.0044033240342121515,0.004186881789235171
1234.0,0.968,0.007273080126513565,0.0068216909842449035
1237.0,0.969,0.007671657361555427,0.0068216909842449035
1237.0,0.969,0.007273080126513565,0.0068216909842449035
1237.0,0.969,0.009584828089756369,0.008258859636068394
1237.0,0.969,0.009983405324798232,0.009376657476375554
1237.0,0.969,0.005758486633354485,0.0065023201727285726
1237.0,0.969,0.007671657361555427,0.0071410617957612344
1237.0,0.969,0.006157063868396349,0.006422477469849489
1237.0,0.969,0.0044033240342121515,0.007939488824552064
1237.0,0.969,0.007671657361555427,0.009775870990770968
1240.0,0.97,0.007273080126513565,0.0068216909842449035
1240.0,0.97,0.006157063868396349,0.006422477469849489
1240.0,0.97,0.007671657361555427,0.0071410617957612344
1240.0,0.97,0.0044033240342121515,0.007939488824552064
1240.0,0.97,0.007671657361555427,0.009775870990770968
1240.0,0.97,0.005041047610279133,0.005544207738179579
1240.0,0.97,0.005758486633354485,0.0065023201727285726
1240.0,0.97,0.007273080126513565,0.008019331527431145
1240.0,0.97,0.004323608587203779,0.0075402753101566486
1240.0,0.97,0.009026819960697761,0.004266724492114253
1240.0,0.97,0.00838909638463078,0.008897601259101056
1240.0,0.971,0.009505112642747997,0.006582162875607655
1240.0,0.971,0.009186250854714506,0.009696028287891885
1240.0,0.971,0.009106535407706133,0.008179016933189311
1240.0,0.971,0.007273080126513565,0.008578230447584725
1240.0,0.971,0.004323608587203779,0.0075402753101566486
1240.0,0.971,0.009026819960697761,0.004266724492114253
1240.0,0.971,0.009983405324798232,0.009376657476375554
1240.0,0.971,0.007671657361555427,0.0068216909842449035
1240.0,0.971,0.009584828089756369,0.008258859636068394
1246.0,0.972,0.007671657361555427,0.0071410617957612344
1246.0,0.972,0.004004746799170289,0.004027196383477006
1246.0,0.972,0.0044033240342121515,0.007939488824552064
1246.0,0.972,0.007671657361555427,0.009775870990770968
1246.0,0.972,0.005041047610279133,0.005544207738179579
1246.0,0.972,0.009744258983773115,0.004107039086356088
1246.0,0.972,0.008947104513689389,0.0075402753101566486
1246.0,0.972,0.00838909638463078,0.008817758556221973
1246.0,0.972,0.0069542183384800746,0.008498387744705642
1246.0,0.972,0.00838909638463078,0.00929681477349647
1246.0,0.972,0.009186250854714506,0.009696028287891885
1243.0,0.973,0.004323608587203779,0.0075402753101566486
1243.0,0.973,0.009026819960697761,0.004266724492114253
1243.0,0.973,0.009584828089756369,0.008258859636068394
1243.0,0.973,0.009983405324798232,0.009376657476375554
1243.0,0.973,0.007671657361555427,0.0068216909842449035
1243.0,0.973,0.0066353565504465835,0.009137129367738304
1243.0,0.973,0.005758486633354485,0.0065023201727285726
1243.0,0.973,0.006157063868396349,0.006422477469849489
1243.0,0.973,0.007273080126513565,0.0068216909842449035
1239.0,0.974,0.005917917527371231,0.008578230447584725
1239.0,0.974,0.009425397195739624,0.007939488824552064
1239.0,0.974,0.009186250854714506,0.008418545041826559
1239.0,0.974,0.006715071997454957,0.00929681477349647
1239.0,0.974,0.008070234596597291,0.0075402753101566486
1239.0,0.974,0.00990368987778986,0.004266724492114253
1239.0,0.974,0.0060773484213879755,0.004905466115146916
1239.0,0.974,0.0069542183384800746,0.0068216909842449035
1239.0,0.974,0.00838909638463078,0.00897744396198014
1239.0,0.974,0.005678771186346113,0.0075402753101566486
1239.0,0.974,0.009026819960697761,0.0027497131374116805
1239.0,0.975,0.0036061695641284256,0.0075402753101566486
1239.0,0.975,0.005917917527371231,0.009057286664859223
1239.0,0.975,0.006157063868396349,0.0027497131374116805
1239.0,0.975,0.009664543536764741,0.00897744396198014
1239.0,0.975,0.006157063868396349,0.007061219092882152
1239.0,0.975,0.0035264541171200533,0.009775870990770968
1239.0,0.975,0.009505112642747997,0.0027497131374116805
1239.0,0.975,0.008947104513689389,0.008258859636068394
1239.0,0.975,0.004801901269254015,0.004506252600751502
1238.0,0.976,0.009106535407706133,0.004905466115146916
1238.0,0.976,0.005599055739337741,0.008578230447584725
1238.0,0.976,0.007033933785488447,0.0075402753101566486
1238.0,0.976,0.009106535407706133,0.006422477469849489
1238.0,0.976,0.007273080126513565,0.008578230447584725
1238.0,0.976,0.0055193402923293675,0.0075402753101566486
1238.0,0.976,0.006157063868396349,0.0068216909842449035
1238.0,0.976,0.007671657361555427,0.007061219092882152
1238.0,0.976,0.009186250854714506,0.00897744396198014
1238.0,0.976,0.009584828089756369,0.008578230447584725
1238.0,0.976,0.008309380937622408,0.007939488824552064
1231.0,0.977,0.009026819960697761,0.0027497131374116805
1231.0,0.977,0.005917917527371231,0.008578230447584725
1231.0,0.977,0.009425397195739624,0.007939488824552064
1231.0,0.977,0.009186250854714506,0.008418545041826559
1231.0,0.977,0.006715071997454957,0.00929681477349647
1231.0,0.977,0.008947104513689389,0.008258859636068394
1231.0,0.977,0.00990368987778986,0.004266724492114253
1231.0,0.977,0.005678771186346113,0.0075402753101566486
1231.0,0.977,0.008070234596597291,0.0075402753101566486
1227.0,0.978,0.0055193402923293675,0.0075402753101566486
1227.0,0.978,0.007671657361555427,0.007061219092882152
1227.0,0.978,0.009186250854714506,0.00897744396198014
1227.0,0.978,0.009584828089756369,0.008578230447584725
1227.0,0.978,0.008309380937622408,0.007939488824552064
1227.0,0.978,0.009664543536764741,0.00897744396198014
1227.0,0.978,0.006157063868396349,0.0068216909842449035
1227.0,0.978,0.006157063868396349,0.0027497131374116805
1227.0,0.978,0.006157063868396349,0.007061219092882152
1227.0,0.978,0.009505112642747997,0.0075402753101566486
1227.0,0.978,0.005917917527371231,0.009057286664859223
1232.0,0.979,0.007113649232496819,0.009376657476375554
1232.0,0.979,0.008070234596597291,0.0075402753101566486
1232.0,0.979,0.00990368987778986,0.004266724492114253
1232.0,0.979,0.005678771186346113,0.0075402753101566486
1232.0,0.979,0.009106535407706133,0.004905466115146916
1232.0,0.979,0.005599055739337741,0.008578230447584725
1232.0,0.979,0.009106535407706133,0.004506252600751502
1232.0,0.979,0.007273080126513565,0.008578230447584725
1232.0,0.979,0.004483039481220524,0.0075402753101566486
1228.0,0.98,0.0044033240342121515,0.0075402753101566486
1228.0,0.98,0.008309380937622408,0.007939488824552064
1228.0,0.98,0.008070234596597291,0.00897744396198014
1228.0,0.98,0.009186250854714506,0.00897744396198014
1228.0,0.98,0.008070234596597291,0.008099174230310228
1228.0,0.98,0.008628242725655898,0.0075402753101566486
1228.0,0.98,0.00838909638463078,0.00897744396198014
1228.0,0.98,0.009505112642747997,0.009456500179254637
1228.0,0.98,0.009505112642747997,0.0075402753101566486
1228.0,0.98,0.00838909638463078,0.00929681477349647
1228.0,0.98,0.00838909638463078,0.009137129367738304
1231.0,0.981,0.009425397195739624,0.009057286664859223
1231.0,0.981,0.007671657361555427,0.006582162875607655
1231.0,0.981,0.007671657361555427,0.009137129367738304
1231.0,0.981,0.008707958172664272,0.009137129367738304
1231.0,0.981,0.009744258983773115,0.009376657476375554
1231.0,0.981,0.008229665490614036,0.00929681477349647
1231.0,0.981,0.007671657361555427,0.0068216909842449035
1231.0,0.981,0.009584828089756369,0.009376657476375554
1231.0,0.981,0.008309380937622408,0.00985571369365005
1236.0,0.982,0.007671657361555427,0.009376657476375554
1236.0,0.982,0.009425397195739624,0.009057286664859223
1236.0,0.982,0.008309380937622408,0.00985571369365005
1236.0,0.982,0.004004746799170289,0.008258859636068394
1236.0,0.982,0.00990368987778986,0.008258859636068394
1236.0,0.982,0.005041047610279133,0.005544207738179579
1236.0,0.982,0.007671657361555427,0.009775870990770968
1236.0,0.982,0.0044033240342121515,0.007939488824552064
1236.0,0.982,0.007671657361555427,0.006981376390003069
1236.0,0.982,0.009505112642747997,0.008258859636068394
1236.0,0.982,0.009425397195739624,0.009376657476375554
1232.0,0.983,0.009584828089756369,0.008258859636068394
1232.0,0.983,0.00926596630172288,0.008498387744705642
1232.0,0.983,0.007671657361555427,0.005384522332421413
1232.0,0.983,0.00926596630172288,0.009137129367738304
1232.0,0.983,0.005758486633354485,0.007939488824552064
1232.0,0.983,0.009584828089756369,0.007939488824552064
1232.0,0.983,0.007671657361555427,0.006262792064091324
1232.0,0.983,0.009186250854714506,0.008099174230310228
1232.0,0.983,0.008070234596597291,0.008817758556221973
1229.0,0.984,0.009186250854714506,0.009775870990770968
1229.0,0.984,0.008229665490614036,0.00929681477349647
1229.0,0.984,0.007671657361555427,0.009376657476375554
1229.0,0.984,0.008947104513689389,0.008019331527431145
1229.0,0.984,0.009186250854714506,0.009057286664859223
1229.0,0.984,0.007671657361555427,0.006901533687123987
1229.0,0.984,0.008070234596597291,0.008578230447584725
1229.0,0.984,0.005599055739337741,0.00929681477349647
1229.0,0.984,0.00838909638463078,0.009456500179254637
1229.0,0.984,0.007671657361555427,0.0061031066583331585
1229.0,0.984,0.009106535407706133,0.009376657476375554
1236.0,0.985,0.007671657361555427,0.006981376390003069
1236.0,0.985,0.007671657361555427,0.009376657476375554
1236.0,0.985,0.009505112642747997,0.008258859636068394
1236.0,0.985,0.0044033240342121515,0.007939488824552064
1236.0,0.985,0.009425397195739624,0.009376657476375554
1236.0,0.985,0.005041047610279133,0.005544207738179579
1236.0,0.985,0.009584828089756369,0.009376657476375554
1236.0,0.985,0.008707958172664272,0.009137129367738304
1236.0,0.985,0.007671657361555427,0.009775870990770968
1236.0,0.986,0.009425397195739624,0.009057286664859223
1236.0,0.986,0.007671657361555427,0.006262792064091324
1236.0,0.986,0.007671657361555427,0.006582162875607655
1236.0,0.986,0.008070234596597291,0.008817758556221973
1236.0,0.986,0.009186250854714506,0.008099174230310228
1236.0,0.986,0.009584828089756369,0.007939488824552064
1236.0,0.986,0.00926596630172288,0.009137129367738304
1236.0,0.986,0.007671657361555427,0.005384522332421413
1236.0,0.986,0.00926596630172288,0.008498387744705642
1236.0,0.986,0.009584828089756369,0.008258859636068394
1236.0,0.986,0.005758486633354485,0.007939488824552064
1236.0,0.987,0.008229665490614036,0.00929681477349647
1236.0,0.987,0.008548527278647525,0.00929681477349647
1236.0,0.987,0.008070234596597291,0.008897601259101056
1236.0,0.987,0.009505112642747997,0.0075402753101566486
1236.0,0.987,0.006475925656429839,0.008578230447584725
1236.0,0.987,0.009186250854714506,0.009376657476375554
1236.0,0.987,0.009186250854714506,0.008338702338947476
1236.0,0.987,0.009584828089756369,0.0027497131374116805
1236.0,0.987,0.007193364679505192,0.0068216909842449035
1243.0,0.988,0.008070234596597291,0.0075402753101566486
1243.0,0.988,0.007113649232496819,0.009376657476375554
1243.0,0.988,0.009505112642747997,0.0075402753101566486
1243.0,0.988,0.00990368987778986,0.004266724492114253
1243.0,0.988,0.00838909638463078,0.00929681477349647
1243.0,0.988,0.005678771186346113,0.0075402753101566486
1243.0,0.988,0.008149950043605664,0.008578230447584725
1243.0,0.988,0.00838909638463078,0.0075402753101566486
1243.0,0.988,0.009186250854714506,0.008179016933189311
1243.0,0.988,0.0028887305410530725,0.005544207738179579
1243.0,0.988,0.009106535407706133,0.004905466115146916
1240.0,0.989,0.008070234596597291,0.009137129367738304
1240.0,0.989,0.008947104513689389,0.009057286664859223
1240.0,0.989,0.009505112642747997,0.0075402753101566486
1240.0,0.989,0.008070234596597291,0.008179016933189311
1240.0,0.989,0.009823974430781488,0.00897744396198014
1240.0,0.989,0.008628242725655898,0.0075402753101566486
1240.0,0.989,0.005758486633354485,0.009057286664859223
1240.0,0.989,0.00838909638463078,0.009137129367738304
1240.0,0.989,0.009505112642747997,0.009456500179254637
1247.0,0.99,0.007671657361555427,0.007939488824552064
1247.0,0.99,0.008707958172664272,0.00897744396198014
1247.0,0.99,0.003925031352161917,0.008019331527431145
1247.0,0.99,0.004004746799170289,0.004745780709388751
1247.0,0.99,0.004004746799170289,0.004745780709388751
1247.0,0.99,0.003925031352161917,0.004266724492114253
1247.0,0.99,0.008070234596597291,0.009616185585012801
1247.0,0.99,0.003925031352161917,0.008897601259101056
1247.0,0.99,0.008628242725655898,0.008258859636068394
1247.0,0.99,0.008070234596597291,0.008099174230310228
1247.0,0.99,0.00838909638463078,0.00897744396198014
1247.0,0.991,0.009106535407706133,0.003787668274839757
1247.0,0.991,0.004881616716262387,0.0075402753101566486
1247.0,0.991,0.004881616716262387,0.0038675109777188397
1247.0,0.991,0.0044033240342121515,0.0038675109777188397
1247.0,0.991,0.009744258983773115,0.008258859636068394
1247.0,0.991,0.00838909638463078,0.003787668274839757
1247.0,0.991,0.008229665490614036,0.008498387744705642
1247.0,0.991,0.00926596630172288,0.007939488824552064
1247.0,0.991,0.009026819960697761,0.007939488824552064
1246.0,0.992,0.009505112642747997,0.009456500179254637
1246.0,0.992,0.008149950043605664,0.008578230447584725
1246.0,0.992,0.009106535407706133,0.004905466115146916
1246.0,0.992,0.004004746799170289,0.004905466115146916
1246.0,0.992,0.005678771186346113,0.0075402753101566486
1246.0,0.992,0.00990368987778986,0.004266724492114253
1246.0,0.992,0.008070234596597291,0.0075402753101566486
1246.0,0.992,0.007113649232496819,0.009376657476375554
1246.0,0.992,0.00838909638463078,0.00929681477349647
1246.0,0.992,0.009505112642747997,0.0075402753101566486
1246.0,0.992,0.00838909638463078,0.009137129367738304
1246.0,0.993,0.008229665490614036,0.007939488824552064
1246.0,0.993,0.006475925656429839,0.008578230447584725
1246.0,0.993,0.0063962102094214665,0.009057286664859223
1246.0,0.993,0.008947104513689389,0.0075402753101566486
1246.0,0.993,0.008070234596597291,0.0075402753101566486
1246.0,0.993,0.00926596630172288,0.005624050441058661
1246.0,0.993,0.0055193402923293675,0.009137129367738304
1246.0,0.993,0.008628242725655898,0.0075402753101566486
1246.0,0.993,0.008070234596597291,0.009456500179254637
1235.0,0.994,0.007273080126513565,0.008578230447584725
1235.0,0.994,0.008229665490614036,0.00929681477349647
1235.0,0.994,0.009186250854714506,0.009376657476375554
1235.0,0.994,0.009186250854714506,0.008338702338947476
1235.0,0.994,0.009584828089756369,0.0075402753101566486
1235.0,0.994,0.009106535407706133,0.008179016933189311
1235.0,0.994,0.009186250854714506,0.009696028287891885
1235.0,0.994,0.009505112642747997,0.005384522332421413
1235.0,0.994,0.00926596630172288,0.009137129367738304
1235.0,0.994,0.009505112642747997,0.004905466115146916
1235.0,0.994,0.00033783623678514986,0.005464365035300496
