timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
40097024,2095,24,5,3,6,5,0.15
40098024,2175,26,7,6,5,1,0.151
40099024,2198,24,5,3,5,3,0.152
40100024,2168,21,5,5,3,6,0.153
40101024,2103,22,6,6,7,6,0.154
40102024,2067,22,6,7,6,7,0.155
40103024,2044,21,4,6,7,7,0.156
40104024,2026,24,5,6,7,8,0.157
40105024,2003,23,7,9,6,9,0.158
40106024,2005,24,7,9,7,7,0.159
40107024,2012,24,7,7,10,9,0.16
40108024,1955,22,8,6,9,7,0.161
40109024,1960,22,5,6,8,8,0.162
40110024,1970,23,7,8,6,9,0.163
40111024,2015,24,4,6,7,8,0.164
40112024,2040,22,6,6,6,4,0.165
40113024,2032,22,6,5,3,6,0.166
40114024,2048,21,4,4,4,3,0.167
40115024,2060,22,6,6,7,6,0.168
40116024,2063,21,3,5,3,5,0.169
40117024,2107,23,6,5,3,3,0.17
40118024,2175,24,5,3,7,5,0.171
40119024,2199,24,6,6,6,5,0.172
40120024,2152,20,4,3,4,3,0.173
40121024,2106,20,6,7,7,7,0.174
40122024,2080,19,6,7,6,6,0.175
40123024,2047,22,6,6,7,7,0.176
40124024,2023,22,7,7,6,8,0.177
40125024,2004,23,8,6,7,8,0.178
40126024,2022,24,6,7,6,9,0.179
40127024,2002,24,7,8,6,9,0.18
40128024,1964,22,8,6,9,6,0.181
40129024,1969,23,6,8,6,10,0.182
40130024,1986,24,6,7,8,4,0.183
40131024,2016,23,7,6,7,7,0.184
40132024,2047,24,5,4,4,4,0.185
40133024,2040,20,6,7,7,7,0.186
40134024,2042,22,4,3,5,3,0.187
40135024,2052,22,6,7,4,4,0.188
40136024,2055,22,5,4,1,2,0.189
40137024,2110,23,4,5,3,4,0.19
40138024,2180,25,4,4,5,3,0.191
40139024,2186,24,5,6,7,6,0.192
40140024,2159,22,6,5,2,5,0.193
40141024,2111,22,6,7,7,5,0.194
40142024,2079,22,6,7,7,6,0.195
40143024,2044,21,5,6,7,6,0.196
40144024,2014,23,7,9,6,8,0.197
40145024,2012,23,7,8,7,7,0.198
40146024,2017,22,6,7,9,5,0.199
40147024,2012,23,7,7,7,8,0.2
40148024,1971,23,7,7,7,9,0.201
40149024,1955,23,7,8,6,8,0.202
40150024,1975,24,6,7,8,6,0.203
40151024,2024,24,5,5,5,6,0.204
40152024,2035,24,6,8,6,8,0.205
40153024,2039,23,7,6,6,4,0.206
40154024,2053,20,5,4,3,5,0.207
40155024,2047,24,6,7,7,5,0.208
40156024,2051,21,5,4,3,4,0.209
40157024,2097,22,5,4,4,1,0.21
40158024,2170,25,5,5,5,5,0.211
40159024,2200,23,5,5,6,6,0.212
40160024,2151,23,6,7,7,6,0.213
40161024,2102,20,4,5,4,4,0.214
40162024,2079,23,7,7,7,8,0.215
40163024,2049,21,6,8,5,6,0.216
40164024,2006,23,6,7,9,7,0.217
40165024,2012,23,7,7,7,8,0.218
40166024,2012,22,7,8,6,8,0.219
40167024,1999,25,6,6,8,5,0.22
40168024,1975,23,8,6,6,9,0.221
40169024,1968,22,7,8,6,9,0.222
40170024,1980,23,7,7,8,6,0.223
40171024,2016,23,7,7,6,6,0.224
40172024,2050,23,6,7,6,7,0.225
40173024,2043,21,4,4,3,6,0.226
40174024,2047,21,5,6,7,4,0.227
40175024,2046,22,6,7,5,1,0.228
40176024,2048,21,5,4,3,6,0.229
40177024,2103,23,6,6,6,4,0.23
40178024,2163,24,4,5,4,3,0.231
40179024,2200,23,5,3,7,5,0.232
40180024,2160,20,5,6,7,4,0.233
40181024,2098,22,7,6,7,6,0.234
40182024,2074,20,6,7,5,4,0.235
40183024,2036,21,7,7,5,5,0.236
40184024,2008,21,7,7,7,9,0.237
40185024,2012,22,7,7,7,7,0.238
40186024,2004,23,7,7,7,8,0.239
40187024,2001,24,7,7,7,9,0.24
40188024,1973,23,6,7,7,8,0.241
40189024,1971,24,6,7,7,8,0.242
40190024,1980,22,7,6,7,6,0.243
40191024,2011,24,5,6,5,5,0.244
40192024,2039,23,6,6,7,7,0.245
40193024,2047,22,6,6,5,3,0.246
40194024,2052,21,4,4,3,7,0.247
40195024,2053,21,4,5,4,3,0.248
40196024,2063,23,5,3,7,5,0.249
40197024,2096,23,5,5,2,4,0.25
40198024,2176,24,3,7,6,4,0.251
40199024,2194,24,5,4,3,4,0.252
40200024,2148,20,6,6,7,5,0.253
40201024,2108,22,6,7,6,6,0.254
40202024,2089,20,6,7,7,7,0.255
40203024,2052,20,6,7,7,7,0.256
40204024,2016,22,7,7,7,8,0.257
40205024,2000,24,6,6,7,7,0.258
40206024,2011,24,7,8,5,7,0.259
40207024,2004,23,8,6,9,8,0.26
40208024,1964,20,7,7,8,8,0.261
40209024,1952,23,7,8,6,9,0.262
40210024,1984,24,6,7,8,6,0.263
40211024,2031,25,6,6,7,8,0.264
40212024,2036,23,7,7,7,7,0.265
40213024,2041,22,6,6,6,6,0.266
40214024,2062,22,4,3,5,3,0.267
40215024,2055,22,5,5,3,6,0.268
40216024,2048,20,4,5,3,5,0.269
40217024,2096,22,5,5,4,0,0.27
40218024,2180,25,3,7,7,6,0.271
40219024,2205,24,5,4,3,3,0.272
40220024,2155,22,6,6,6,5,0.273
40221024,2112,20,4,4,3,6,0.274
40222024,2064,21,6,8,6,7,0.275
40223024,2046,23,7,7,9,5,0.276
40224024,2011,23,7,7,8,7,0.277
40225024,2007,21,6,8,5,8,0.278
40226024,2017,23,8,7,7,10,0.279
40227024,2006,24,6,9,7,9,0.28
40228024,1956,22,6,8,7,7,0.281
40229024,1959,23,5,7,7,7,0.282
40230024,1977,24,4,7,7,7,0.283
40231024,2016,24,5,6,5,3,0.284
40232024,2042,24,5,7,5,5,0.285
40233024,2036,22,6,6,5,4,0.286
40234024,2047,21,5,3,5,4,0.287
40235024,2064,21,4,6,4,4,0.288
40236024,2068,22,6,6,5,5,0.289
40237024,2107,24,5,4,2,5,0.29
40238024,2170,25,5,5,3,5,0.291
40239024,2198,23,6,6,5,1,0.292
40240024,2160,19,4,4,3,4,0.293
40241024,2106,22,6,6,6,4,0.294
40242024,2081,20,6,7,5,4,0.295
40243024,2047,23,7,7,7,9,0.296
40244024,2016,21,7,8,6,8,0.297
40245024,2004,21,6,7,9,6,0.298
40246024,2021,24,7,7,8,6,0.299
40247024,2001,24,7,6,8,8,0.3
40248024,1953,22,8,6,7,10,0.301
40249024,1961,23,8,8,5,6,0.302
40250024,1983,25,6,9,7,9,0.303
40251024,2013,23,7,7,7,6,0.304
40252024,2024,23,6,6,7,6,0.305
40253024,2033,23,6,6,6,5,0.306
40254024,2048,21,5,4,3,3,0.307
40255024,2063,23,6,7,6,3,0.308
40256024,2050,22,6,5,3,4,0.309
40257024,2103,24,3,5,4,2,0.31
40258024,2191,25,6,5,6,6,0.311
40259024,2195,23,6,5,4,2,0.312
40260024,2151,22,6,6,7,7,0.313
40261024,2092,19,6,4,4,3,0.314
40262024,2079,23,5,4,6,8,0.315
40263024,2048,22,7,8,7,7,0.316
40264024,2025,22,5,7,9,6,0.317
40265024,2007,22,6,7,8,6,0.318
40266024,2008,23,6,8,6,11,0.319
40267024,2008,24,7,8,7,7,0.32
40268024,1978,24,7,8,8,7,0.321
40269024,1950,23,8,7,10,10,0.322
40270024,1968,23,6,8,6,8,0.323
40271024,2020,23,6,7,8,4,0.324
40272024,2039,24,5,5,5,6,0.325
40273024,2044,23,5,6,7,6,0.326
40274024,2056,21,3,6,5,3,0.327
40275024,2047,23,6,6,5,3,0.328
40276024,2064,22,4,3,4,4,0.329
40277024,2111,24,4,5,3,6,0.33
40278024,2179,24,4,4,4,3,0.331
40279024,2191,23,4,4,6,6,0.332
40280024,2173,22,4,5,6,6,0.333
40281024,2101,19,6,7,7,6,0.334
40282024,2064,22,6,6,7,6,0.335
40283024,2044,20,5,5,5,5,0.336
40284024,2006,24,7,9,7,8,0.337
40285024,2012,21,7,8,6,8,0.338
40286024,2001,24,7,8,8,7,0.339
40287024,2015,25,7,8,8,8,0.34
40288024,1975,23,6,7,10,8,0.341
40289024,1957,22,7,7,7,8,0.342
40290024,1966,24,7,7,7,7,0.343
40291024,2016,23,7,7,7,7,0.344
40292024,2039,23,6,6,7,6,0.345
40293024,2047,23,6,6,6,6,0.346
40294024,2035,22,5,2,5,2,0.347
40295024,2049,22,5,5,3,5,0.348
40296024,2063,24,4,5,3,4,0.349
40297024,2089,23,6,5,4,3,0.35
40298024,2177,24,5,4,5,4,0.351
40299024,2191,25,6,6,6,7,0.352
40300024,2161,22,6,6,6,6,0.353
40301024,2102,21,4,5,5,3,0.354
40302024,2076,21,6,8,6,6,0.355
40303024,2032,23,7,7,9,5,0.356
40304024,2016,23,7,7,8,7,0.357
40305024,2006,23,7,8,6,10,0.358
40306024,2019,24,6,8,7,9,0.359
40307024,2011,24,7,8,8,6,0.36
40308024,1965,22,8,6,10,9,0.361
40309024,1958,23,6,8,6,8,0.362
40310024,1983,25,6,7,9,5,0.363
40311024,2028,24,7,5,5,6,0.364
40312024,2041,22,7,7,8,4,0.365
40313024,2036,22,6,5,4,5,0.366
40314024,2046,23,5,3,7,7,0.367
40315024,2048,20,3,6,6,5,0.368
40316024,2052,21,3,4,2,4,0.369
40317024,2103,23,6,5,2,3,0.37
40318024,2180,23,6,6,5,2,0.371
40319024,2201,23,5,4,2,6,0.372
40320024,2160,22,5,6,7,3,0.373
40321024,2103,22,6,6,5,2,0.374
40322024,2084,22,6,7,7,7,0.375
40323024,2048,22,6,6,7,7,0.376
40324024,2008,20,4,7,7,8,0.377
40325024,2000,23,7,9,4,6,0.378
40326024,2017,24,7,8,6,10,0.379
40327024,2012,24,6,7,8,7,0.38
40328024,1956,22,7,8,6,10,0.381
40329024,1952,23,6,7,8,6,0.382
40330024,1964,23,7,7,8,7,0.383
40331024,2006,24,6,7,7,8,0.384
40332024,2035,24,6,7,6,7,0.385
40333024,2043,23,6,6,4,4,0.386
40334024,2050,23,5,4,2,7,0.387
40335024,2058,22,6,5,4,3,0.388
40336024,2047,20,4,4,4,4,0.389
40337024,2110,24,5,4,3,4,0.39
40338024,2173,24,6,7,6,4,0.391
40339024,2191,25,4,4,4,1,0.392
40340024,2171,23,6,7,7,7,0.393
40341024,2095,20,5,5,5,4,0.394
40342024,2068,20,6,7,7,7,0.395
40343024,2055,23,7,6,7,6,0.396
40344024,2026,23,6,6,6,8,0.397
40345024,2001,22,7,6,7,8,0.398
40346024,2000,24,6,8,6,9,0.399
40347024,2013,24,7,7,8,7,0.4
40348024,1966,23,7,7,8,8,0.401
40349024,1958,24,7,6,6,10,0.402
40350024,1981,23,7,7,6,8,0.403
40351024,2009,24,5,3,6,7,0.404
40352024,2036,23,7,7,6,7,0.405
40353024,2036,23,5,4,4,4,0.406
40354024,2048,23,4,5,4,4,0.407
40355024,2048,22,6,7,5,4,0.408
40356024,2044,20,4,4,3,4,0.409
40357024,2103,24,5,4,4,3,0.41
40358024,2176,24,4,5,5,4,0.411
40359024,2207,25,6,6,7,5,0.412
40360024,2172,22,6,6,4,2,0.413
40361024,2101,19,6,7,6,7,0.414
40362024,2075,23,4,4,4,4,0.415
40363024,2045,20,5,6,9,6,0.416
40364024,2006,22,7,9,5,7,0.417
40365024,2011,24,4,7,9,8,0.418
40366024,2015,24,7,7,7,11,0.419
40367024,1995,24,7,8,6,9,0.42
40368024,1957,20,5,7,10,7,0.421
40369024,1967,24,7,9,6,8,0.422
40370024,1974,24,6,7,8,5,0.423
40371024,2008,23,6,7,7,8,0.424
40372024,2031,24,5,6,6,7,0.425
40373024,2043,24,5,5,3,6,0.426
40374024,2055,21,5,6,7,5,0.427
40375024,2040,21,5,3,3,3,0.428
40376024,2066,22,5,3,5,2,0.429
40377024,2105,23,5,5,3,6,0.43
40378024,2175,26,5,6,6,3,0.431
40379024,2218,23,6,7,5,3,0.432
40380024,2160,21,5,4,3,7,0.433
40381024,2090,21,6,8,4,5,0.434
40382024,2074,20,5,4,6,8,0.435
40383024,2031,22,7,8,5,3,0.436
40384024,2018,22,6,6,9,7,0.437
40385024,1999,23,7,7,7,9,0.438
40386024,1996,23,7,8,5,7,0.439
40387024,2007,23,6,7,10,9,0.44
40388024,1955,23,7,8,4,7,0.441
40389024,1948,22,6,8,7,9,0.442
40390024,1981,24,5,6,9,4,0.443
40391024,2019,25,6,7,7,8,0.444
40392024,2035,24,7,7,7,7,0.445
40393024,2039,22,6,6,5,4,0.446
40394024,2047,21,5,4,3,5,0.447
40395024,2065,22,7,6,6,5,0.448
40396024,2053,22,5,4,3,4,0.449
40397024,2099,24,4,3,7,4,0.45
40398024,2183,25,5,5,3,3,0.451
40399024,2211,24,5,5,5,3,0.452
40400024,2145,20,5,6,8,4,0.453
40401024,2099,22,6,6,6,6,0.454
40402024,2065,20,5,5,4,4,0.455
40403024,2043,24,6,8,5,5,0.456
40404024,2006,22,8,6,8,7,0.457
40405024,2005,22,7,7,8,7,0.458
40406024,2015,25,6,8,5,8,0.459
40407024,2004,24,6,6,9,8,0.46
40408024,1951,23,7,6,7,10,0.461
40409024,1959,22,7,7,7,9,0.462
40410024,1962,23,7,6,7,6,0.463
40411024,2009,23,6,6,7,7,0.464
40412024,2041,23,6,7,6,7,0.465
