timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
5535855359014,1343,18,5,8,4,6,0.0
55360014,1571,26,8,6,7,8,-5535799.999
55361014,1827,30,6,7,7,6,-5535799.998
55362014,1952,25,4,5,3,6,-5535799.997
55363014,2183,33,7,8,4,3,-5535799.996
55364014,2374,32,7,5,4,3,-5535799.995
55365014,2439,28,6,4,4,3,-5535799.994
55366014,2560,28,6,4,3,6,-5535799.993
55367014,2679,31,7,4,6,6,-5535799.992
55368014,2791,31,7,4,5,3,-5535799.991
55369014,2869,30,6,5,4,4,-5535799.99
55370014,2655,21,4,4,6,6,-5535799.989
55371014,2360,12,5,4,4,3,-5535799.988
55372014,2215,17,7,8,5,5,-5535799.987
55373014,1948,12,6,5,7,8,-5535799.986
55374014,1715,13,7,6,10,7,-5535799.985
55375014,1655,16,7,8,5,6,-5535799.984
55376014,1558,18,8,7,10,8,-5535799.983
55377014,1495,17,7,9,5,6,-5535799.982
55378014,1421,18,6,8,7,9,-5535799.981
55379014,1321,17,5,7,10,8,-5535799.98
55380014,1554,26,7,7,7,6,-5535799.979
55381014,1854,32,6,7,7,5,-5535799.978
55382014,1967,28,4,3,6,7,-5535799.977
55383014,2176,31,8,7,5,5,-5535799.976
55384014,2383,31,6,7,6,7,-5535799.975
55385014,2466,27,7,5,2,6,-5535799.974
55386014,2559,28,5,4,3,3,-5535799.973
55387014,2699,31,7,5,3,5,-5535799.972
55388014,2811,31,5,3,6,5,-5535799.971
55389014,2880,28,3,5,4,3,-5535799.97
55390014,2656,19,6,6,8,3,-5535799.969
55391014,2367,15,4,5,5,6,-5535799.968
55392014,2214,16,3,6,6,8,-5535799.967
55393014,1952,12,5,6,5,6,-5535799.966
55394014,1733,14,5,5,6,9,-5535799.965
55395014,1658,17,5,7,7,8,-5535799.964
55396014,1564,15,7,7,9,5,-5535799.963
55397014,1511,18,8,7,7,10,-5535799.962
55398014,1423,16,6,9,5,6,-5535799.961
55399014,1347,17,7,8,6,9,-5535799.96
55400014,1555,28,8,4,7,6,-5535799.959
55401014,1835,31,8,7,7,6,-5535799.958
55402014,1959,27,7,8,5,6,-5535799.957
55403014,2189,30,6,6,7,6,-5535799.956
55404014,2396,32,4,3,6,6,-5535799.955
55405014,2430,27,6,5,2,4,-5535799.954
55406014,2551,30,6,7,7,5,-5535799.953
55407014,2679,30,5,5,4,3,-5535799.952
55408014,2811,31,5,6,7,5,-5535799.951
55409014,2879,28,3,5,4,3,-5535799.95
55410014,2658,18,6,4,6,7,-5535799.949
55411014,2360,14,6,6,9,3,-5535799.948
55412014,2224,16,5,4,3,8,-5535799.947
55413014,1946,15,7,6,8,4,-5535799.946
55414014,1726,14,7,6,8,7,-5535799.945
55415014,1664,16,5,4,4,6,-5535799.944
55416014,1561,15,7,7,8,8,-5535799.943
55417014,1486,18,6,7,8,6,-5535799.942
55418014,1401,16,5,4,6,8,-5535799.941
55419014,1336,16,7,7,8,5,-5535799.94
55420014,1556,27,7,6,8,7,-5535799.939
55421014,1853,30,7,8,6,7,-5535799.938
55422014,1941,27,7,7,7,6,-5535799.937
55423014,2191,31,6,5,3,6,-5535799.936
55424014,2391,31,7,6,7,6,-5535799.935
55425014,2435,28,6,4,3,4,-5535799.934
55426014,2548,27,5,3,6,5,-5535799.933
55427014,2688,31,7,5,4,3,-5535799.932
55428014,2814,30,6,4,6,7,-5535799.931
55429014,2899,29,5,4,4,2,-5535799.93
55430014,2667,20,3,5,6,6,-5535799.929
55431014,2352,12,5,5,5,3,-5535799.928
55432014,2204,17,6,6,8,6,-5535799.927
55433014,1955,15,6,7,6,7,-5535799.926
55434014,1728,13,6,7,6,7,-5535799.925
55435014,1664,18,7,7,6,6,-5535799.924
55436014,1556,18,8,4,6,9,-5535799.923
55437014,1498,18,5,6,9,5,-5535799.922
55438014,1414,16,6,9,5,8,-5535799.921
55439014,1358,16,7,8,7,10,-5535799.92
55440014,1555,27,7,8,7,6,-5535799.919
55441014,1830,30,7,6,7,7,-5535799.918
55442014,1955,28,7,7,5,5,-5535799.917
55443014,2196,30,8,4,5,6,-5535799.916
55444014,2392,30,5,4,4,3,-5535799.915
55445014,2439,27,4,6,6,7,-5535799.914
55446014,2561,29,4,5,2,6,-5535799.913
55447014,2711,31,5,5,5,3,-5535799.912
55448014,2784,28,5,6,8,5,-5535799.911
55449014,2886,30,7,6,6,5,-5535799.91
55450014,2652,18,5,5,4,5,-5535799.909
55451014,2351,16,4,5,5,6,-5535799.908
55452014,2210,16,3,6,7,7,-5535799.907
55453014,1963,12,6,7,7,7,-5535799.906
55454014,1716,12,7,8,6,8,-5535799.905
55455014,1676,18,6,7,8,5,-5535799.904
55456014,1581,18,5,7,8,6,-5535799.903
55457014,1488,17,7,9,6,11,-5535799.902
55458014,1415,18,8,7,8,5,-5535799.901
55459014,1337,16,7,7,6,9,-5535799.9
55460014,1538,27,7,6,8,7,-5535799.899
55461014,1832,31,7,7,6,7,-5535799.898
55462014,1952,26,5,6,6,7,-5535799.897
55463014,2176,32,6,8,3,6,-5535799.896
55464014,2402,32,6,6,7,4,-5535799.895
55465014,2430,27,7,4,4,4,-5535799.894
55466014,2559,30,4,3,7,6,-5535799.893
55467014,2687,30,4,6,6,3,-5535799.892
55468014,2807,28,4,6,6,3,-5535799.891
55469014,2887,30,6,6,5,3,-5535799.89
55470014,2648,19,4,4,2,6,-5535799.889
55471014,2350,13,4,4,6,7,-5535799.888
55472014,2222,18,7,7,7,6,-5535799.887
55473014,1976,12,3,7,7,6,-5535799.886
55474014,1731,14,5,5,5,6,-5535799.885
55475014,1665,18,6,7,7,8,-5535799.884
55476014,1564,17,7,8,4,7,-5535799.883
55477014,1490,17,7,6,8,8,-5535799.882
55478014,1403,17,7,6,8,9,-5535799.881
55479014,1339,18,8,6,8,7,-5535799.88
55480014,1542,24,6,7,7,10,-5535799.879
55481014,1839,31,8,5,4,6,-5535799.878
55482014,1973,28,6,7,8,7,-5535799.877
55483014,2184,30,6,5,5,6,-5535799.876
55484014,2372,32,4,5,4,4,-5535799.875
55485014,2432,28,4,5,4,3,-5535799.874
55486014,2560,27,5,6,6,6,-5535799.873
55487014,2695,32,4,6,5,3,-5535799.872
55488014,2799,29,6,6,6,7,-5535799.871
55489014,2891,31,6,6,3,5,-5535799.87
55490014,2668,20,4,3,4,2,-5535799.869
55491014,2346,14,6,7,6,7,-5535799.868
