timestamp_us,grip_voltage,relative_time_us
102550323,2096,514872
102550695,1986,515244
102551066,1875,515615
102551437,1765,515986
102551807,1668,516356
102552178,1572,516727
102552548,1486,517097
102552923,1413,517472
102553293,1354,517842
102553663,1309,518212
102554038,1275,518587
102554408,1257,518957
102554779,1252,519328
102555150,1274,519699
102555520,1303,520069
102555895,1347,520444
102556265,1403,520814
102556636,1474,521185
102557007,1553,521556
102557377,1643,521926
102557747,1745,522296
102558118,1851,522667
102558489,1959,523038
102558859,2074,523408
102559234,2187,523783
102559605,2293,524154
102559975,2396,524524
102560346,2494,524895
102560719,2579,525268
102561090,2662,525639
102561460,2728,526009
102561830,2781,526379
102562201,2820,526750
102562572,2844,527121
102562942,2854,527491
102563313,2846,527862
102563685,2824,528234
102564056,2787,528605
102564427,2736,528976
102564797,2668,529346
102565168,2593,529717
102565538,2502,530087
102565913,2405,530462
102566283,2301,530832
102566654,2194,531203
102567024,2084,531573
102567395,1974,531944
102567765,1863,532314
102568136,1756,532685
102568507,1656,533056
102568882,1561,533431
102569252,1480,533801
102569622,1408,534171
102569993,1347,534542
102570364,1302,534913
102570738,1274,535287
102571109,1257,535658
102571480,1254,536029
102571850,1273,536399
102572225,1305,536774
102572596,1347,537145
102572966,1404,537515
102573337,1480,537886
102573710,1565,538259
102574081,1656,538630
102574451,1756,539000
102574821,1860,539370
102575192,1976,539741
102575563,2089,540112
102575937,2201,540486
102576307,2304,540856
102576678,2408,541227
102577053,2503,541602
102577424,2592,541973
102577794,2669,542343
102578165,2732,542714
102578535,2785,543084
102578910,2824,543459
102579280,2845,543829
102579650,2855,544199
102580021,2847,544570
102580391,2821,544940
102580761,2781,545310
102581132,2731,545681
102581502,2661,546051
102581873,2583,546422
102582248,2494,546797
102582618,2396,547167
102582989,2293,547538
102583359,2187,547908
102583736,2072,548285
102584106,1962,548655
102584477,1851,549026
102584847,1743,549396
102585218,1644,549767
102585589,1551,550138
102585959,1466,550508
102586330,1400,550879
102586705,1342,551254
102587075,1296,551624
102587446,1265,551995
102587816,1254,552365
102588187,1255,552736
102588558,1271,553107
102588933,1304,553482
102589303,1354,553852
102589673,1416,554222
102590046,1490,554595
102590417,1572,554966
102590787,1667,555336
102591158,1768,555707
102591528,1873,556077
102591903,1986,556452
102592273,2096,556822
102592644,2207,557193
102593015,2315,557564
102593385,2417,557934
102593755,2514,558304
102594128,2601,558677
102594499,2679,559048
102594869,2741,559418
102595244,2796,559793
102595615,2832,560164
102595986,2852,560535
102596356,2854,560905
102596728,2840,561277
102597099,2817,561648
102597470,2776,562019
102597840,2721,562389
102598211,2654,562760
102598581,2574,563130
102598952,2485,563501
102599323,2387,563872
102599695,2283,564244
102600066,2172,564615
102600437,2062,564986
102600807,1954,565356
102601178,1840,565727
102601548,1737,566097
102601923,1637,566472
102602293,1542,566842
102602663,1464,567212
102603038,1397,567587
102603408,1337,567957
102603779,1297,568328
102604150,1269,568699
102604520,1254,569069
102604895,1259,569444
102605265,1275,569814
102605636,1309,570185
102606007,1357,570556
102606377,1418,570926
102606747,1497,571296
102607118,1578,571667
102607489,1674,572038
102607859,1776,572408
102608234,1881,572783
102608605,1996,573154
102608975,2108,573524
102609346,2220,573895
102609719,2325,574268
102610090,2429,574639
102610460,2522,575009
102610830,2609,575379
102611201,2686,575750
102611572,2747,576121
102611942,2792,576491
102612313,2829,576862
102612685,2848,577234
102613056,2853,577605
102613427,2843,577976
102613797,2812,578346
102614168,2773,578717
102614538,2716,579087
102614913,2648,579462
102615283,2571,579832
102615654,2486,580203
102616024,2382,580573
102616395,2275,580944
102616765,2166,581314
102617136,2051,581685
102617507,1939,582056
102617882,1829,582431
102618252,1728,582801
102618622,1627,583171
102618993,1537,583542
102619364,1460,583913
102619738,1388,584287
102620109,1334,584658
102620480,1292,585029
102620850,1265,585399
102621225,1254,585774
102621596,1258,586145
102621966,1280,586515
102622337,1316,586886
102622710,1365,587259
102623081,1431,587630
102623451,1503,588000
102623821,1591,588370
102624192,1687,588741
102624563,1786,589112
102624937,1894,589486
102625307,2003,589856
102625678,2116,590227
102626053,2225,590602
102626424,2334,590973
102626794,2436,591343
102627165,2530,591714
102627535,2614,592084
102627910,2692,592459
102628280,2749,592829
102628650,2798,593199
102629021,2834,593570
102629391,2850,593940
102629761,2852,594310
102630132,2842,594681
102630502,2810,595051
102630873,2768,595422
102631248,2709,595797
102631618,2639,596167
102631989,2557,596538
102632359,2468,596908
102632736,2366,597285
102633106,2259,597655
102633477,2149,598026
102633847,2036,598396
102634218,1927,598767
102634589,1819,599138
102634959,1716,599508
102635330,1622,599879
102635705,1534,600254
102636075,1452,600624
102636446,1380,600995
102636816,1327,601365
102637187,1288,601736
102637558,1263,602107
102637933,1252,602482
102638303,1262,602852
102638673,1283,603222
102639046,1321,603595
102639417,1371,603966
102639787,1433,604336
102640158,1512,604707
102640528,1599,605077
102640903,1695,605452
102641273,1802,605822
102641644,1910,606193
102642015,2017,606564
102642385,2133,606934
102642755,2240,607304
102643128,2345,607677
102643499,2452,608048
102643869,2540,608418
102644244,2625,608793
102644615,2698,609164
102644986,2760,609535
102645356,2800,609905
102645728,2832,610277
102646099,2849,610648
102646470,2849,611019
102646840,2837,611389
102647211,2805,611760
102647581,2759,612130
102647952,2702,612501
102648323,2630,612872
102648695,2548,613244
102649066,2456,613615
102649437,2351,613986
102649807,2250,614356
102650178,2139,614727
102650548,2026,615097
102650923,1918,615472
102651293,1811,615842
102651663,1703,616212
102652038,1606,616587
102652408,1520,616957
102652779,1440,617328
102653150,1375,617699
102653520,1323,618069
102653895,1285,618444
102654265,1260,618814
102654636,1254,619185
102655007,1266,619556
102655377,1289,619926
102655747,1328,620296
102656118,1379,620667
102656489,1442,621038
102656859,1518,621408
102657234,1609,621783
102657605,1705,622154
102657975,1807,622524
102658346,1916,622895
102658719,2028,623268
102659090,2141,623639
102659460,2250,624009
102659830,2358,624379
102660201,2457,624750
102660572,2549,625121
102660942,2635,625491
102661313,2703,625862
102661685,2765,626234
102662056,2806,626605
102662427,2838,626976
102662797,2855,627346
102663168,2851,627717
102663538,2832,628087
102663913,2803,628462
102664283,2756,628832
102664654,2697,629203
102665024,2623,629573
102665395,2542,629944
102665765,2446,630314
102666136,2346,630685
102666507,2239,631056
102666882,2130,631431
102667252,2016,631801
102667622,1905,632171
102667993,1800,632542
102668364,1693,632913
102668738,1598,633287
102669109,1512,633658
102669480,1437,634029
102669850,1369,634399
102670225,1318,634774
102670596,1282,635145
102670966,1261,635515
102671337,1255,635886
102671710,1263,636259
102672081,1289,636630
102672451,1329,637000
102672821,1384,637370
102673192,1448,637741
102673563,1528,638112
102673937,1617,638486
102674307,1714,638856
102674678,1821,639227
102675053,1933,639602
102675424,2046,639973
102675794,2155,640343
102676165,2264,640714
102676535,2367,641084
102676910,2467,641459
102677280,2558,641829
102677650,2640,642199
102678021,2709,642570
102678391,2767,642940
102678761,2810,643310
102679132,2839,643681
102679502,2854,644051
102679873,2849,644422
102680248,2832,644797
102680618,2798,645167
102680989,2752,645538
102681359,2692,645908
102681736,2618,646285
102682106,2529,646655
102682477,2439,647026
102682847,2338,647396
102683218,2227,647767
102683589,2115,648138
102683959,2006,648508
102684330,1894,648879
102684705,1786,649254
102685075,1680,649624
102685446,1588,649995
102685816,1500,650365
102686187,1421,650736
102686558,1363,651107
102686933,1313,651482
102687303,1277,651852
102687673,1260,652222
102688046,1252,652595
102688417,1266,652966
102688787,1293,653336
102689158,1332,653707
102689528,1388,654077
102689903,1457,654452
102690273,1540,654822
102690644,1628,655193
102691015,1727,655564
102691385,1835,655934
102691755,1942,656304
102692128,2051,656677
102692499,2163,657048
102692869,2272,657418
102693244,2377,657793
102693615,2475,658164
102693986,2569,658535
102694356,2649,658905
102694728,2717,659277
102695099,2774,659648
102695470,2820,660019
102695840,2846,660389
102696211,2856,660760
102696581,2851,661130
102696952,2827,661501
102697323,2795,661872
102697695,2744,662244
102698066,2684,662615
102698437,2607,662986
102698807,2521,663356
102699178,2426,663727
102699548,2326,664097
102699923,2215,664472
102700293,2105,664842
102700663,1997,665212
102701038,1883,665587
102701408,1773,665957
102701779,1673,666328
102702150,1580,666699
102702520,1492,667069
102702895,1421,667444
102703265,1359,667814
102703636,1310,668185
102704007,1273,668556
102704377,1257,668926
102704747,1254,669296
102705118,1262,669667
102705489,1293,670038
102705859,1337,670408
102706234,1393,670783
102706605,1461,671154
102706975,1544,671524
102707346,1635,671895
102707719,1733,672268
102708090,1840,672639
102708460,1947,673009
102708830,2063,673379
102709201,2174,673750
102709572,2281,674121
102709942,2388,674491
102710313,2486,674862
102710685,2575,675234
102711056,2654,675605
102711427,2723,675976
102711797,2778,676346
102712168,2817,676717
102712538,2845,677087
102712913,2849,677462
102713283,2848,677832
102713654,2827,678203
102714024,2791,678573
102714395,2742,678944
102714765,2676,679314
102715136,2605,679685
102715507,2518,680056
102715882,2423,680431
102716252,2316,680801
102716622,2204,681171
102716993,2095,681542
102717364,1984,681913
102717738,1872,682287
102718109,1765,682658
102718480,1665,683029
102718850,1573,683399
102719225,1486,683774
102719596,1414,684145
102719966,1354,684515
102720337,1306,684886
102720710,1275,685259
102721081,1257,685630
102721451,1254,686000
102721821,1268,686370
102722192,1299,686741
102722563,1341,687112
102722937,1400,687486
102723307,1471,687856
102723678,1554,688227
102724053,1648,688602
102724424,1747,688973
102724794,1854,689343
102725165,1959,689714
102725535,2072,690084
102725910,2183,690459
102726280,2290,690829
102726650,2398,691199
102727021,2494,691570
102727391,2579,691940
102727761,2660,692310
102728132,2728,692681
102728502,2779,693051
102728873,2818,693422
102729248,2845,693797
102729618,2851,694167
102729989,2843,694538
102730359,2823,694908
102730736,2784,695285
102731106,2734,695655
102731477,2668,696026
102731847,2590,696396
102732218,2503,696767
102732589,2408,697138
102732959,2302,697508
102733330,2195,697879
102733705,2083,698254
102734075,1974,698624
102734446,1862,698995
102734816,1756,699365
102735187,1661,699736
102735558,1568,700107
102735933,1483,700482
102736303,1407,700852
102736673,1348,701222
102737046,1302,701595
102737417,1272,701966
102737787,1256,702336
102738158,1256,702707
102738528,1270,703077
102738903,1301,703452
102739273,1348,703822
102739644,1409,704193
102740015,1480,704564
102740385,1565,704934
102740755,1655,705304
102741128,1757,705677
102741499,1863,706048
102741869,1974,706418
102742244,2089,706793
102742615,2198,707164
102742986,2305,707535
102743356,2406,707905
102743728,2506,708277
102744099,2592,708648
102744470,2670,709019
102744840,2735,709389
102745211,2782,709760
102745581,2820,710130
102745952,2843,710501
102746323,2851,710872
102746695,2843,711244
102747066,2818,711615
102747437,2780,711986
102747807,2725,712356
102748178,2662,712727
102748548,2582,713097
102748923,2492,713472
102749293,2394,713842
102749663,2292,714212
102750038,2184,714587
102750408,2076,714957
102750779,1960,715328
102751150,1850,715699
102751520,1748,716069
102751895,1644,716444
102752265,1551,716814
102752636,1470,717185
102753007,1403,717556
102753377,1342,717926
102753747,1299,718296
102754118,1273,718667
102754489,1255,719038
102754859,1259,719408
102755234,1278,719783
102755605,1316,720154
102755975,1359,720524
102756346,1415,720895
102756719,1488,721268
102757090,1574,721639
102757460,1669,722009
102757830,1768,722379
102758201,1873,722750
102758572,1984,723121
102758942,2095,723491
102759313,2204,723862
102759685,2315,724234
102760056,2414,724605
102760427,2513,724976
102760797,2599,725346
102761168,2676,725717
102761538,2740,726087
102761913,2793,726462
102762283,2826,726832
102762654,2849,727203
102763024,2853,727573
102763395,2842,727944
102763765,2816,728314
102764136,2777,728685
102764507,2723,729056
102764882,2653,729431
102765252,2573,729801
102765622,2485,730171
102765993,2385,730542
102766364,2279,730913
102766738,2172,731287
102767109,2061,731658
102767480,1948,732029
102767850,1837,732399
102768225,1733,732774
102768596,1635,733145
102768966,1544,733515
102769337,1464,733886
102769710,1392,734259
102770081,1340,734630
102770451,1298,735000
102770821,1268,735370
102771192,1258,735741
102771563,1260,736112
102771937,1274,736486
102772307,1309,736856
102772678,1360,737227
102773053,1421,737602
102773424,1496,737973
102773794,1581,738343
102774165,1677,738714
102774535,1778,739084
102774910,1889,739459
102775280,2005,739829
102775650,2115,740199
102776021,2223,740570
102776391,2329,740940
102776761,2427,741310
102777132,2525,741681
102777502,2608,742051
102777873,2686,742422
102778248,2746,742797
102778618,2794,743167
102778989,2832,743538
102779359,2848,743908
102779736,2852,744285
102780106,2839,744655
102780477,2813,745026
102780847,2770,745396
102781218,2712,745767
102781589,2645,746138
102781959,2565,746508
102782330,2474,746879
102782705,2373,747254
102783075,2269,747624
102783446,2160,747995
102783816,2049,748365
102784187,1938,748736
102784558,1828,749107
102784933,1722,749482
102785303,1620,749852
102785673,1533,750222
102786046,1452,750595
102786417,1385,750966
102786787,1331,751336
102787158,1286,751707
102787528,1262,752077
102787903,1255,752452
102788273,1258,752822
102788644,1280,753193
102789015,1315,753564
102789385,1365,753934
102789755,1433,754304
102790128,1505,754677
102790499,1591,755048
102790869,1686,755418
102791244,1789,755793
102791615,1900,756164
102791986,2009,756535
102792356,2122,756905
102792728,2229,757277
102793099,2338,757648
102793470,2439,758019
102793840,2534,758389
102794211,2619,758760
102794581,2692,759130
102794952,2754,759501
102795323,2804,759872
102795695,2835,760244
102796066,2853,760615
102796437,2852,760986
102796807,2836,761356
102797178,2809,761727
102797548,2766,762097
102797923,2710,762472
102798293,2637,762842
102798663,2555,763212
102799038,2463,763587
102799408,2365,763957
102799779,2260,764328
102800150,2149,764699
102800520,2038,765069
102800895,1928,765444
102801265,1817,765814
102801636,1711,766185
102802007,1615,766556
102802377,1526,766926
102802747,1446,767296
102803118,1381,767667
102803489,1327,768038
102803859,1288,768408
102804234,1261,768783
102804605,1256,769154
102804975,1259,769524
102805346,1277,769895
102805719,1316,770268
102806090,1369,770639
102806460,1434,771009
102806830,1510,771379
102807201,1596,771750
102807572,1696,772121
102807942,1796,772491
102808313,1907,772862
102808685,2018,773234
102809056,2130,773605
102809427,2239,773976
102809797,2348,774346
102810168,2449,774717
102810538,2540,775087
102810913,2624,775462
102811283,2698,775832
102811654,2755,776203
102812024,2803,776573
102812395,2834,776944
102812765,2850,777314
102813136,2850,777685
102813507,2836,778056
102813882,2806,778431
102814252,2758,778801
102814622,2704,779171
102814993,2636,779542
102815364,2553,779913
102815738,2463,780287
102816109,2359,780658
102816480,2250,781029
102816850,2140,781399
102817225,2028,781774
102817596,1918,782145
102817966,1806,782515
102818337,1701,782886
102818710,1606,783259
102819081,1516,783630
102819451,1443,784000
102819821,1375,784370
102820192,1322,784741
102820563,1285,785112
102820937,1264,785486
102821307,1254,785856
102821678,1262,786227
102822053,1285,786602
102822424,1328,786973
102822794,1377,787343
102823165,1444,787714
102823535,1523,788084
102823910,1607,788459
102824280,1707,788829
102824650,1810,789199
102825021,1915,789570
102825391,2029,789940
102825761,2138,790310
102826132,2246,790681
102826502,2355,791051
102826873,2457,791422
102827248,2548,791797
102827618,2632,792167
102827989,2703,792538
102828359,2760,792908
102828736,2806,793285
102829106,2836,793655
102829477,2851,794026
102829847,2849,794396
102830218,2832,794767
102830589,2801,795138
102830959,2755,795508
102831330,2700,795879
102831705,2621,796254
102832075,2539,796624
102832446,2444,796995
102832816,2347,797365
102833187,2238,797736
102833558,2128,798107
102833933,2016,798482
102834303,1903,798852
102834673,1796,799222
102835046,1696,799595
102835417,1602,799966
102835787,1515,800336
102836158,1435,800707
102836528,1370,801077
102836903,1318,801452
102837273,1282,801822
102837644,1257,802193
102838015,1255,802564
102838385,1265,802934
102838755,1288,803304
102839128,1330,803677
102839499,1382,804048
102839869,1449,804418
102840244,1532,804793
102840615,1618,805164
102840986,1718,805535
102841356,1822,805905
102841728,1932,806277
102842099,2043,806648
102842470,2153,807019
102842840,2261,807389
102843211,2368,807760
102843581,2467,808130
102843952,2558,808501
102844323,2640,808872
102844695,2710,809244
102845066,2766,809615
102845437,2809,809986
102845807,2841,810356
102846178,2850,810727
102846548,2848,811097
102846923,2830,811472
102847293,2793,811842
102847663,2747,812212
102848038,2689,812587
102848408,2613,812957
102848779,2527,813328
102849150,2435,813699
102849520,2333,814069
102849895,2224,814444
102850265,2117,814814
102850636,2007,815185
102851007,1892,815556
102851377,1789,815926
102851747,1684,816296
102852118,1587,816667
102852489,1499,817038
102852859,1425,817408
102853234,1366,817783
102853605,1313,818154
102853975,1281,818524
102854346,1261,818895
102854719,1254,819268
102855090,1271,819639
102855460,1297,820009
102855830,1337,820379
102856201,1391,820750
102856572,1457,821121
102856942,1538,821491
102857313,1627,821862
102857685,1725,822234
102858056,1832,822605
102858427,1940,822976
102858797,2050,823346
102859168,2163,823717
102859538,2272,824087
102859913,2378,824462
102860283,2479,824832
102860654,2568,825203
102861024,2647,825573
102861395,2714,825944
102861765,2771,826314
102862136,2814,826685
102862507,2840,827056
102862882,2851,827431
102863252,2850,827801
102863622,2828,828171
102863993,2793,828542
102864364,2745,828913
102864738,2684,829287
102865109,2605,829658
102865480,2517,830029
102865850,2423,830399
102866225,2323,830774
102866596,2215,831145
102866966,2105,831515
102867337,1994,831886
102867710,1882,832259
102868081,1775,832630
102868451,1673,833000
102868821,1576,833370
102869192,1494,833741
102869563,1420,834112
102869937,1358,834486
102870307,1311,834856
102870678,1276,835227
102871053,1257,835602
102871424,1256,835973
102871794,1269,836343
102872165,1295,836714
102872535,1338,837084
102872910,1397,837459
102873280,1466,837829
102873650,1548,838199
102874021,1641,838570
102874391,1739,838940
102874761,1845,839310
102875132,1960,839681
102875502,2068,840051
102875873,2179,840422
102876248,2286,840797
102876618,2387,841167
102876989,2487,841538
102877359,2578,841908
102877736,2657,842285
102878106,2725,842655
102878477,2778,843026
102878847,2816,843396
102879218,2844,843767
102879589,2855,844138
102879959,2845,844508
102880330,2826,844879
102880705,2789,845254
102881075,2740,845624
102881446,2672,845995
102881816,2597,846365
102882187,2511,846736
102882558,2415,847107
102882933,2309,847482
102883303,2205,847852
102883673,2094,848222
102884046,1984,848595
102884417,1871,848966
102884787,1765,849336
102885158,1662,849707
102885528,1567,850077
102885903,1482,850452
102886273,1411,850822
102886644,1353,851193
102887015,1303,851564
102887385,1273,851934
102887755,1255,852304
102888128,1253,852677
102888499,1272,853048
102888869,1300,853418
102889244,1344,853793
102889615,1402,854164
102889986,1479,854535
102890356,1557,854905
102890728,1647,855277
102891099,1749,855648
102891470,1856,856019
102891840,1967,856389
102892211,2076,856760
102892581,2187,857130
102892952,2298,857501
102893323,2398,857872
102893695,2498,858244
102894066,2585,858615
102894437,2661,858986
102894807,2732,859356
102895178,2787,859727
102895548,2824,860097
102895923,2848,860472
102896293,2855,860842
102896663,2847,861212
102897038,2824,861587
102897408,2788,861957
102897779,2729,862328
102898150,2667,862699
102898520,2590,863069
102898895,2501,863444
102899265,2403,863814
102899636,2304,864185
102900007,2194,864556
102900377,2080,864926
102900747,1970,865296
102901118,1862,865667
102901489,1755,866038
102901859,1652,866408
102902234,1562,866783
102902605,1477,867154
102902975,1405,867524
102903346,1348,867895
102903719,1298,868268
102904090,1271,868639
102904460,1255,869009
102904830,1255,869379
102905201,1270,869750
102905572,1301,870121
102905942,1349,870491
102906313,1406,870862
102906685,1480,871234
102907056,1563,871605
102907427,1655,871976
102907797,1759,872346
102908168,1862,872717
102908538,1971,873087
102908913,2086,873462
102909283,2195,873832
102909654,2304,874203
102910024,2408,874573
102910395,2506,874944
102910765,2592,875314
102911136,2671,875685
102911507,2739,876056
102911882,2784,876431
102912252,2823,876801
102912622,2846,877171
102912993,2853,877542
102913364,2845,877913
102913738,2820,878287
102914109,2781,878658
102914480,2728,879029
102914850,2662,879399
102915225,2586,879774
102915596,2498,880145
102915966,2397,880515
102916337,2292,880886
102916710,2182,881259
102917081,2072,881630
102917451,1959,882000
102917821,1850,882370
102918192,1745,882741
102918563,1644,883112
102918937,1551,883486
102919307,1474,883856
102919678,1399,884227
102920053,1345,884602
102920424,1298,884973
102920794,1269,885343
102921165,1256,885714
102921535,1257,886084
102921910,1274,886459
102922280,1307,886829
102922650,1355,887199
102923021,1415,887570
102923391,1489,887940
102923761,1572,888310
102924132,1667,888681
102924502,1768,889051
102924873,1875,889422
102925248,1982,889797
102925618,2095,890167
102925989,2206,890538
102926359,2313,890908
102926736,2418,891285
102927106,2513,891655
102927477,2599,892026
102927847,2679,892396
102928218,2740,892767
102928589,2789,893138
102928959,2828,893508
102929330,2846,893879
102929705,2852,894254
102930075,2840,894624
102930446,2819,894995
102930816,2775,895365
102931187,2719,895736
102931558,2654,896107
102931933,2574,896482
102932303,2482,896852
102932673,2386,897222
102933046,2278,897595
102933417,2171,897966
102933787,2062,898336
102934158,1948,898707
102934528,1841,899077
102934903,1735,899452
102935273,1638,899822
102935644,1550,900193
102936015,1464,900564
102936385,1393,900934
102936755,1336,901304
102937128,1293,901677
102937499,1267,902048
102937869,1254,902418
102938244,1258,902793
102938615,1277,903164
102938986,1313,903535
102939356,1361,903905
102939728,1424,904277
102940099,1497,904648
102940470,1583,905019
102940840,1677,905389
102941211,1780,905760
102941581,1885,906130
102941952,1996,906501
102942323,2110,906872
102942695,2219,907244
102943066,2327,907615
102943437,2432,907986
102943807,2524,908356
102944178,2608,908727
102944548,2686,909097
102944923,2745,909472
102945293,2793,909842
102945663,2830,910212
102946038,2846,910587
102946408,2852,910957
102946779,2838,911328
102947150,2810,911699
102947520,2765,912069
102947895,2714,912444
102948265,2645,912814
102948636,2563,913185
102949007,2469,913556
102949377,2375,913926
102949747,2270,914296
102950118,2157,914667
102950489,2049,915038
102950859,1937,915408
102951234,1827,915783
102951605,1721,916154
102951975,1624,916524
102952346,1535,916895
102952719,1453,917268
102953090,1387,917639
102953460,1330,918009
102953830,1291,918379
102954201,1266,918750
102954572,1253,919121
102954942,1262,919491
102955313,1285,919862
102955685,1321,920234
102956056,1367,920605
102956427,1431,920976
102956797,1504,921346
102957168,1591,921717
102957538,1687,922087
102957913,1787,922462
102958283,1897,922832
102958654,2007,923203
102959024,2118,923573
102959395,2230,923944
102959765,2337,924314
102960136,2438,924685
102960507,2531,925056
102960882,2616,925431
102961252,2690,925801
102961622,2750,926171
102961993,2799,926542
102962364,2832,926913
102962738,2849,927287
102963109,2849,927658
102963480,2839,928029
102963850,2810,928399
102964225,2766,928774
102964596,2706,929145
102964966,2636,929515
102965337,2552,929886
102965710,2462,930259
102966081,2362,930630
102966451,2257,931000
102966821,2147,931370
102967192,2035,931741
102967563,1925,932112
102967937,1817,932486
102968307,1715,932856
102968678,1615,933227
102969053,1525,933602
102969424,1448,933973
102969794,1381,934343
102970165,1327,934714
102970535,1285,935084
102970910,1263,935459
102971280,1254,935829
102971650,1260,936199
102972021,1282,936570
102972391,1319,936940
102972761,1370,937310
102973132,1435,937681
102973502,1516,938051
102973873,1600,938422
102974248,1698,938797
102974618,1802,939167
102974989,1912,939538
102975359,2024,939908
102975736,2138,940285
102976106,2244,940655
102976477,2353,941026
102976847,2449,941396
102977218,2542,941767
102977589,2629,942138
102977959,2697,942508
102978330,2756,942879
102978705,2803,943254
102979075,2838,943624
102979446,2850,943995
102979816,2848,944365
102980187,2839,944736
102980558,2805,945107
102980933,2761,945482
102981303,2702,945852
102981673,2629,946222
102982046,2546,946595
102982417,2456,946966
102982787,2354,947336
102983158,2247,947707
102983528,2140,948077
102983903,2024,948452
102984273,1913,948822
102984644,1805,949193
102985015,1701,949564
102985385,1605,949934
102985755,1514,950304
102986128,1438,950677
102986499,1372,951048
102986869,1320,951418
102987244,1281,951793
102987615,1258,952164
102987986,1252,952535
102988356,1261,952905
102988728,1285,953277
102989099,1322,953648
102989470,1378,954019
102989840,1444,954389
102990211,1522,954760
102990581,1610,955130
102990952,1709,955501
102991323,1814,955872
102991695,1921,956244
102992066,2033,956615
102992437,2144,956986
102992807,2253,957356
102993178,2362,957727
102993548,2458,958097
102993923,2552,958472
102994293,2634,958842
102994663,2706,959212
102995038,2767,959587
102995408,2820,959957
102995779,2843,960328
102996150,2852,960699
102996520,2853,961069
102996895,2833,961444
102997265,2802,961814
102997636,2755,962185
102998007,2698,962556
102998377,2622,962926
102998747,2538,963296
102999118,2448,963667
102999489,2343,964038
102999859,2236,964408
103000234,2125,964783
103000605,2017,965154
103000975,1904,965524
103001346,1796,965895
103001719,1691,966268
103002090,1597,966639
103002460,1512,967009
103002830,1432,967379
103003201,1368,967750
103003572,1319,968121
103003942,1281,968491
103004313,1257,968862
103004685,1254,969234
103005056,1260,969605
103005427,1286,969976
103005797,1327,970346
103006168,1380,970717
103006538,1447,971087
103006913,1530,971462
103007283,1617,971832
103007654,1716,972203
103008024,1820,972573
103008395,1927,972944
103008765,2039,973314
103009136,2153,973685
103009507,2262,974056
103009882,2368,974431
103010252,2470,974801
103010622,2561,975171
103010993,2641,975542
103011364,2709,975913
103011738,2769,976287
103012109,2813,976658
103012480,2839,977029
103012850,2852,977399
103013225,2848,977774
103013596,2834,978145
103013966,2797,978515
103014337,2751,978886
103014710,2690,979259
103015081,2620,979630
103015451,2537,980000
103015821,2441,980370
103016192,2337,980741
103016563,2228,981112
103016937,2112,981486
103017307,2004,981856
103017678,1892,982227
103018053,1784,982602
103018424,1680,982973
103018794,1587,983343
103019165,1501,983714
103019535,1424,984084
103019910,1363,984459
103020280,1317,984829
103020650,1278,985199
103021021,1259,985570
103021391,1258,985940
103021761,1267,986310
103022132,1292,986681
103022502,1337,987051
103022873,1390,987422
103023248,1459,987797
103023618,1539,988167
103023989,1630,988538
103024359,1728,988908
103024736,1834,989285
103025106,1939,989655
103025477,2054,990026
103025847,2163,990396
103026218,2270,990767
103026589,2377,991138
103026959,2476,991508
103027330,2566,991879
103027705,2647,992254
103028075,2717,992624
103028446,2772,992995
103028816,2812,993365
103029187,2843,993736
103029558,2852,994107
103029933,2849,994482
103030303,2830,994852
103030673,2792,995222
103031046,2744,995595
103031417,2683,995966
103031787,2605,996336
103032158,2520,996707
103032528,2427,997077
103032903,2320,997452
103033273,2212,997822
103033644,2103,998193
103034015,1995,998564
103034385,1881,998934
103034755,1774,999304
103035128,1677,999677
103035499,1582,1000048
103035869,1495,1000418
103036244,1415,1000793
103036615,1358,1001164
103036986,1309,1001535
103037356,1274,1001905
103037728,1257,1002277
103038099,1253,1002648
103038470,1268,1003019
103038840,1296,1003389
103039211,1338,1003760
103039581,1396,1004130
103039952,1465,1004501
103040323,1551,1004872
103040695,1639,1005244
103041066,1740,1005615
103041437,1844,1005986
103041807,1953,1006356
103042178,2067,1006727
103042548,2177,1007097
103042923,2285,1007472
103043293,2389,1007842
103043663,2488,1008212
103044038,2580,1008587
103044408,2660,1008957
103044779,2724,1009328
103045150,2774,1009699
103045520,2817,1010069
103045895,2843,1010444
103046265,2850,1010814
103046636,2848,1011185
103047007,2827,1011556
103047377,2785,1011926
103047747,2734,1012296
103048118,2673,1012667
103048489,2597,1013038
103048859,2508,1013408
103049234,2413,1013783
103049605,2313,1014154
103049975,2203,1014524
103050346,2092,1014895
103050719,1978,1015268
103051090,1869,1015639
103051460,1765,1016009
103051830,1662,1016379
103052201,1567,1016750
103052572,1486,1017121
103052942,1412,1017491
103053313,1353,1017862
103053685,1305,1018234
103054056,1271,1018605
103054427,1257,1018976
103054797,1257,1019346
103055168,1275,1019717
103055538,1304,1020087
103055913,1348,1020462
103056283,1402,1020832
103056654,1471,1021203
103057024,1556,1021573
103057395,1647,1021944
103057765,1745,1022314
103058136,1853,1022685
103058507,1963,1023056
103058882,2074,1023431
103059252,2185,1023801
103059622,2295,1024171
103059993,2399,1024542
103060364,2493,1024913
103060738,2585,1025287
103061109,2666,1025658
103061480,2729,1026029
103061850,2781,1026399
103062225,2822,1026774
103062596,2848,1027145
103062966,2853,1027515
103063337,2846,1027886
103063710,2823,1028259
103064081,2782,1028630
103064451,2734,1029000
103064821,2666,1029370
103065192,2585,1029741
103065563,2500,1030112
