Time_s,ADC6,CH0
101.79,1213,
101.791,1198,
101.792,1191,
101.793,1186,
101.794,1184,
101.795,1186,
101.796,1192,
101.797,1199,
101.798,1208,
101.799,1215,
101.8,1219,
101.801,1227,
101.802,1232,
101.803,1232,
101.804,1228,
101.805,1231,
101.806,1225,
101.807,1223,
101.808,1216,
101.809,1208,
101.81,1204,
101.811,1200,
101.812,1189,
101.813,1184,
101.814,1183,
101.815,1184,
101.816,1193,
101.817,1202,
101.818,1207,
101.819,1215,
101.82,1224,
101.821,1231,
101.822,1238,
101.823,1240,
101.824,1244,
101.825,1246,
101.826,1244,
101.827,1236,
101.828,1227,
101.829,1220,
101.83,1213,
101.831,1208,
101.832,1200,
101.833,1196,
101.834,1191,
101.835,1192,
101.836,1202,
101.837,1207,
101.838,1208,
101.839,1224,
101.84,1224,
101.841,1231,
101.842,1239,
101.843,1235,
101.844,1235,
101.845,1242,
101.846,1244,
101.847,1239,
101.848,1232,
101.849,1222,
101.85,1219,
101.851,1208,
101.852,1206,
101.853,1202,
101.854,1200,
101.855,1200,
101.856,1201,
101.857,1215,
101.858,1226,
101.859,1231,
101.86,1240,
101.861,1243,
101.862,1247,
101.863,1247,
101.864,1247,
101.865,1247,
101.866,1244,
101.867,1239,
101.868,1225,
101.869,1223,
101.87,1215,
101.871,1207,
101.872,1199,
101.873,1189,
101.874,1188,
101.875,1191,
101.876,1189,
101.877,1199,
101.878,1208,
101.879,1216,
101.88,1228,
101.881,1235,
101.882,1237,
101.883,1241,
101.884,1244,
101.885,1247,
101.886,1240,
101.887,1242,
101.888,1231,
101.889,1221,
101.89,1216,
101.891,1211,
101.892,1200,
101.893,1198,
101.894,1192,
101.895,1196,
101.896,1195,
101.897,1199,
101.898,1212,
101.899,1216,
101.9,1223,
101.901,1228,
101.902,1234,
101.903,1235,
101.904,1242,
101.905,1243,
101.906,1246,
101.907,1244,
101.908,1231,
101.909,1228,
101.91,1224,
101.911,1216,
101.912,1211,
101.913,1207,
101.914,1200,
101.915,1200,
101.916,1206,
101.917,1208,
101.918,1216,
101.919,1224,
101.92,1232,
101.921,1240,
101.922,1246,
101.923,1244,
101.924,1239,
101.925,1243,
101.926,1236,
101.927,1228,
101.928,1224,
101.929,1216,
101.93,1206,
101.931,1198,
101.932,1190,
101.933,1184,
101.934,1183,
101.935,1184,
101.936,1191,
101.937,1197,
101.938,1210,
101.939,1216,
101.94,1228,
101.941,1228,
101.942,1236,
101.943,1236,
101.944,1240,
101.945,1239,
101.946,1235,
101.947,1235,
101.948,1231,
101.949,1231,
101.95,1215,
101.951,1207,
101.952,1199,
101.953,1192,
101.954,1192,
101.955,1195,
101.956,1200,
101.957,1203,
101.958,1212,
101.959,1216,
101.96,1223,
101.961,1232,
101.962,1239,
101.963,1242,
101.964,1239,
101.965,1239,
101.966,1240,
101.967,1238,
101.968,1231,
101.969,1217,
101.97,1205,
101.971,1197,
101.972,1190,
101.973,1188,
101.974,1188,
101.975,1192,
101.976,1196,
101.977,1200,
101.978,1208,
101.979,1216,
101.98,1224,
101.981,1228,
101.982,1233,
101.983,1240,
101.984,1242,
101.985,1240,
101.986,1241,
101.987,1244,
101.988,1236,
101.989,1232,
101.99,1219,
101.991,1207,
101.992,1205,
101.993,1194,
101.994,1198,
101.995,1196,
101.996,1200,
101.997,1204,
101.998,1215,
101.999,1223,
102.0,1232,
102.001,1232,
102.002,1240,
102.003,1236,
102.004,1236,
102.005,1231,
102.006,1227,
102.007,1224,
102.008,1224,
102.009,1215,
102.01,1211,
102.011,1212,
102.012,1206,
102.013,1200,
102.014,1196,
102.015,1191,
102.016,1196,
102.017,1200,
102.018,1214,
102.019,1220,
102.02,1219,
102.021,1228,
102.022,1231,
102.023,1239,
102.024,1240,
102.025,1239,
102.026,1232,
102.027,1227,
102.028,1224,
102.029,1213,
102.03,1212,
102.031,1201,
102.032,1195,
102.033,1191,
102.034,1191,
102.035,1192,
102.036,1195,
102.037,1204,
102.038,1216,
102.039,1224,
102.04,1223,
102.041,1228,
102.042,1231,
102.043,1238,
102.044,1233,
102.045,1235,
102.046,1232,
102.047,1234,
102.048,1228,
102.049,1223,
102.05,1215,
102.051,1212,
102.052,1199,
102.053,1199,
102.054,1200,
102.055,1204,
102.056,1208,
102.057,1211,
102.058,1223,
102.059,1231,
102.06,1235,
102.061,1243,
102.062,1238,
102.063,1244,
102.064,1240,
102.065,1240,
102.066,1234,
102.067,1231,
102.068,1231,
102.069,1219,
102.07,1215,
102.071,1207,
102.072,1200,
102.073,1192,
102.074,1188,
102.075,1191,
102.076,1204,
102.077,1203,
102.078,1221,
102.079,1231,
102.08,1239,
102.081,1247,
102.082,1248,
102.083,1241,
102.084,1248,
102.085,1247,
102.086,1247,
102.087,1240,
102.088,1231,
102.089,1224,
102.09,1215,
102.091,1208,
102.092,1192,
102.093,1191,
102.094,1185,
102.095,1190,
102.096,1195,
102.097,1199,
102.098,1212,
102.099,1219,
102.1,1224,
102.101,1224,
102.102,1231,
102.103,1235,
102.104,1236,
102.105,1239,
102.106,1239,
102.107,1233,
102.108,1231,
102.109,1223,
102.11,1216,
102.111,1207,
102.112,1200,
102.113,1200,
102.114,1200,
102.115,1199,
102.116,1202,
102.117,1215,
102.118,1216,
102.119,1220,
102.12,1224,
102.121,1232,
102.122,1236,
102.123,1231,
102.124,1235,
102.125,1232,
102.126,1239,
102.127,1236,
102.128,1225,
102.129,1224,
102.13,1212,
102.131,1199,
102.132,1196,
102.133,1191,
102.134,1191,
102.135,1199,
102.136,1206,
102.137,1212,
102.138,1216,
102.139,1223,
102.14,1226,
102.141,1231,
102.142,1235,
102.143,1239,
102.144,1241,
102.145,1241,
102.146,1248,
102.147,1240,
102.148,1227,
102.149,1220,
102.15,1214,
102.151,1204,
102.152,1200,
102.153,1199,
102.154,1196,
102.155,1207,
102.156,1207,
102.157,1215,
102.158,1228,
102.159,1232,
102.16,1238,
102.161,1239,
102.162,1240,
102.163,1240,
102.164,1248,
102.165,1248,
102.166,1239,
102.167,1239,
102.168,1235,
102.169,1231,
102.17,1224,
102.171,1215,
102.172,1208,
102.173,1208,
102.174,1203,
102.175,1208,
102.176,1214,
102.177,1219,
102.178,1223,
102.179,1232,
102.18,1244,
102.181,1254,
102.182,1251,
102.183,1255,
102.184,1255,
102.185,1255,
102.186,1256,
102.187,1252,
102.188,1243,
102.189,1231,
102.19,1221,
102.191,1211,
102.192,1201,
102.193,1200,
102.194,1200,
102.195,1199,
102.196,1200,
102.197,1212,
102.198,1216,
102.199,1219,
102.2,1228,
102.201,1227,
102.202,1231,
102.203,1231,
102.204,1232,
102.205,1238,
102.206,1232,
102.207,1231,
102.208,1219,
102.209,1215,
102.21,1208,
102.211,1200,
102.212,1195,
102.213,1189,
102.214,1188,
102.215,1191,
102.216,1200,
102.217,1204,
102.218,1211,
102.219,1217,
102.22,1224,
102.221,1236,
102.222,1232,
102.223,1236,
102.224,1244,
102.225,1239,
102.226,1240,
102.227,1232,
102.228,1225,
102.229,1224,
102.23,1211,
102.231,1207,
102.232,1199,
102.233,1196,
102.234,1194,
102.235,1189,
102.236,1195,
102.237,1208,
102.238,1216,
102.239,1224,
102.24,1229,
102.241,1240,
102.242,1243,
102.243,1248,
102.244,1248,
102.245,1247,
102.246,1248,
102.247,1240,
102.248,1239,
102.249,1231,
102.25,1219,
102.251,1209,
102.252,1208,
102.253,1206,
102.254,1204,
102.255,1200,
102.256,1203,
102.257,1207,
102.258,1215,
102.259,1223,
102.26,1223,
102.261,1232,
102.262,1239,
102.263,1239,
102.264,1239,
102.265,1247,
102.266,1235,
102.267,1235,
102.268,1224,
102.269,1215,
102.27,1207,
102.271,1188,
102.272,1183,
102.273,1179,
102.274,1180,
102.275,1191,
102.276,1192,
102.277,1206,
102.278,1211,
102.279,1223,
102.28,1231,
102.281,1235,
102.282,1243,
102.283,1248,
102.284,1243,
102.285,1246,
102.286,1239,
102.287,1232,
102.288,1230,
102.289,1223,
102.29,1208,
102.291,1202,
102.292,1192,
102.293,1191,
102.294,1191,
102.295,1187,
102.296,1191,
102.297,1191,
102.298,1200,
102.299,1207,
102.3,1208,
102.301,1220,
102.302,1231,
102.303,1226,
102.304,1232,
102.305,1232,
102.306,1236,
102.307,1232,
102.308,1229,
102.309,1220,
102.31,1208,
102.311,1202,
102.312,1192,
102.313,1184,
102.314,1184,
102.315,1187,
102.316,1196,
102.317,1204,
102.318,1208,
102.319,1215,
102.32,1219,
102.321,1224,
102.322,1231,
102.323,1236,
102.324,1243,
102.325,1243,
102.326,1249,
102.327,1246,
102.328,1240,
102.329,1233,
102.33,1223,
102.331,1215,
102.332,1205,
102.333,1200,
102.334,1199,
102.335,1204,
102.336,1204,
102.337,1211,
102.338,1216,
102.339,1223,
102.34,1231,
102.341,1246,
102.342,1246,
102.343,1241,
102.344,1248,
102.345,1247,
102.346,1244,
102.347,1239,
102.348,1235,
102.349,1232,
102.35,1217,
102.351,1209,
102.352,1203,
102.353,1204,
102.354,1200,
102.355,1199,
102.356,1212,
102.357,1212,
102.358,1216,
102.359,1217,
102.36,1224,
102.361,1232,
102.362,1235,
102.363,1244,
102.364,1247,
102.365,1240,
102.366,1240,
102.367,1231,
102.368,1231,
102.369,1216,
102.37,1208,
102.371,1200,
102.372,1191,
102.373,1192,
102.374,1194,
102.375,1196,
102.376,1200,
102.377,1208,
102.378,1215,
102.379,1232,
102.38,1232,
102.381,1240,
102.382,1233,
102.383,1240,
102.384,1240,
102.385,1231,
102.386,1236,
102.387,1232,
102.388,1224,
102.389,1219,
102.39,1215,
102.391,1207,
102.392,1199,
102.393,1199,
102.394,1193,
102.395,1200,
102.396,1208,
102.397,1211,
102.398,1216,
102.399,1223,
102.4,1223,
102.401,1225,
102.402,1231,
102.403,1239,
102.404,1241,
102.405,1248,
102.406,1242,
102.407,1240,
102.408,1236,
102.409,1227,
102.41,1220,
102.411,1214,
102.412,1207,
102.413,1208,
102.414,1204,
102.415,1207,
102.416,1208,
102.417,1214,
102.418,1218,
102.419,1228,
102.42,1231,
102.421,1235,
102.422,1246,
102.423,1248,
102.424,1248,
102.425,1252,
102.426,1252,
102.427,1249,
102.428,1244,
102.429,1231,
102.43,1223,
102.431,1219,
102.432,1206,
102.433,1208,
102.434,1206,
102.435,1203,
102.436,1214,
102.437,1223,
102.438,1228,
102.439,1232,
102.44,1235,
102.441,1247,
102.442,1243,
102.443,1243,
102.444,1248,
102.445,1248,
102.446,1247,
102.447,1248,
102.448,1239,
102.449,1228,
102.45,1220,
102.451,1216,
102.452,1203,
102.453,1196,
102.454,1198,
102.455,1199,
102.456,1201,
102.457,1204,
102.458,1209,
102.459,1217,
102.46,1217,
102.461,1222,
102.462,1231,
102.463,1231,
102.464,1236,
102.465,1231,
102.466,1234,
102.467,1231,
102.468,1232,
102.469,1219,
102.47,1215,
102.471,1207,
102.472,1204,
102.473,1200,
102.474,1199,
102.475,1200,
102.476,1200,
102.477,1208,
102.478,1215,
102.479,1223,
102.48,1231,
102.481,1235,
102.482,1235,
102.483,1246,
102.484,1240,
102.485,1240,
102.486,1235,
102.487,1232,
102.488,1224,
102.489,1216,
102.49,1204,
102.491,1195,
102.492,1188,
102.493,1184,
102.494,1181,
102.495,1184,
102.496,1188,
102.497,1196,
102.498,1201,
102.499,1208,
102.5,1215,
102.501,1231,
102.502,1228,
102.503,1232,
102.504,1232,
102.505,1236,
102.506,1235,
102.507,1232,
102.508,1228,
102.509,1223,
102.51,1208,
102.511,1196,
102.512,1191,
102.513,1184,
102.514,1179,
102.515,1188,
102.516,1192,
102.517,1196,
102.518,1211,
102.519,1216,
102.52,1223,
102.521,1223,
102.522,1231,
102.523,1226,
102.524,1231,
102.525,1239,
102.526,1231,
102.527,1232,
102.528,1230,
102.529,1216,
102.53,1204,
102.531,1193,
102.532,1186,
102.533,1183,
102.534,1188,
102.535,1188,
102.536,1199,
102.537,1200,
102.538,1211,
102.539,1216,
102.54,1228,
102.541,1232,
102.542,1240,
102.543,1248,
102.544,1248,
102.545,1240,
102.546,1236,
102.547,1234,
102.548,1232,
102.549,1223,
102.55,1215,
102.551,1200,
102.552,1200,
102.553,1194,
102.554,1195,
102.555,1199,
102.556,1208,
102.557,1216,
102.558,1219,
102.559,1232,
102.56,1231,
102.561,1242,
102.562,1240,
102.563,1240,
102.564,1248,
102.565,1244,
102.566,1244,
102.567,1234,
102.568,1224,
102.569,1217,
102.57,1212,
102.571,1202,
102.572,1200,
102.573,1192,
102.574,1196,
102.575,1191,
102.576,1201,
102.577,1207,
102.578,1216,
102.579,1225,
102.58,1226,
102.581,1234,
102.582,1232,
102.583,1231,
102.584,1232,
102.585,1233,
102.586,1231,
102.587,1224,
102.588,1216,
102.589,1207,
102.59,1196,
102.591,1191,
102.592,1183,
102.593,1184,
102.594,1183,
102.595,1185,
102.596,1193,
102.597,1206,
102.598,1215,
102.599,1213,
102.6,1224,
102.601,1228,
102.602,1231,
102.603,1231,
102.604,1238,
102.605,1229,
102.606,1231,
102.607,1228,
102.608,1219,
102.609,1212,
102.61,1199,
102.611,1190,
102.612,1188,
102.613,1183,
102.614,1179,
102.615,1183,
102.616,1191,
102.617,1202,
102.618,1208,
102.619,1215,
102.62,1224,
102.621,1221,
102.622,1231,
102.623,1231,
102.624,1235,
102.625,1243,
102.626,1239,
102.627,1235,
102.628,1232,
102.629,1228,
102.63,1220,
102.631,1208,
102.632,1200,
102.633,1196,
102.634,1195,
102.635,1199,
102.636,1204,
102.637,1204,
102.638,1215,
102.639,1220,
102.64,1230,
102.641,1232,
102.642,1240,
102.643,1236,
102.644,1236,
102.645,1235,
102.646,1232,
102.647,1234,
102.648,1224,
102.649,1216,
102.65,1215,
102.651,1203,
102.652,1192,
102.653,1187,
102.654,1191,
102.655,1192,
102.656,1200,
102.657,1208,
102.658,1213,
102.659,1220,
102.66,1232,
102.661,1238,
102.662,1239,
102.663,1236,
102.664,1240,
102.665,1244,
102.666,1240,
102.667,1233,
102.668,1231,
102.669,1223,
102.67,1216,
102.671,1207,
102.672,1201,
102.673,1199,
102.674,1192,
102.675,1199,
102.676,1203,
102.677,1212,
102.678,1216,
102.679,1217,
102.68,1220,
102.681,1224,
102.682,1232,
102.683,1232,
102.684,1236,
102.685,1239,
102.686,1239,
102.687,1240,
102.688,1232,
102.689,1223,
102.69,1211,
102.691,1206,
102.692,1195,
102.693,1185,
102.694,1190,
102.695,1191,
102.696,1191,
102.697,1199,
102.698,1207,
102.699,1216,
102.7,1224,
102.701,1231,
102.702,1233,
102.703,1237,
102.704,1243,
102.705,1247,
102.706,1239,
102.707,1240,
102.708,1231,
102.709,1224,
102.71,1211,
102.711,1199,
102.712,1197,
102.713,1190,
102.714,1191,
102.715,1191,
102.716,1189,
102.717,1199,
102.718,1208,
102.719,1215,
102.72,1220,
102.721,1232,
102.722,1239,
102.723,1232,
102.724,1234,
102.725,1239,
102.726,1236,
102.727,1227,
102.728,1227,
102.729,1217,
102.73,1216,
102.731,1203,
102.732,1192,
102.733,1189,
102.734,1187,
102.735,1191,
102.736,1195,
102.737,1199,
102.738,1203,
102.739,1208,
102.74,1216,
102.741,1219,
102.742,1226,
102.743,1227,
102.744,1231,
102.745,1236,
102.746,1240,
102.747,1238,
102.748,1231,
102.749,1224,
102.75,1216,
102.751,1203,
102.752,1198,
102.753,1188,
102.754,1192,
102.755,1188,
102.756,1192,
102.757,1203,
102.758,1215,
102.759,1224,
102.76,1232,
102.761,1239,
102.762,1240,
102.763,1245,
102.764,1244,
102.765,1245,
102.766,1248,
102.767,1245,
102.768,1231,
102.769,1223,
102.77,1216,
102.771,1207,
102.772,1193,
102.773,1191,
102.774,1188,
102.775,1191,
102.776,1199,
102.777,1200,
102.778,1208,
102.779,1215,
102.78,1223,
102.781,1231,
102.782,1225,
102.783,1232,
102.784,1231,
102.785,1228,
102.786,1232,
102.787,1227,
102.788,1223,
102.789,1216,
102.79,1207,
102.791,1199,
102.792,1191,
102.793,1184,
102.794,1186,
102.795,1184,
102.796,1192,
102.797,1199,
102.798,1211,
102.799,1215,
102.8,1227,
102.801,1231,
102.802,1236,
102.803,1239,
102.804,1236,
102.805,1239,
102.806,1244,
102.807,1239,
102.808,1232,
102.809,1228,
102.81,1215,
102.811,1206,
102.812,1201,
102.813,1195,
102.814,1198,
102.815,1200,
102.816,1203,
102.817,1208,
102.818,1215,
102.819,1216,
102.82,1227,
102.821,1228,
102.822,1229,
102.823,1236,
102.824,1236,
102.825,1239,
102.826,1238,
102.827,1240,
102.828,1235,
102.829,1231,
102.83,1226,
102.831,1213,
102.832,1208,
102.833,1204,
102.834,1200,
102.835,1207,
102.836,1212,
102.837,1215,
102.838,1231,
102.839,1231,
102.84,1239,
102.841,1240,
102.842,1240,
102.843,1240,
102.844,1241,
102.845,1239,
102.846,1242,
102.847,1238,
102.848,1225,
102.849,1224,
102.85,1215,
102.851,1208,
102.852,1202,
102.853,1200,
102.854,1199,
102.855,1204,
102.856,1207,
102.857,1208,
102.858,1223,
102.859,1231,
102.86,1232,
102.861,1242,
102.862,1239,
102.863,1247,
102.864,1247,
102.865,1248,
102.866,1247,
102.867,1243,
102.868,1235,
102.869,1231,
102.87,1223,
102.871,1210,
102.872,1200,
102.873,1196,
102.874,1191,
102.875,1191,
102.876,1188,
102.877,1200,
102.878,1203,
102.879,1211,
102.88,1215,
102.881,1217,
102.882,1224,
102.883,1224,
102.884,1236,
102.885,1236,
102.886,1239,
102.887,1236,
102.888,1231,
102.889,1220,
102.89,1216,
102.891,1204,
102.892,1200,
102.893,1188,
102.894,1191,
102.895,1188,
102.896,1195,
102.897,1198,
102.898,1199,
102.899,1208,
102.9,1217,
102.901,1231,
102.902,1228,
102.903,1232,
102.904,1240,
102.905,1235,
102.906,1232,
102.907,1231,
102.908,1223,
102.909,1216,
102.91,1211,
102.911,1197,
102.912,1198,
102.913,1187,
102.914,1185,
102.915,1186,
102.916,1188,
102.917,1195,
102.918,1211,
102.919,1215,
102.92,1223,
102.921,1231,
102.922,1229,
102.923,1238,
102.924,1243,
102.925,1235,
102.926,1233,
102.927,1229,
102.928,1225,
102.929,1220,
102.93,1212,
102.931,1200,
102.932,1196,
102.933,1192,
102.934,1191,
102.935,1198,
102.936,1204,
102.937,1208,
102.938,1215,
102.939,1228,
102.94,1231,
102.941,1232,
102.942,1235,
102.943,1244,
102.944,1244,
102.945,1247,
102.946,1239,
102.947,1236,
102.948,1229,
102.949,1226,
102.95,1215,
102.951,1208,
102.952,1204,
102.953,1195,
102.954,1196,
102.955,1195,
102.956,1200,
102.957,1207,
102.958,1216,
102.959,1221,
102.96,1230,
102.961,1228,
102.962,1232,
102.963,1232,
102.964,1231,
102.965,1238,
102.966,1232,
102.967,1231,
102.968,1228,
102.969,1222,
102.97,1207,
102.971,1207,
102.972,1200,
102.973,1192,
102.974,1191,
102.975,1192,
102.976,1200,
102.977,1202,
102.978,1211,
102.979,1224,
102.98,1232,
102.981,1232,
102.982,1238,
102.983,1236,
102.984,1240,
102.985,1244,
102.986,1239,
102.987,1235,
102.988,1228,
102.989,1218,
102.99,1214,
102.991,1208,
102.992,1195,
102.993,1192,
102.994,1196,
102.995,1195,
102.996,1208,
102.997,1215,
102.998,1217,
102.999,1221,
103.0,1231,
103.001,1235,
103.002,1246,
103.003,1243,
103.004,1250,
103.005,1245,
103.006,1248,
103.007,1247,
103.008,1240,
103.009,1231,
103.01,1226,
103.011,1216,
103.012,1211,
103.013,1203,
103.014,1200,
103.015,1203,
103.016,1208,
103.017,1213,
103.018,1228,
103.019,1232,
103.02,1231,
103.021,1240,
103.022,1244,
103.023,1240,
103.024,1239,
103.025,1244,
103.026,1239,
103.027,1232,
103.028,1231,
103.029,1223,
103.03,1216,
103.031,1211,
103.032,1210,
103.033,1204,
103.034,1206,
103.035,1208,
103.036,1206,
103.037,1211,
103.038,1218,
103.039,1223,
103.04,1236,
103.041,1233,
103.042,1236,
103.043,1235,
103.044,1233,
103.045,1235,
103.046,1239,
103.047,1231,
103.048,1224,
103.049,1216,
103.05,1211,
103.051,1199,
103.052,1199,
103.053,1196,
103.054,1195,
103.055,1198,
103.056,1196,
103.057,1201,
103.058,1212,
103.059,1215,
103.06,1216,
103.061,1220,
103.062,1223,
103.063,1225,
103.064,1223,
103.065,1224,
103.066,1226,
103.067,1230,
103.068,1217,
103.069,1215,
103.07,1200,
103.071,1188,
103.072,1180,
103.073,1176,
103.074,1169,
103.075,1168,
103.076,1175,
103.077,1184,
103.078,1192,
103.079,1208,
103.08,1220,
103.081,1220,
103.082,1231,
103.083,1231,
103.084,1234,
103.085,1227,
103.086,1228,
103.087,1220,
103.088,1223,
103.089,1215,
103.09,1207,
103.091,1202,
103.092,1200,
103.093,1191,
103.094,1184,
103.095,1184,
103.096,1196,
103.097,1196,
103.098,1204,
103.099,1215,
103.1,1223,
103.101,1232,
103.102,1229,
103.103,1235,
103.104,1236,
103.105,1235,
103.106,1239,
103.107,1240,
103.108,1234,
103.109,1220,
103.11,1213,
103.111,1211,
103.112,1200,
103.113,1196,
103.114,1192,
103.115,1199,
103.116,1202,
103.117,1207,
103.118,1208,
103.119,1215,
103.12,1227,
103.121,1228,
103.122,1232,
103.123,1236,
103.124,1238,
103.125,1232,
103.126,1236,
103.127,1231,
103.128,1217,
103.129,1207,
103.13,1204,
103.131,1191,
103.132,1183,
103.133,1183,
103.134,1183,
103.135,1188,
103.136,1187,
103.137,1200,
103.138,1203,
103.139,1216,
103.14,1223,
103.141,1232,
103.142,1232,
103.143,1233,
103.144,1235,
103.145,1239,
103.146,1236,
103.147,1227,
103.148,1228,
103.149,1223,
103.15,1214,
103.151,1208,
103.152,1199,
103.153,1192,
103.154,1196,
103.155,1196,
103.156,1199,
103.157,1207,
103.158,1207,
103.159,1216,
103.16,1220,
103.161,1225,
103.162,1232,
103.163,1243,
103.164,1244,
103.165,1244,
103.166,1247,
103.167,1246,
103.168,1231,
103.169,1219,
103.17,1212,
103.171,1199,
103.172,1189,
103.173,1190,
103.174,1181,
103.175,1188,
103.176,1191,
103.177,1203,
103.178,1215,
103.179,1224,
103.18,1232,
103.181,1246,
103.182,1247,
103.183,1248,
103.184,1247,
103.185,1243,
103.186,1240,
103.187,1239,
103.188,1232,
103.189,1230,
103.19,1218,
103.191,1215,
103.192,1204,
103.193,1206,
103.194,1204,
103.195,1208,
103.196,1204,
103.197,1214,
103.198,1216,
103.199,1219,
103.2,1224,
103.201,1228,
103.202,1231,
103.203,1232,
103.204,1239,
103.205,1240,
103.206,1236,
103.207,1229,
103.208,1228,
103.209,1220,
103.21,1209,
103.211,1200,
103.212,1200,
103.213,1191,
103.214,1191,
103.215,1191,
103.216,1199,
103.217,1201,
103.218,1212,
103.219,1219,
103.22,1232,
103.221,1232,
103.222,1242,
103.223,1243,
103.224,1243,
103.225,1246,
103.226,1240,
103.227,1231,
103.228,1231,
103.229,1216,
103.23,1211,
103.231,1204,
103.232,1192,
103.233,1188,
103.234,1190,
103.235,1192,
103.236,1196,
103.237,1203,
103.238,1212,
103.239,1216,
103.24,1223,
103.241,1231,
103.242,1232,
103.243,1232,
103.244,1233,
103.245,1233,
103.246,1236,
103.247,1227,
103.248,1224,
103.249,1216,
103.25,1212,
103.251,1200,
103.252,1191,
103.253,1187,
103.254,1183,
103.255,1190,
103.256,1187,
103.257,1196,
103.258,1207,
103.259,1217,
103.26,1220,
103.261,1224,
103.262,1234,
103.263,1238,
103.264,1240,
103.265,1240,
103.266,1239,
103.267,1232,
103.268,1231,
103.269,1224,
103.27,1216,
103.271,1205,
103.272,1200,
103.273,1191,
103.274,1192,
103.275,1190,
103.276,1194,
103.277,1207,
103.278,1216,
103.279,1216,
103.28,1223,
103.281,1224,
103.282,1225,
103.283,1232,
103.284,1232,
103.285,1234,
103.286,1232,
103.287,1227,
103.288,1224,
103.289,1212,
103.29,1199,
103.291,1192,
103.292,1184,
103.293,1184,
103.294,1184,
103.295,1184,
103.296,1187,
103.297,1199,
103.298,1204,
103.299,1216,
103.3,1223,
103.301,1232,
103.302,1235,
103.303,1236,
103.304,1240,
103.305,1240,
103.306,1243,
103.307,1237,
103.308,1238,
103.309,1223,
103.31,1215,
103.311,1208,
103.312,1196,
103.313,1190,
103.314,1185,
103.315,1191,
103.316,1189,
103.317,1200,
103.318,1203,
103.319,1216,
103.32,1219,
103.321,1230,
103.322,1236,
103.323,1239,
103.324,1235,
103.325,1240,
103.326,1235,
103.327,1234,
103.328,1232,
103.329,1226,
103.33,1223,
103.331,1216,
103.332,1208,
103.333,1199,
103.334,1197,
103.335,1197,
103.336,1203,
103.337,1215,
103.338,1215,
103.339,1230,
103.34,1239,
103.341,1239,
103.342,1240,
103.343,1247,
103.344,1239,
103.345,1240,
103.346,1239,
103.347,1235,
103.348,1231,
103.349,1223,
103.35,1209,
103.351,1199,
103.352,1191,
103.353,1188,
103.354,1184,
103.355,1184,
103.356,1185,
103.357,1195,
103.358,1200,
103.359,1212,
103.36,1216,
103.361,1220,
103.362,1231,
103.363,1234,
103.364,1231,
103.365,1232,
103.366,1231,
103.367,1231,
103.368,1227,
103.369,1215,
103.37,1200,
103.371,1187,
103.372,1188,
103.373,1178,
103.374,1180,
103.375,1184,
103.376,1196,
103.377,1203,
103.378,1215,
103.379,1219,
103.38,1229,
103.381,1232,
103.382,1240,
103.383,1242,
103.384,1235,
103.385,1236,
103.386,1236,
103.387,1236,
103.388,1233,
103.389,1231,
103.39,1220,
103.391,1211,
103.392,1203,
103.393,1199,
103.394,1200,
103.395,1199,
103.396,1207,
103.397,1216,
103.398,1218,
103.399,1226,
103.4,1232,
103.401,1232,
103.402,1234,
103.403,1240,
103.404,1239,
103.405,1235,
103.406,1239,
103.407,1239,
103.408,1231,
103.409,1224,
103.41,1216,
103.411,1208,
103.412,1208,
103.413,1199,
103.414,1200,
103.415,1208,
103.416,1208,
103.417,1211,
103.418,1224,
103.419,1232,
103.42,1231,
103.421,1237,
103.422,1244,
103.423,1247,
103.424,1248,
103.425,1248,
103.426,1247,
103.427,1240,
103.428,1232,
103.429,1224,
103.43,1220,
103.431,1208,
103.432,1207,
103.433,1199,
103.434,1196,
103.435,1200,
103.436,1204,
103.437,1207,
103.438,1216,
103.439,1223,
103.44,1231,
103.441,1230,
103.442,1239,
103.443,1237,
103.444,1240,
103.445,1240,
103.446,1241,
103.447,1240,
103.448,1229,
103.449,1227,
103.45,1217,
103.451,1208,
103.452,1204,
103.453,1200,
103.454,1200,
103.455,1200,
103.456,1200,
103.457,1201,
103.458,1208,
103.459,1220,
103.46,1224,
103.461,1228,
103.462,1231,
103.463,1239,
103.464,1240,
103.465,1240,
103.466,1239,
103.467,1233,
103.468,1232,
103.469,1231,
103.47,1222,
103.471,1214,
103.472,1203,
103.473,1200,
103.474,1192,
103.475,1192,
103.476,1200,
103.477,1202,
103.478,1212,
103.479,1215,
103.48,1219,
103.481,1224,
103.482,1239,
103.483,1238,
103.484,1244,
103.485,1240,
103.486,1240,
103.487,1244,
103.488,1231,
103.489,1225,
103.49,1219,
103.491,1211,
103.492,1208,
103.493,1196,
103.494,1192,
103.495,1190,
103.496,1200,
103.497,1210,
103.498,1211,
103.499,1224,
103.5,1231,
103.501,1244,
103.502,1240,
103.503,1247,
103.504,1247,
103.505,1252,
103.506,1251,
103.507,1249,
103.508,1243,
103.509,1239,
103.51,1228,
103.511,1215,
103.512,1201,
103.513,1196,
103.514,1196,
103.515,1204,
103.516,1204,
103.517,1206,
103.518,1215,
103.519,1223,
103.52,1224,
103.521,1227,
103.522,1238,
103.523,1236,
103.524,1246,
103.525,1239,
103.526,1235,
103.527,1241,
103.528,1231,
103.529,1224,
103.53,1209,
103.531,1200,
103.532,1196,
103.533,1191,
103.534,1184,
103.535,1191,
103.536,1199,
103.537,1199,
