timestamp,osc_ch1,osc_ch2,esp_timestamp,esp_value
0.8142486,-0.004126228795683715,-0.004835343636101185,,
0.8152486,-0.004126228795683715,-0.005713613367771097,,
0.8162486,-0.00396679790166697,-0.0022005344410914534,,
0.8172486,-0.003488505219616734,0.0003544320510391964,,
0.8182486,-0.0034087897726083616,0.0005939601596764448,,
0.8192486,-0.0030899279845748714,0.003388454760444343,,
0.8202486,-0.002930497090558126,0.0039473536805979224,,
0.8212486,-0.0030102125375664987,0.0032287693546861774,,
0.8222486,-0.002930497090558126,0.004027196383477006,,
0.8232486,-0.0028507816435497536,0.0037078255719606742,,
0.8242486,-0.002930497090558126,0.004506252600751502,,
0.8252486,-0.0028507816435497536,0.005224836926663247,,
0.8262486,-0.002930497090558126,0.0027497131374116805,,
0.8272486,0.0011349907068688757,-0.000284309571993466,,
0.8282486,-0.00428565968970046,-0.001082736600784294,,
0.8292486,-0.0037276515606418517,-0.0028392760641241157,,
0.8302486,-0.003807367007650224,-0.003717545795794026,,
0.8312486,-0.003807367007650224,-0.003078804172761364,,
0.8322486,-0.0038870824546585973,-0.003957073904431275,,
0.8332486,-0.0038870824546585973,-0.0038772312015521917,,
0.8342486,-0.0038870824546585973,-0.00467565823034302,,
0.8352486,-0.0038870824546585973,-0.005713613367771097,,
0.8362486,-0.003807367007650224,-0.0025199052526077843,,
0.8372486,-0.003488505219616734,-0.0004439949777516316,,
0.8382486,-0.0036479361136334794,0.0037078255719606742,,
0.8392486,-0.003488505219616734,-0.00020446686911438315,,
0.8402486,-0.0035682206666251067,-0.00012462416623530036,,
0.8412486,-0.003488505219616734,3.506123952286524e-05,,
0.8422486,-0.003488505219616734,0.00011490394240194804,,
0.8432486,-0.003488505219616734,3.506123952286524e-05,,
0.8442486,-0.003488505219616734,3.506123952286524e-05,,
0.8452486,-0.0034087897726083616,0.00019474664528103085,,
0.8462486,-0.0035682206666251067,-4.4781463356217575e-05,,
0.8472486,-0.0036479361136334794,-0.000284309571993466,,
0.8482486,-0.0036479361136334794,-0.00036415227487254873,,
0.8492486,-0.0035682206666251067,-0.0005238376806307144,,
0.8502486,-0.0036479361136334794,-0.0006036803835097972,,
0.8512486,-0.0037276515606418517,-0.0006036803835097972,,
0.8522486,-0.0036479361136334794,-0.00068352308638888,,
0.8532486,-0.0036479361136334794,-0.00068352308638888,,
0.8542486,-0.0037276515606418517,-0.00068352308638888,,
0.8552486,-0.0036479361136334794,-0.00068352308638888,,
0.8562486,-0.0035682206666251067,-0.0004439949777516316,,
0.8572486,-0.0035682206666251067,-0.00020446686911438315,,
0.8582486,-0.0037276515606418517,-0.00020446686911438315,,
0.8592486,-0.015844399505914486,3.506123952286524e-05,,
0.8602486,-0.0031696434315832437,0.00011490394240194804,,
0.8612486,-0.003329074325599989,-4.4781463356217575e-05,,
0.8622486,-0.003329074325599989,-4.4781463356217575e-05,,
0.8632486,-0.003329074325599989,-4.4781463356217575e-05,,
0.8642486,-0.003329074325599989,-4.4781463356217575e-05,,
0.8652486,-0.0032493588785916165,0.00011490394240194804,,
0.8662486,-0.0035682206666251067,-0.00020446686911438315,,
0.8672486,-0.0035682206666251067,-0.0004439949777516316,,
0.8682486,-0.004046513348675342,-0.0005238376806307144,,
0.8692486,-0.0042059442426920874,-0.005474085259133848,,
0.8702486,-0.004046513348675342,-0.007310467425352752,,
0.8712486,-0.00396679790166697,-0.003078804172761364,,
0.8722486,-0.004126228795683715,-0.0037973884986731094,,
0.8732486,-0.004126228795683715,-0.0041966020130685235,,
0.8742486,-0.00428565968970046,-0.0049151863389802685,,
0.8752485999999999,-0.00428565968970046,-0.005873298773529262,,
0.8762486,-0.00396679790166697,-0.002280377143970536,,
0.8772485999999999,-0.0035682206666251067,0.00019474664528103085,,
0.8782486,-0.003488505219616734,0.0008334882683136933,,
0.8792485999999999,-0.0024522044085078906,0.0031489266518070947,,
0.8802486,-0.0030102125375664987,0.0039473536805979224,,
0.8812485999999999,-0.0030102125375664987,0.0032287693546861774,,
0.8822486,-0.002930497090558126,0.0039473536805979224,,
0.8832485999999999,-0.0030102125375664987,0.0035481401662025088,,
0.8842486,-0.002930497090558126,0.004266724492114253,,
0.8852485999999999,-0.0028507816435497536,0.004745780709388751,,
0.8862486,-0.0031696434315832437,0.0019512861086208525,,
0.8872485999999999,-0.0035682206666251067,-0.00036415227487254873,,
0.8882485999999999,-0.0036479361136334794,-0.0008432084921470456,,
0.8892486,-0.00396679790166697,-0.0029191187670031984,,
0.8902486,-0.004046513348675342,-0.003717545795794026,,
0.8912486,-0.004046513348675342,-0.0033183322813986125,,
0.8922486,-0.004126228795683715,-0.0038772312015521917,,
0.8932486,-0.0042059442426920874,-0.004356287418826689,,
0.8942486,-0.004126228795683715,-0.004835343636101185,,
0.8952486,-0.004126228795683715,-0.005873298773529262,,
0.8962486,-0.0038870824546585973,-0.002280377143970536,,
0.8972486,-0.0035682206666251067,0.00011490394240194804,,
0.8982486,-0.0034087897726083616,0.0009133309711927761,,
0.8992486,-0.0030899279845748714,0.003069083948928012,,
0.9002486,-0.0036479361136334794,0.0031489266518070947,,
0.9012486,-0.0030102125375664987,0.0032287693546861774,,
0.9022486,-0.0030102125375664987,0.003787668274839757,,
0.9032486,-0.0030102125375664987,0.0036279828690815915,,
0.9042486,-0.002930497090558126,0.004266724492114253,,
0.9052486,-0.002930497090558126,0.005224836926663247,,
0.9062486,-0.0031696434315832437,0.002031128811499935,,
0.9072486,-0.0035682206666251067,-0.0006036803835097972,,
0.9082486,-0.0036479361136334794,-0.001082736600784294,,
0.9092486,-0.0038870824546585973,-0.0029191187670031984,,
0.9102486,-0.004046513348675342,-0.003717545795794026,,
0.9112486,-0.00396679790166697,-0.003158646875640447,,
0.9122486,-0.004046513348675342,-0.0038772312015521917,,
0.9132486,-0.004046513348675342,-0.004276444715947606,,
0.9142486,-0.004126228795683715,-0.004995029041859352,,
0.9152486,-0.004126228795683715,-0.005873298773529262,,
0.9162486,-0.0038870824546585973,-0.0022005344410914534,,
0.9172486,-0.003488505219616734,0.00019474664528103085,,
0.9182486,-0.003488505219616734,0.0006738028625555277,,
0.9192486,-0.0030899279845748714,0.0029892412460489287,,
0.9202486,-0.0030102125375664987,0.0037078255719606742,,
0.9212486,-0.0030899279845748714,0.0032287693546861774,,
0.9222486,-0.0030102125375664987,0.004027196383477006,,
0.9232486,-0.0030102125375664987,0.003787668274839757,,
0.9242486,-0.0030102125375664987,0.00442640989787242,,
0.9252486,-0.002930497090558126,0.00530467962954233,,
0.9262486,-0.0030899279845748714,0.002190814217258101,,
0.9272486,-0.0036479361136334794,-0.00068352308638888,,
0.9282486,-0.0036479361136334794,-0.001082736600784294,,
0.9292486,-0.00396679790166697,-0.003078804172761364,,
0.9302486,-0.004046513348675342,-0.003717545795794026,,
0.9312486,-0.00396679790166697,-0.00323848957851953,,
0.9322486,-0.004046513348675342,-0.0038772312015521917,,
0.9332486,-0.004126228795683715,-0.004356287418826689,,
0.9342486,-0.004126228795683715,-0.004995029041859352,,
0.9352486,-0.0042059442426920874,-0.006032984179287428,,
0.9362486,-0.00396679790166697,-0.002599747955486867,,
0.9372486,-0.0035682206666251067,0.0003544320510391964,,
0.9382486,-0.0034087897726083616,0.0009133309711927761,,
0.9392486,-0.0030899279845748714,0.0032287693546861774,,
0.9402486,-0.0030102125375664987,0.004107039086356088,,
0.9412486,-0.0030899279845748714,0.003388454760444343,,
0.9422486,-0.0030102125375664987,0.004107039086356088,,
0.9432486,-0.002930497090558126,0.0037078255719606742,,
0.9442486,-0.002930497090558126,0.00442640989787242,,
0.9452486,-0.0028507816435497536,0.005384522332421413,,
0.9462486,-0.0030899279845748714,0.0023504996230162664,,
0.9472486,-0.0035682206666251067,-0.0005238376806307144,,
0.9482486,-0.0035682206666251067,-0.0009230511950261283,,
0.9492486,-0.0038870824546585973,-0.0029191187670031984,,
