Time (s),Voltage (V)
2.167014844055176,-15.0
2.167054844055176,-14.0
2.1670948440551756,-16.0
2.167134844055176,-15.0
2.1671748440551757,-16.0
2.167214844055176,-16.0
2.1672548440551758,-15.0
2.1672948440551756,-16.0
2.167334844055176,-17.0
2.1673748440551757,-17.0
2.167414844055176,-18.0
2.1674548440551757,-19.0
2.1674948440551756,-19.0
2.167534844055176,-18.0
2.1675748440551756,-19.0
2.167614844055176,-19.0
2.1676548440551757,-19.0
2.167694844055176,-18.0
2.167734844055176,-19.0
2.1677748440551756,-17.0
2.167814844055176,-17.0
2.1678548440551757,-16.0
2.167894844055176,-18.0
2.167934844055176,-17.0
2.1679748440551756,-17.0
2.168014844055176,-17.0
2.1680548440551757,-17.0
2.168094844055176,-15.0
2.1681348440551758,-16.0
2.1681748440551756,-16.0
2.168214844055176,-17.0
2.1682548440551757,-18.0
2.168294844055176,-19.0
2.1683348440551757,-21.0
2.168374844055176,-21.0
2.168414844055176,-22.0
2.1684548440551756,-23.0
2.168494844055176,-24.0
2.1685348440551757,-25.0
2.168574844055176,-25.0
2.168614844055176,-25.0
2.1686548440551756,-25.0
2.168694844055176,-25.0
2.1687348440551757,-25.0
2.168774844055176,-25.0
2.1688148440551758,-26.0
2.1688548440551756,-25.0
2.168894844055176,-25.0
2.1689348440551757,-25.0
2.168974844055176,-24.0
2.1690148440551758,-24.0
2.1690548440551756,-25.0
2.169094844055176,-24.0
2.1691348440551756,-23.0
2.169174844055176,-20.0
2.1692148440551757,-20.0
2.169254844055176,-19.0
2.169294844055176,-20.0
2.1693348440551756,-21.0
2.169374844055176,-22.0
2.1694148440551757,-22.0
2.169454844055176,-22.0
2.169494844055176,-22.0
2.1695348440551756,-23.0
2.169574844055176,-23.0
2.1696148440551757,-23.0
2.169654844055176,-25.0
2.1696948440551758,-25.0
2.1697348440551756,-25.0
2.169774844055176,-26.0
2.1698148440551757,-25.0
2.169854844055176,-25.0
2.1698948440551757,-26.0
2.1699348440551756,-26.0
2.169974844055176,-27.0
2.1700148440551756,-27.0
2.170054844055176,-27.0
2.1700948440551757,-27.0
2.170134844055176,-25.0
2.170174844055176,-24.0
2.1702148440551756,-25.0
2.170254844055176,-25.0
2.1702948440551757,-23.0
2.170334844055176,-24.0
2.170374844055176,-23.0
2.1704148440551756,-22.0
2.170454844055176,-21.0
2.1704948440551757,-20.0
2.170534844055176,-20.0
2.1705748440551758,-19.0
2.1706148440551756,-20.0
2.170654844055176,-18.0
2.1706948440551757,-16.0
2.170734844055176,-16.0
2.1707748440551757,-16.0
2.170814844055176,-16.0
2.170854844055176,-16.0
2.1708948440551756,-16.0
2.170934844055176,-15.0
2.1709748440551757,-15.0
2.171014844055176,-14.0
2.171054844055176,-13.0
2.1710948440551756,-14.0
2.171134844055176,-13.0
2.1711748440551757,-14.0
2.171214844055176,-12.0
2.1712548440551758,-12.0
2.1712948440551756,-11.0
2.171334844055176,-10.0
2.1713748440551757,-11.0
2.171414844055176,-11.0
2.1714548440551757,-9.0
2.1714948440551756,-10.0
2.171534844055176,-8.0
2.1715748440551756,-7.0
2.171614844055176,-8.0
2.1716548440551757,-8.0
2.171694844055176,-5.0
2.171734844055176,-6.0
2.1717748440551756,-6.0
2.171814844055176,-6.0
2.1718548440551757,-5.0
2.171894844055176,-4.0
2.171934844055176,-5.0
2.1719748440551756,-3.0
2.172014844055176,-5.0
2.1720548440551757,-4.0
2.172094844055176,-5.0
2.1721348440551758,-4.0
2.1721748440551756,-3.0
2.172214844055176,-3.0
2.1722548440551757,-3.0
2.172294844055176,-3.0
2.1723348440551757,-4.0
2.1723748440551756,-4.0
2.172414844055176,-3.0
2.1724548440551756,-2.0
2.172494844055176,-3.0
2.1725348440551757,-2.0
2.172574844055176,-3.0
2.172614844055176,-4.0
2.1726548440551756,-3.0
2.172694844055176,-3.0
2.1727348440551757,-1.0
2.172774844055176,-2.0
2.1728148440551758,-2.0
2.1728548440551756,-3.0
2.172894844055176,-2.0
2.1729348440551757,-2.0
2.172974844055176,-1.0
2.1730148440551758,-1.0
2.1730548440551756,-1.0
2.173094844055176,-3.0
2.1731348440551757,-2.0
2.173174844055176,-1.0
2.1732148440551757,-2.0
2.173254844055176,-1.0
2.173294844055176,-2.0
2.1733348440551756,1.0
2.173374844055176,0.0
2.1734148440551757,0.0
2.173454844055176,-1.0
2.173494844055176,-1.0
2.1735348440551756,0.0
2.173574844055176,0.0
2.1736148440551757,2.0
2.173654844055176,2.0
2.1736948440551758,2.0
2.1737348440551756,2.0
2.173774844055176,2.0
2.1738148440551757,2.0
2.173854844055176,3.0
2.1738948440551757,4.0
2.1739348440551756,5.0
2.173974844055176,5.0
2.1740148440551756,7.0
2.174054844055176,7.0
2.1740948440551757,7.0
2.174134844055176,9.0
2.174174844055176,9.0
2.1742148440551756,10.0
2.174254844055176,10.0
2.1742948440551757,10.0
2.174334844055176,11.0
2.174374844055176,10.0
2.1744148440551756,9.0
2.174454844055176,11.0
2.1744948440551757,11.0
2.174534844055176,11.0
2.1745748440551758,11.0
2.1746148440551756,10.0
2.174654844055176,9.0
2.1746948440551757,10.0
2.174734844055176,10.0
2.1747748440551757,11.0
2.1748148440551756,12.0
2.174854844055176,11.0
2.1748948440551756,12.0
2.174934844055176,11.0
2.1749748440551757,11.0
2.175014844055176,12.0
2.175054844055176,12.0
2.1750948440551756,12.0
2.175134844055176,13.0
2.1751748440551757,13.0
2.175214844055176,13.0
2.1752548440551758,13.0
2.1752948440551756,12.0
2.175334844055176,13.0
2.1753748440551757,13.0
2.175414844055176,14.0
2.1754548440551758,14.0
2.1754948440551756,14.0
2.175534844055176,13.0
2.1755748440551756,13.0
2.175614844055176,14.0
2.1756548440551757,13.0
2.175694844055176,14.0
2.175734844055176,14.0
2.1757748440551756,14.0
2.175814844055176,12.0
2.1758548440551757,12.0
2.175894844055176,11.0
2.175934844055176,12.0
2.1759748440551756,11.0
2.176014844055176,12.0
2.1760548440551757,11.0
2.176094844055176,10.0
2.1761348440551758,12.0
2.1761748440551756,12.0
2.176214844055176,14.0
2.1762548440551757,12.0
2.176294844055176,15.0
2.1763348440551757,14.0
2.176374844055176,15.0
2.176414844055176,14.0
2.1764548440551756,15.0
2.176494844055176,15.0
2.1765348440551757,16.0
2.176574844055176,17.0
2.176614844055176,17.0
2.1766548440551756,16.0
2.176694844055176,16.0
2.1767348440551757,15.0
2.176774844055176,15.0
2.176814844055176,15.0
2.1768548440551756,17.0
2.176894844055176,16.0
2.1769348440551757,15.0
2.176974844055176,15.0
2.1770148440551758,15.0
2.1770548440551756,15.0
2.177094844055176,15.0
2.1771348440551757,17.0
2.177174844055176,16.0
2.1772148440551757,15.0
2.1772548440551756,16.0
2.177294844055176,16.0
2.1773348440551756,16.0
2.177374844055176,18.0
2.1774148440551757,18.0
2.177454844055176,18.0
2.177494844055176,18.0
2.1775348440551756,18.0
2.177574844055176,18.0
2.1776148440551757,19.0
2.177654844055176,18.0
2.1776948440551758,18.0
2.1777348440551756,18.0
2.177774844055176,18.0
2.1778148440551757,16.0
2.177854844055176,15.0
2.1778948440551757,16.0
2.1779348440551756,17.0
2.177974844055176,17.0
2.1780148440551756,17.0
2.178054844055176,18.0
2.1780948440551757,16.0
2.178134844055176,16.0
2.178174844055176,17.0
2.1782148440551756,17.0
2.178254844055176,18.0
2.1782948440551757,19.0
2.178334844055176,20.0
2.178374844055176,21.0
2.1784148440551756,22.0
2.178454844055176,22.0
2.1784948440551757,23.0
2.178534844055176,24.0
2.1785748440551758,26.0
2.1786148440551756,24.0
2.178654844055176,25.0
2.1786948440551757,25.0
2.178734844055176,25.0
2.1787748440551757,26.0
2.178814844055176,26.0
2.178854844055176,25.0
2.1788948440551756,27.0
2.178934844055176,25.0
2.1789748440551757,24.0
2.179014844055176,24.0
2.179054844055176,25.0
2.1790948440551756,24.0
2.179134844055176,22.0
2.1791748440551757,22.0
2.179214844055176,21.0
2.1792548440551758,20.0
2.1792948440551756,18.0
2.179334844055176,18.0
2.1793748440551757,21.0
2.179414844055176,21.0
2.1794548440551758,20.0
2.1794948440551756,22.0
2.179534844055176,21.0
2.1795748440551757,21.0
2.179614844055176,22.0
2.1796548440551757,23.0
2.179694844055176,25.0
2.179734844055176,27.0
2.1797748440551756,26.0
2.179814844055176,27.0
2.1798548440551757,27.0
2.179894844055176,27.0
2.179934844055176,27.0
2.1799748440551756,27.0
2.180014844055176,26.0
2.1800548440551757,26.0
2.180094844055176,26.0
2.1801348440551758,25.0
2.1801748440551756,23.0
2.180214844055176,24.0
2.1802548440551757,24.0
2.180294844055176,23.0
2.1803348440551757,22.0
2.1803748440551756,23.0
2.180414844055176,22.0
2.1804548440551756,20.0
2.180494844055176,19.0
2.1805348440551757,18.0
2.180574844055176,18.0
2.180614844055176,20.0
2.1806548440551756,19.0
2.180694844055176,18.0
2.1807348440551757,16.0
2.180774844055176,15.0
2.180814844055176,16.0
2.1808548440551756,16.0
2.180894844055176,15.0
2.1809348440551757,15.0
2.180974844055176,15.0
2.1810148440551758,14.0
2.1810548440551756,13.0
2.181094844055176,14.0
2.1811348440551757,13.0
2.181174844055176,13.0
2.1812148440551757,14.0
2.181254844055176,12.0
2.181294844055176,12.0
2.1813348440551756,11.0
2.181374844055176,10.0
2.1814148440551757,11.0
2.181454844055176,11.0
2.181494844055176,10.0
2.1815348440551756,10.0
2.181574844055176,9.0
2.1816148440551757,7.0
2.181654844055176,7.0
2.1816948440551758,7.0
2.1817348440551756,6.0
2.181774844055176,5.0
2.1818148440551757,7.0
2.181854844055176,6.0
2.1818948440551758,5.0
2.1819348440551756,5.0
2.181974844055176,3.0
2.1820148440551757,5.0
2.182054844055176,4.0
2.1820948440551757,6.0
2.182134844055176,6.0
2.182174844055176,4.0
2.1822148440551756,4.0
2.182254844055176,4.0
2.1822948440551757,4.0
2.182334844055176,4.0
2.182374844055176,4.0
2.1824148440551756,4.0
2.182454844055176,3.0
2.1824948440551757,2.0
2.182534844055176,3.0
2.1825748440551758,4.0
2.1826148440551756,2.0
2.182654844055176,3.0
2.1826948440551757,2.0
2.182734844055176,3.0
2.1827748440551757,1.0
2.1828148440551756,2.0
2.182854844055176,3.0
2.1828948440551756,2.0
2.182934844055176,2.0
2.1829748440551757,2.0
2.183014844055176,3.0
2.183054844055176,1.0
2.1830948440551756,1.0
2.183134844055176,1.0
2.1831748440551757,1.0
2.183214844055176,1.0
2.183254844055176,2.0
2.1832948440551756,2.0
2.183334844055176,1.0
2.1833748440551757,0.0
2.183414844055176,0.0
2.1834548440551758,1.0
2.1834948440551756,1.0
2.183534844055176,1.0
2.1835748440551757,1.0
2.183614844055176,-1.0
2.1836548440551757,-1.0
2.183694844055176,-2.0
2.183734844055176,-2.0
2.1837748440551756,-1.0
2.183814844055176,-2.0
2.1838548440551757,-3.0
2.183894844055176,-4.0
2.183934844055176,-5.0
2.1839748440551756,-5.0
2.184014844055176,-6.0
2.1840548440551757,-5.0
2.184094844055176,-6.0
2.1841348440551758,-8.0
2.1841748440551756,-8.0
2.184214844055176,-10.0
2.1842548440551757,-11.0
2.184294844055176,-11.0
2.1843348440551758,-10.0
2.1843748440551756,-9.0
2.184414844055176,-10.0
2.1844548440551756,-10.0
2.184494844055176,-9.0
2.1845348440551757,-10.0
2.184574844055176,-11.0
2.184614844055176,-10.0
2.1846548440551756,-10.0
2.184694844055176,-9.0
2.1847348440551757,-10.0
2.184774844055176,-11.0
2.184814844055176,-11.0
2.1848548440551756,-11.0
2.184894844055176,-11.0
2.1849348440551757,-11.0
2.184974844055176,-12.0
2.1850148440551758,-11.0
2.1850548440551756,-12.0
2.185094844055176,-12.0
2.1851348440551757,-14.0
2.185174844055176,-13.0
2.1852148440551757,-13.0
2.1852548440551756,-12.0
2.185294844055176,-12.0
2.1853348440551756,-13.0
2.185374844055176,-13.0
2.1854148440551757,-14.0
2.185454844055176,-15.0
2.185494844055176,-14.0
2.1855348440551756,-14.0
2.185574844055176,-14.0
2.1856148440551757,-14.0
2.185654844055176,-15.0
2.185694844055176,-13.0
2.1857348440551756,-14.0
2.185774844055176,-13.0
2.1858148440551757,-12.0
2.185854844055176,-12.0
2.1858948440551758,-10.0
2.1859348440551756,-10.0
2.185974844055176,-12.0
2.1860148440551757,-11.0
2.186054844055176,-11.0
2.1860948440551757,-11.0
2.186134844055176,-11.0
2.186174844055176,-11.0
2.1862148440551756,-13.0
2.186254844055176,-13.0
2.1862948440551757,-15.0
2.186334844055176,-14.0
2.186374844055176,-15.0
2.1864148440551756,-15.0
2.186454844055176,-14.0
2.1864948440551757,-15.0
2.186534844055176,-16.0
2.1865748440551758,-15.0
2.1866148440551756,-16.0
2.186654844055176,-15.0
2.1866948440551757,-15.0
2.186734844055176,-14.0
2.1867748440551757,-15.0
2.1868148440551756,-15.0
2.186854844055176,-16.0
2.1868948440551756,-15.0
2.186934844055176,-15.0
2.1869748440551757,-15.0
2.187014844055176,-14.0
2.187054844055176,-15.0
2.1870948440551756,-16.0
2.187134844055176,-16.0
2.1871748440551757,-17.0
2.187214844055176,-16.0
2.187254844055176,-16.0
2.1872948440551756,-16.0
2.187334844055176,-16.0
2.1873748440551757,-17.0
2.187414844055176,-17.0
2.1874548440551758,-17.0
2.1874948440551756,-18.0
2.187534844055176,-19.0
2.1875748440551757,-17.0
2.187614844055176,-17.0
2.1876548440551757,-19.0
2.1876948440551756,-17.0
2.187734844055176,-18.0
2.1877748440551756,-17.0
2.187814844055176,-17.0
2.1878548440551757,-17.0
2.187894844055176,-17.0
2.187934844055176,-16.0
2.1879748440551756,-17.0
2.188014844055176,-17.0
2.1880548440551757,-17.0
2.188094844055176,-17.0
2.1881348440551758,-17.0
2.1881748440551756,-17.0
2.188214844055176,-16.0
2.1882548440551757,-17.0
2.188294844055176,-19.0
2.1883348440551758,-20.0
2.1883748440551756,-22.0
2.188414844055176,-22.0
2.1884548440551757,-22.0
2.188494844055176,-23.0
2.1885348440551757,-25.0
2.188574844055176,-24.0
2.188614844055176,-26.0
2.1886548440551756,-26.0
2.188694844055176,-25.0
2.1887348440551757,-24.0
2.188774844055176,-26.0
2.188814844055176,-25.0
2.1888548440551756,-25.0
2.188894844055176,-26.0
2.1889348440551757,-26.0
2.188974844055176,-26.0
2.1890148440551758,-25.0
2.1890548440551756,-24.0
2.189094844055176,-25.0
2.1891348440551757,-24.0
2.189174844055176,-22.0
2.1892148440551757,-23.0
2.1892548440551756,-20.0
2.189294844055176,-19.0
2.1893348440551756,-20.0
2.189374844055176,-19.0
2.1894148440551757,-20.0
2.189454844055176,-21.0
2.189494844055176,-22.0
2.1895348440551756,-23.0
2.189574844055176,-23.0
2.1896148440551757,-23.0
2.189654844055176,-24.0
2.189694844055176,-25.0
2.1897348440551756,-26.0
2.189774844055176,-27.0
2.1898148440551757,-26.0
2.189854844055176,-27.0
2.1898948440551758,-27.0
2.1899348440551756,-25.0
2.189974844055176,-27.0
2.1900148440551757,-27.0
2.190054844055176,-27.0
2.1900948440551757,-27.0
2.190134844055176,-25.0
2.190174844055176,-24.0
2.1902148440551756,-24.0
2.190254844055176,-24.0
2.1902948440551757,-24.0
2.190334844055176,-24.0
2.190374844055176,-23.0
2.1904148440551756,-23.0
2.190454844055176,-22.0
2.1904948440551757,-20.0
2.190534844055176,-19.0
2.1905748440551758,-20.0
2.1906148440551756,-18.0
2.190654844055176,-18.0
2.1906948440551757,-18.0
2.190734844055176,-15.0
2.1907748440551758,-15.0
2.1908148440551756,-15.0
2.190854844055176,-15.0
2.1908948440551756,-16.0
2.190934844055176,-14.0
2.1909748440551757,-15.0
2.191014844055176,-14.0
2.191054844055176,-14.0
2.1910948440551756,-14.0
2.191134844055176,-15.0
2.1911748440551757,-14.0
2.191214844055176,-14.0
2.191254844055176,-14.0
2.1912948440551756,-12.0
2.191334844055176,-11.0
2.1913748440551757,-11.0
2.191414844055176,-11.0
2.1914548440551758,-11.0
2.1914948440551756,-9.0
2.191534844055176,-8.0
2.1915748440551757,-9.0
2.191614844055176,-7.0
2.1916548440551757,-6.0
2.1916948440551756,-7.0
2.191734844055176,-5.0
2.1917748440551756,-5.0
2.191814844055176,-5.0
2.1918548440551757,-5.0
2.191894844055176,-5.0
2.191934844055176,-5.0
2.1919748440551756,-5.0
2.192014844055176,-4.0
2.1920548440551757,-5.0
2.192094844055176,-5.0
2.192134844055176,-5.0
2.1921748440551756,-4.0
2.192214844055176,-4.0
2.1922548440551757,-3.0
2.192294844055176,-3.0
2.1923348440551758,-3.0
2.1923748440551756,-3.0
2.192414844055176,-3.0
2.1924548440551757,-4.0
2.192494844055176,-2.0
2.1925348440551757,-2.0
2.192574844055176,-2.0
2.192614844055176,-3.0
2.1926548440551756,-2.0
2.192694844055176,-4.0
2.1927348440551757,-4.0
2.192774844055176,-2.0
2.192814844055176,-2.0
2.1928548440551756,-1.0
2.192894844055176,-2.0
2.1929348440551757,-2.0
2.192974844055176,-2.0
2.1930148440551758,-2.0
2.1930548440551756,-2.0
2.193094844055176,-1.0
2.1931348440551757,-1.0
2.193174844055176,-1.0
2.1932148440551757,-1.0
2.1932548440551756,-1.0
2.193294844055176,-2.0
2.1933348440551756,-1.0
2.193374844055176,-1.0
2.1934148440551757,0.0
2.193454844055176,0.0
2.193494844055176,0.0
2.1935348440551756,0.0
2.193574844055176,0.0
2.1936148440551757,1.0
2.193654844055176,0.0
2.193694844055176,3.0
2.1937348440551756,2.0
2.193774844055176,3.0
2.1938148440551757,3.0
2.193854844055176,2.0
2.1938948440551758,3.0
2.1939348440551756,6.0
2.193974844055176,5.0
2.1940148440551757,7.0
2.194054844055176,8.0
2.1940948440551757,7.0
2.194134844055176,8.0
2.194174844055176,9.0
2.1942148440551756,9.0
2.194254844055176,10.0
2.1942948440551757,11.0
2.194334844055176,11.0
2.194374844055176,10.0
2.1944148440551756,9.0
2.194454844055176,10.0
2.1944948440551757,11.0
2.194534844055176,11.0
2.1945748440551758,11.0
2.1946148440551756,11.0
2.194654844055176,10.0
2.1946948440551757,10.0
2.194734844055176,10.0
2.1947748440551758,11.0
2.1948148440551756,10.0
2.194854844055176,12.0
2.1948948440551757,12.0
2.194934844055176,11.0
2.1949748440551757,12.0
2.195014844055176,10.0
2.195054844055176,11.0
2.1950948440551756,12.0
2.195134844055176,13.0
2.1951748440551757,12.0
2.195214844055176,13.0
2.195254844055176,13.0
2.1952948440551756,12.0
2.195334844055176,13.0
2.1953748440551757,13.0
2.195414844055176,14.0
2.1954548440551758,13.0
2.1954948440551756,14.0
2.195534844055176,13.0
2.1955748440551757,13.0
2.195614844055176,13.0
2.1956548440551757,13.0
2.1956948440551756,13.0
2.195734844055176,14.0
2.1957748440551756,14.0
2.195814844055176,11.0
2.1958548440551757,12.0
2.195894844055176,11.0
2.195934844055176,12.0
2.1959748440551756,11.0
2.196014844055176,12.0
2.1960548440551757,13.0
2.196094844055176,11.0
2.196134844055176,12.0
2.1961748440551756,12.0
2.196214844055176,12.0
2.1962548440551757,14.0
2.196294844055176,15.0
2.1963348440551758,15.0
2.1963748440551756,15.0
2.196414844055176,15.0
2.1964548440551757,15.0
2.196494844055176,16.0
2.1965348440551757,16.0
2.196574844055176,16.0
2.196614844055176,16.0
2.1966548440551756,16.0
2.196694844055176,15.0
2.1967348440551757,15.0
2.196774844055176,14.0
2.196814844055176,14.0
2.1968548440551756,16.0
2.196894844055176,15.0
2.1969348440551757,17.0
2.196974844055176,15.0
2.1970148440551758,16.0
2.1970548440551756,15.0
2.197094844055176,16.0
2.1971348440551757,16.0
2.197174844055176,17.0
2.1972148440551758,17.0
2.1972548440551756,17.0
2.197294844055176,17.0
2.1973348440551757,15.0
2.197374844055176,17.0
2.1974148440551757,17.0
2.197454844055176,18.0
2.197494844055176,18.0
2.1975348440551756,18.0
2.197574844055176,17.0
2.1976148440551757,18.0
2.197654844055176,18.0
2.197694844055176,18.0
2.1977348440551756,18.0
2.197774844055176,19.0
2.1978148440551757,17.0
2.197854844055176,18.0
2.1978948440551758,16.0
2.1979348440551756,16.0
2.197974844055176,17.0
2.1980148440551757,17.0
2.198054844055176,17.0
2.1980948440551757,17.0
2.1981348440551756,17.0
2.198174844055176,16.0
2.1982148440551756,16.0
2.198254844055176,16.0
2.1982948440551757,18.0
2.198334844055176,19.0
2.198374844055176,21.0
2.1984148440551756,21.0
2.198454844055176,22.0
2.1984948440551757,22.0
2.198534844055176,24.0
2.198574844055176,25.0
2.1986148440551756,25.0
2.198654844055176,27.0
2.1986948440551757,26.0
2.198734844055176,26.0
2.1987748440551758,25.0
2.1988148440551756,24.0
2.198854844055176,25.0
2.1988948440551757,25.0
2.198934844055176,25.0
2.1989748440551757,26.0
2.199014844055176,24.0
2.199054844055176,24.0
2.1990948440551756,24.0
2.199134844055176,21.0
2.1991748440551757,21.0
2.199214844055176,21.0
2.199254844055176,20.0
2.1992948440551756,21.0
2.199334844055176,20.0
2.1993748440551757,21.0
2.199414844055176,21.0
2.1994548440551758,21.0
2.1994948440551756,21.0
2.199534844055176,23.0
2.1995748440551757,23.0
2.199614844055176,23.0
2.1996548440551758,24.0
2.1996948440551756,24.0
2.199734844055176,23.0
2.1997748440551756,26.0
2.199814844055176,27.0
2.1998548440551757,26.0
2.199894844055176,26.0
2.199934844055176,27.0
2.1999748440551756,26.0
2.200014844055176,27.0
2.2000548440551757,27.0
2.200094844055176,26.0
2.200134844055176,26.0
2.2001748440551756,26.0
2.200214844055176,25.0
2.2002548440551757,24.0
2.200294844055176,24.0
2.2003348440551758,24.0
2.2003748440551756,23.0
2.200414844055176,22.0
2.2004548440551757,22.0
2.200494844055176,20.0
2.2005348440551757,19.0
2.2005748440551756,20.0
2.200614844055176,19.0
2.2006548440551756,18.0
2.200694844055176,18.0
2.2007348440551757,17.0
2.200774844055176,16.0
2.200814844055176,15.0
2.2008548440551756,15.0
2.200894844055176,14.0
2.2009348440551757,15.0
2.200974844055176,16.0
2.201014844055176,15.0
2.2010548440551756,14.0
2.201094844055176,13.0
2.2011348440551757,13.0
2.201174844055176,14.0
2.2012148440551758,14.0
2.2012548440551756,12.0
2.201294844055176,13.0
2.2013348440551757,12.0
2.201374844055176,9.0
2.2014148440551757,10.0
2.201454844055176,9.0
2.201494844055176,10.0
2.2015348440551756,10.0
2.201574844055176,9.0
2.2016148440551757,8.0
2.201654844055176,7.0
2.201694844055176,6.0
2.2017348440551756,6.0
2.201774844055176,6.0
2.2018148440551757,6.0
2.201854844055176,6.0
2.2018948440551758,5.0
2.2019348440551756,4.0
2.201974844055176,4.0
2.2020148440551757,4.0
2.202054844055176,5.0
2.2020948440551757,5.0
2.2021348440551756,5.0
2.202174844055176,4.0
2.2022148440551756,3.0
2.202254844055176,3.0
2.2022948440551757,3.0
2.202334844055176,3.0
2.202374844055176,4.0
2.2024148440551756,4.0
2.202454844055176,4.0
2.2024948440551757,4.0
2.202534844055176,3.0
2.202574844055176,2.0
2.2026148440551756,2.0
2.202654844055176,2.0
2.2026948440551757,4.0
2.202734844055176,4.0
2.2027748440551758,3.0
2.2028148440551756,3.0
2.202854844055176,2.0
2.2028948440551757,2.0
2.202934844055176,1.0
2.2029748440551757,2.0
2.2030148440551756,2.0
2.203054844055176,1.0
2.2030948440551756,2.0
2.203134844055176,1.0
2.2031748440551757,1.0
2.203214844055176,1.0
2.203254844055176,1.0
2.2032948440551756,1.0
2.203334844055176,1.0
2.2033748440551757,1.0
2.203414844055176,1.0
2.2034548440551758,-1.0
2.2034948440551756,0.0
2.203534844055176,0.0
2.2035748440551757,1.0
2.203614844055176,1.0
2.2036548440551758,0.0
2.2036948440551756,0.0
2.203734844055176,-2.0
2.2037748440551757,-2.0
2.203814844055176,-2.0
2.2038548440551757,-4.0
2.203894844055176,-3.0
2.203934844055176,-4.0
2.2039748440551756,-5.0
2.204014844055176,-7.0
2.2040548440551757,-6.0
2.204094844055176,-7.0
2.204134844055176,-7.0
2.2041748440551756,-8.0
2.204214844055176,-8.0
2.2042548440551757,-8.0
2.204294844055176,-11.0
2.2043348440551758,-9.0
2.2043748440551756,-10.0
2.204414844055176,-9.0
2.2044548440551757,-9.0
2.204494844055176,-9.0
2.2045348440551757,-10.0
2.2045748440551756,-10.0
2.204614844055176,-10.0
2.2046548440551756,-11.0
2.204694844055176,-10.0
2.2047348440551757,-9.0
2.204774844055176,-11.0
2.204814844055176,-9.0
2.2048548440551756,-11.0
2.204894844055176,-11.0
2.2049348440551757,-12.0
2.204974844055176,-10.0
2.205014844055176,-11.0
2.2050548440551756,-12.0
2.205094844055176,-11.0
2.2051348440551757,-12.0
2.205174844055176,-14.0
2.2052148440551758,-13.0
2.2052548440551756,-13.0
2.205294844055176,-13.0
2.2053348440551757,-13.0
2.205374844055176,-12.0
2.2054148440551757,-14.0
2.205454844055176,-14.0
2.205494844055176,-14.0
2.2055348440551756,-14.0
2.205574844055176,-14.0
2.2056148440551757,-13.0
2.205654844055176,-14.0
2.205694844055176,-13.0
2.2057348440551756,-14.0
2.205774844055176,-13.0
2.2058148440551757,-11.0
2.205854844055176,-12.0
2.2058948440551758,-11.0
2.2059348440551756,-10.0
2.205974844055176,-11.0
2.2060148440551757,-11.0
2.206054844055176,-12.0
2.2060948440551758,-12.0
2.2061348440551756,-12.0
2.206174844055176,-13.0
2.2062148440551757,-13.0
2.206254844055176,-13.0
2.2062948440551757,-14.0
2.206334844055176,-15.0
2.206374844055176,-15.0
2.2064148440551756,-15.0
2.206454844055176,-15.0
2.2064948440551757,-15.0
2.206534844055176,-15.0
2.206574844055176,-14.0
2.2066148440551756,-16.0
2.206654844055176,-16.0
2.2066948440551757,-16.0
2.206734844055176,-16.0
2.2067748440551758,-15.0
