timestamp_us,grip_voltage,relative_time_us,relative_time_seconds
39971132,1.5601465201465199,0,0.0
39971501,1.6455677655677654,369,0.00036899999999999997
39971870,1.7334065934065932,738,0.0007379999999999999
39972239,1.8115750915750914,1107,0.001107
39972608,1.872014652014652,1476,0.0014759999999999999
39972977,1.9058608058608058,1845,0.0018449999999999999
39973346,1.9106959706959705,2214,0.002214
39973719,1.884908424908425,2587,0.002587
39974088,1.8325274725274725,2956,0.002956
39974457,1.76,3325,0.003325
39974826,1.6729670329670328,3694,0.003694
39975195,1.5867399267399267,4063,0.004063
39975564,1.5077655677655677,4432,0.004432
39975937,1.4457142857142857,4805,0.004804999999999999
39976306,1.411062271062271,5174,0.005174
39976675,1.4054212454212454,5543,0.005542999999999999
39977046,1.4304029304029304,5914,0.005914
39977415,1.4843956043956044,6283,0.0062829999999999995
39977784,1.5561172161172159,6652,0.006652
39978153,1.6423443223443221,7021,0.0070209999999999995
39978522,1.7293772893772892,7390,0.00739
39978890,1.8091575091575092,7758,0.007757999999999999
39979264,1.8695970695970696,8132,0.008132
39979633,1.905054945054945,8501,0.008501
39980002,1.9106959706959705,8870,0.00887
39980371,1.8873260073260072,9239,0.009238999999999999
39980743,1.8349450549450548,9611,0.009611
39981112,1.7624175824175823,9980,0.00998
39981481,1.6761904761904762,10349,0.010348999999999999
39981850,1.5883516483516482,10718,0.010718
39982219,1.5093772893772892,11087,0.011087
39982588,1.448131868131868,11456,0.011456
39982958,1.411062271062271,11826,0.011826
39983327,1.4054212454212454,12195,0.012195
39983697,1.4295970695970694,12565,0.012565
39984069,1.4803663003663001,12937,0.012936999999999999
39984438,1.5536996336996336,13306,0.013306
39984806,1.6383150183150181,13674,0.013673999999999999
39985176,1.726959706959707,14044,0.014044
39985544,1.8067399267399267,14412,0.014412
39985918,1.8679853479853479,14786,0.014785999999999999
39986287,1.905054945054945,15155,0.015155
39986656,1.9123076923076923,15524,0.015524
39987025,1.888937728937729,15893,0.015893
39987394,1.838168498168498,16262,0.016262
