timestamp_us,grip_voltage,relative_time_us,relative_time_seconds
74128304,1.1967032967032967,0,0.0
74128673,1.2579487179487179,369,0.00036899999999999997
74129044,1.340952380952381,740,0.00074
74129413,1.4408791208791207,1109,0.001109
74129782,1.5528937728937728,1478,0.001478
74130151,1.6697435897435897,1847,0.001847
74130520,1.7865934065934064,2216,0.002216
74130889,1.8978021978021977,2585,0.002585
74131262,1.9936996336996335,2958,0.0029579999999999997
74131631,2.0726739926739928,3327,0.0033269999999999997
74132000,2.12989010989011,3696,0.0036959999999999996
74132369,2.16051282051282,4065,0.004065
74132741,2.166153846153846,4437,0.004437
74133110,2.1427838827838825,4806,0.0048059999999999995
74133479,2.0944322344322344,5175,0.005175
74133848,2.0219047619047616,5544,0.0055439999999999994
74134217,1.93003663003663,5913,0.005913
74134586,1.8252747252747252,6282,0.006281999999999999
74134957,1.709230769230769,6653,0.006653
74135326,1.5907692307692307,7022,0.007022
74135695,1.477142857142857,7391,0.007391
74136067,1.3723809523809523,7763,0.007763
74136436,1.2829304029304027,8132,0.008132
74136805,1.2136263736263737,8501,0.008501
74137174,1.1684981684981686,8870,0.00887
74137543,1.1499633699633698,9239,0.009238999999999999
74137916,1.1580219780219778,9612,0.009611999999999999
74138285,1.1934798534798534,9981,0.009981
74138654,1.2539194139194136,10350,0.01035
74139023,1.3361172161172161,10719,0.010719
74139392,1.435238095238095,11088,0.011087999999999999
74139761,1.5456410256410256,11457,0.011457
74140130,1.6632967032967032,11826,0.011826
74140499,1.7793406593406593,12195,0.012195
74140868,1.8897435897435897,12564,0.012563999999999999
74141237,1.988058608058608,12933,0.012933
74141606,2.0694505494505493,13302,0.013302
74141975,2.125860805860806,13671,0.013670999999999999
74142344,2.1597069597069596,14040,0.014039999999999999
74142717,2.1669597069597066,14413,0.014412999999999999
74143086,2.1452014652014655,14782,0.014782
74143455,2.0976556776556774,15151,0.015151
74143824,2.0267399267399266,15520,0.015519999999999999
74144193,1.9364835164835164,15889,0.015889
74144562,1.8325274725274725,16258,0.016257999999999998
74144935,1.7156776556776556,16631,0.016631
74145304,1.5988278388278387,17000,0.016999999999999998
74145673,1.4843956043956044,17369,0.017369
