timestamp_us,grip_voltage,relative_time_us,relative_time_seconds
51,1.7833699633699633,0,0.0
80067220,1.6068864468864468,80067169,80.06716899999999
80119328,0.9073992673992674,80119277,80.119277
80119698,0.8961172161172161,80119647,80.119647
80120070,0.9267399267399268,80120019,80.120019
80120439,0.9952380952380953,80120388,80.12038799999999
80120808,1.1,80120757,80.120757
80121177,1.2337728937728938,80121126,80.12112599999999
80121546,1.39010989010989,80121495,80.121495
80121919,1.5649816849816849,80121868,80.12186799999999
80122288,1.7406593406593407,80122237,80.122237
80122657,1.913919413919414,80122606,80.12260599999999
80123026,2.071868131868132,80122975,80.122975
80123395,2.207252747252747,80123344,80.123344
80123764,2.3144322344322346,80123713,80.123713
80124133,2.386959706959707,80124082,80.124082
80124502,2.4191941391941394,80124451,80.124451
80124871,2.4111355311355314,80124820,80.12482
80125240,2.3627838827838827,80125189,80.12518899999999
80125609,2.2781684981684984,80125558,80.125558
80125978,2.158095238095238,80125927,80.12592699999999
80126347,2.013040293040293,80126296,80.126296
80126720,1.8454212454212455,80126669,80.12666899999999
80127089,1.6713553113553112,80127038,80.127038
80127458,1.494871794871795,80127407,80.12740699999999
80127827,1.3280586080586079,80127776,80.127776
80128196,1.1789743589743589,80128145,80.12814499999999
80128565,1.0548717948717947,80128514,80.128514
80128938,0.963003663003663,80128887,80.12888699999999
80129307,0.9098168498168497,80129256,80.129256
80129676,0.8953113553113552,80129625,80.12962499999999
80130047,0.9235164835164834,80129996,80.12999599999999
80130416,0.9895970695970695,80130365,80.130365
80130785,1.0927472527472528,80130734,80.13073399999999
80131154,1.224102564102564,80131103,80.131103
80131523,1.3812454212454213,80131472,80.131472
80131892,1.5528937728937728,80131841,80.131841
80132265,1.7293772893772892,80132214,80.13221399999999
80132634,1.9026373626373625,80132583,80.132583
80133003,2.062197802197802,80132952,80.132952
80133372,2.2008058608058607,80133321,80.133321
80133744,2.3095970695970696,80133693,80.133693
80134113,2.383736263736264,80134062,80.134062
80134482,2.4191941391941394,80134431,80.13443099999999
80134851,2.4135531135531134,80134800,80.1348
80135220,2.3676190476190477,80135169,80.13516899999999
80135589,2.2838095238095235,80135538,80.135538
80135959,2.1645421245421246,80135908,80.135908
80136328,2.0202930402930406,80136277,80.13627699999999
80136698,1.854285714285714,80136647,80.136647
80137070,1.6794139194139193,80137019,80.137019
80137439,1.5037362637362635,80137388,80.137388
80137808,1.3353113553113551,80137757,80.137757
80138177,1.1862271062271061,80138126,80.138126
80138546,1.0605128205128205,80138495,80.13849499999999
80138919,0.967032967032967,80138868,80.138868
80139288,0.9114285714285714,80139237,80.139237
80139657,0.8961172161172161,80139606,80.139606
80140026,0.9202930402930403,80139975,80.13997499999999
80140395,0.9847619047619047,80140344,80.140344
80140764,1.0854945054945053,80140713,80.14071299999999
80141133,1.216043956043956,80141082,80.141082
80141502,1.3715750915750915,80141451,80.14145099999999
80141871,1.5416117216117216,80141820,80.14182
80142240,1.7172893772893771,80142189,80.142189
80142609,1.8913553113553112,80142558,80.142558
80142978,2.0517216117216117,80142927,80.142927
80143347,2.1911355311355307,80143296,80.14329599999999
80143720,2.303150183150183,80143669,80.143669
80144089,2.37970695970696,80144038,80.144038
80144458,2.4175824175824174,80144407,80.144407
80144827,2.4151648351648354,80144776,80.144776
80145196,2.3724542124542123,80145145,80.145145
80145565,2.2894505494505495,80145514,80.14551399999999
80145938,2.1726007326007326,80145887,80.145887
80146307,2.029157509157509,80146256,80.146256
80146676,1.8655677655677656,80146625,80.146625
80147047,1.6906959706959706,80146996,80.146996
80147416,1.5166300366300365,80147365,80.147365
80147785,1.3473992673992672,80147734,80.147734
80148154,1.195897435897436,80148103,80.14810299999999
80148523,1.0677655677655677,80148472,80.148472
80148892,0.9726739926739927,80148841,80.14884099999999
80149265,0.9138461538461538,80149214,80.149214
80149634,0.8953113553113552,80149583,80.14958299999999
80150003,0.9178754578754579,80149952,80.149952
80150372,0.9791208791208791,80150321,80.15032099999999
80150744,1.079047619047619,80150693,80.15069299999999
80151113,1.2087912087912087,80151062,80.151062
80151482,1.361904761904762,80151431,80.151431
80151851,1.5319413919413918,80151800,80.1518
80152220,1.7084249084249084,80152169,80.152169
80152589,1.8816849816849817,80152538,80.15253799999999
80152959,2.0436630036630037,80152908,80.152908
80153328,2.1846886446886447,80153277,80.153277
80153698,2.299120879120879,80153647,80.15364699999999
80154070,2.378095238095238,80154019,80.15401899999999
80154439,2.4175824175824174,80154388,80.154388
80154808,2.415970695970696,80154757,80.15475699999999
80155177,2.374871794871795,80155126,80.155126
80155546,2.2942857142857145,80155495,80.155495
80155919,2.1798534798534797,80155868,80.155868
80156288,2.037216117216117,80156237,80.15623699999999
80156657,1.8752380952380951,80156606,80.156606
80157026,1.701172161172161,80156975,80.156975
80157395,1.5254945054945055,80157344,80.157344
80157764,1.3562637362637362,80157713,80.157713
80158133,1.203150183150183,80158082,80.158082
80158502,1.074212454212454,80158451,80.158451
80158871,0.9767032967032967,80158820,80.15881999999999
80159240,0.917069597069597,80159189,80.159189
80159609,0.8953113553113552,80159558,80.15955799999999
80159978,0.9146520146520146,80159927,80.159927
80160347,0.9734798534798534,80160296,80.160296
80160720,1.0717948717948718,80160669,80.160669
80161089,1.19992673992674,80161038,80.16103799999999
80161458,1.3514285714285712,80161407,80.161407
80161827,1.5206593406593405,80161776,80.161776
80162196,1.697142857142857,80162145,80.162145
80162565,1.8712087912087911,80162514,80.162514
80162938,2.035604395604395,80162887,80.162887
80163307,2.1774358974358976,80163256,80.16325599999999
80163676,2.2926739926739925,80163625,80.163625
80164047,2.3732600732600733,80163996,80.163996
80164416,2.415970695970696,80164365,80.16436499999999
80164785,2.4175824175824174,80164734,80.164734
80165154,2.378901098901099,80165103,80.165103
80165523,2.3015384615384615,80165472,80.165472
80165892,2.1871062271062267,80165841,80.165841
80166265,2.0468864468864467,80166214,80.166214
80166634,1.8865201465201464,80166583,80.166583
80167003,1.7124542124542124,80166952,80.166952
80167372,1.5359706959706958,80167321,80.167321
80167744,1.365128205128205,80167693,80.167693
80168113,1.2112087912087912,80168062,80.16806199999999
80168482,1.0806593406593408,80168431,80.168431
80168851,0.9815384615384615,80168800,80.16879999999999
80169220,0.9186813186813186,80169169,80.169169
80169589,0.8953113553113552,80169538,80.169538
80169959,0.913040293040293,80169908,80.16990799999999
80170328,0.971062271062271,80170277,80.170277
80170698,1.0653479853479852,80170647,80.170647
80171070,1.191868131868132,80171019,80.171019
80171439,1.3433699633699632,80171388,80.171388
80171808,1.5117948717948717,80171757,80.171757
80172177,1.6866666666666665,80172126,80.17212599999999
80172546,1.8615384615384616,80172495,80.172495
80172919,2.0267399267399266,80172868,80.172868
80173288,2.1709890109890106,80173237,80.173237
80173657,2.287032967032967,80173606,80.17360599999999
