timestamp_us,grip_voltage,relative_time_us,relative_time_seconds
56379931,2.1476190476190475,0,0.0
56380300,2.0710622710622713,369,0.00036899999999999997
56380669,1.9445421245421244,738,0.0007379999999999999
56381040,1.784175824175824,1109,0.001109
56381409,1.61010989010989,1478,0.001478
56381778,1.439267399267399,1847,0.001847
56382147,1.294212454212454,2216,0.002216
56382516,1.195897435897436,2585,0.002585
56382885,1.1515750915750915,2954,0.002954
56383258,1.1676923076923076,3327,0.0033269999999999997
56383627,1.2434432234432233,3696,0.0036959999999999996
56383996,1.3691575091575092,4065,0.004065
56384365,1.5287179487179485,4434,0.004434
56384737,1.705201465201465,4806,0.0048059999999999995
56385106,1.8752380952380951,5175,0.005175
56385475,2.019487179487179,5544,0.0055439999999999994
56385844,2.1194139194139194,5913,0.005913
56386213,2.1653479853479856,6282,0.006281999999999999
56386582,2.1492307692307695,6651,0.006651
56386952,2.0750915750915753,7021,0.0070209999999999995
56387321,1.950989010989011,7390,0.00739
56387691,1.7906227106227104,7760,0.0077599999999999995
56388062,1.6149450549450548,8131,0.008131
56388431,1.4449084249084247,8500,0.008499999999999999
56388800,1.2998534798534798,8869,0.008869
56389170,1.1983150183150182,9239,0.009238999999999999
56389539,1.1515750915750915,9608,0.009608
56389912,1.1660805860805858,9981,0.009981
56390281,1.24021978021978,10350,0.01035
56390650,1.3643223443223442,10719,0.010719
56391019,1.523076923076923,11088,0.011087999999999999
56391388,1.6979487179487178,11457,0.011457
56391757,1.8679853479853479,11826,0.011826
56392126,2.0138461538461536,12195,0.012195
56392495,2.116996336996337,12564,0.012563999999999999
56392864,2.1645421245421246,12933,0.012933
56393233,2.152454212454212,13302,0.013302
56393602,2.07992673992674,13671,0.013670999999999999
56393971,1.9574358974358974,14040,0.014039999999999999
56394340,1.7994871794871794,14409,0.014409
56394713,1.622197802197802,14782,0.014782
56395082,1.4513553113553113,15151,0.015151
56395451,1.3054945054945055,15520,0.015519999999999999
56395820,1.2023443223443222,15889,0.015889
