timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
563028,1580,12,3,7,7,7,0.0
17564028,1708,22,8,5,3,7,17.001
17565028,1897,24,5,5,6,4,17.002
17566028,2028,24,6,7,8,4,17.003
17567028,2171,24,6,7,7,8,17.004
17568028,2307,25,6,7,6,4,17.005
17569028,2367,22,7,6,6,4,17.006
17570028,2455,22,6,6,7,6,17.007
17571028,2537,22,5,5,3,6,17.008
17572028,2612,23,4,6,7,4,17.009
17573028,2670,24,5,6,6,6,17.01
17574028,2490,14,4,6,4,3,17.011
17575028,2309,8,4,6,4,3,17.012
17576028,2187,14,6,8,4,6,17.013
17577028,2007,10,5,5,4,4,17.014
17578028,1855,10,4,7,6,8,17.015
17579028,1825,13,6,6,7,7,17.016
17580028,1735,15,7,7,7,5,17.017
17581028,1675,14,6,6,6,6,17.018
17582028,1614,11,7,6,5,5,17.019
17583028,1546,15,6,6,6,8,17.02
17584028,1715,21,7,5,4,5,17.021
17585028,1920,23,7,6,8,4,17.022
17586028,2032,20,6,6,5,5,17.023
17587028,2184,24,7,5,3,7,17.024
17588028,2284,22,6,7,7,4,17.025
17589028,2368,20,5,4,4,4,17.026
17590028,2431,23,7,7,6,6,17.027
17591028,2508,23,4,3,6,6,17.028
17592028,2615,24,6,6,6,6,17.029
17593028,2662,22,6,4,3,6,17.03
17594028,2497,14,6,7,7,5,17.031
17595028,2288,11,5,3,6,6,17.032
17596028,2200,12,3,5,4,3,17.033
17597028,2024,10,6,6,7,5,17.034
17598028,1841,11,6,7,5,2,17.035
17599028,1807,16,5,5,5,6,17.036
17600028,1744,14,6,7,7,8,17.037
17601028,1696,13,4,5,3,7,17.038
17602028,1615,12,6,8,6,6,17.039
17603028,1553,14,5,5,7,5,17.04
17604028,1727,22,7,6,8,4,17.041
17605028,1916,23,7,7,7,6,17.042
17606028,2017,21,4,3,7,6,17.043
17607028,2156,24,7,7,6,4,17.044
17608028,2306,24,6,5,3,6,17.045
17609028,2396,21,6,6,7,4,17.046
17610028,2431,23,6,6,7,3,17.047
17611028,2499,23,7,6,7,5,17.048
17612028,2625,22,6,5,5,4,17.049
17613028,2656,22,6,6,7,7,17.05
17614028,2488,15,5,3,7,4,17.051
17615028,2290,14,5,3,6,6,17.052
17616028,2196,11,6,7,4,3,17.053
17617028,2008,10,3,6,7,7,17.054
17618028,1847,12,4,5,4,5,17.055
17619028,1790,14,7,6,8,3,17.056
17620028,1755,14,7,5,6,8,17.057
17621028,1688,14,7,7,8,5,17.058
17622028,1596,12,5,4,5,6,17.059
17623028,1574,14,4,6,8,6,17.06
17624028,1727,20,6,8,4,7,17.061
17625028,1902,22,7,6,7,8,17.062
17626028,2014,24,4,5,5,4,17.063
17627028,2200,24,7,7,6,7,17.064
17628028,2335,24,7,4,4,4,17.065
17629028,2343,22,6,6,6,7,17.066
17630028,2415,22,6,6,6,6,17.067
17631028,2541,23,7,6,6,6,17.068
17632028,2608,23,4,4,2,7,17.069
17633028,2651,24,6,7,7,5,17.07
17634028,2506,16,4,5,2,4,17.071
17635028,2314,10,4,4,6,6,17.072
17636028,2199,13,3,8,4,4,17.073
17637028,1991,12,5,3,6,7,17.074
17638028,1869,11,7,7,7,5,17.075
17639028,1795,14,7,6,6,4,17.076
17640028,1721,14,6,7,7,5,17.077
17641028,1667,16,5,5,5,3,17.078
17642028,1608,12,6,7,8,6,17.079
17643028,1588,12,5,5,6,8,17.08
17644028,1719,22,7,7,6,6,17.081
17645028,1907,24,6,5,5,3,17.082
17646028,2015,23,7,5,6,7,17.083
17647028,2174,22,7,4,5,4,17.084
17648028,2300,22,7,6,6,7,17.085
17649028,2374,23,5,3,4,5,17.086
17650028,2416,20,6,6,6,5,17.087
