timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
118339027,2048,16,6,8,6,8,0.0
118340026,2061,19,6,6,9,6,0.000999
118341026,2059,19,7,7,7,7,0.001999
118342026,2086,19,6,6,6,6,0.002999
118343026,2112,17,3,5,3,4,0.003999
118344026,2141,18,7,6,7,5,0.004999
118345026,2144,17,3,4,4,3,0.005999
118346027,2167,20,3,4,4,5,0.007
118347026,2203,19,4,4,4,4,0.007999
118348026,2200,15,3,6,6,5,0.008999
118349026,2207,19,5,2,5,1,0.009999
118350026,2200,16,4,5,2,5,0.010999
118351026,2216,16,4,4,4,4,0.011999
118352026,2168,17,6,7,7,8,0.012999
118353027,2134,19,7,4,5,5,0.014
118354026,2111,17,6,7,7,8,0.014999
118355026,2095,19,8,4,3,8,0.015999
118356026,2054,17,7,8,6,8,0.016999
118357026,2063,18,8,7,9,4,0.017999
118358026,2048,17,6,9,6,7,0.018999
118359026,2070,18,7,8,6,6,0.019999
118360027,2038,19,5,6,9,6,0.021
118361026,2062,19,5,6,8,7,0.021999
118362026,2108,17,4,6,6,8,0.022999
118363026,2114,19,7,6,4,5,0.023999
118364026,2151,20,5,3,4,3,0.024999
118365026,2136,17,5,3,5,4,0.025999
118366026,2176,16,4,4,2,5,0.026999
118367027,2180,17,4,5,5,2,0.028
118368026,2202,18,5,3,5,2,0.028999
118369026,2215,19,5,3,4,4,0.029999
118370026,2204,16,3,5,2,5,0.030999
118371026,2200,15,5,3,5,2,0.031999
118372026,2164,17,5,5,3,6,0.032999
118373026,2137,17,6,8,6,6,0.033999
118374027,2119,18,5,5,7,5,0.035
118375026,2074,17,4,5,5,3,0.035999
118376026,2082,18,7,8,7,8,0.036999
118377026,2064,16,5,5,7,6,0.037999
118378026,2072,16,5,6,9,4,0.038999
118379026,2040,18,8,7,8,7,0.039999
118380026,2049,19,5,7,8,7,0.040999
118381027,2083,20,5,5,3,9,0.042
118382026,2096,19,7,8,3,6,0.042999
118383026,2102,17,4,5,6,6,0.043999
118384026,2119,20,6,7,7,3,0.044999
118385026,2172,16,7,5,5,3,0.045999
118386026,2160,16,4,5,6,7,0.046999
118387026,2172,18,7,7,7,4,0.047999
118388027,2219,20,3,4,2,3,0.049
118389026,2224,16,5,4,3,4,0.049999
118390026,2223,19,7,5,4,0,0.050999
118391026,2196,17,5,3,8,5,0.051999
118392026,2172,17,4,6,7,8,0.052999
118393026,2157,17,7,8,4,5,0.053999
118394026,2103,19,5,5,4,7,0.054999
118395027,2088,17,7,6,7,9,0.056
118396026,2077,19,7,7,8,4,0.056999
118397026,2064,16,4,6,7,9,0.057999
118398026,2080,19,8,7,8,4,0.058999
118399026,2048,18,5,6,8,8,0.059999
