timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
663314012,2188,62,5,4,4,3,0.0
63315012,2228,60,5,4,5,3,-599.999
63316012,2726,81,8,7,7,7,-599.998
63317012,2887,78,7,8,4,4,-599.997
63318012,2859,75,6,7,7,7,-599.996
63319012,2671,63,4,3,6,5,-599.995
63320012,2295,54,4,5,3,5,-599.994
63321012,2159,55,5,7,7,4,-599.993
63322012,1971,52,2,7,5,4,-599.992
63323012,1495,35,4,4,3,7,-599.991
63324012,1443,43,4,4,6,5,-599.99
63325012,1262,39,5,6,6,3,-599.989
63326012,1558,55,7,7,8,4,-599.988
63327012,1754,60,8,7,8,7,-599.987
63328012,1781,56,8,9,7,11,-599.986
63329012,1846,59,9,7,10,8,-599.985
63330012,1958,62,6,9,4,6,-599.984
63331012,1983,61,6,6,7,8,-599.983
63332012,2037,60,6,5,4,5,-599.982
63333012,2176,63,7,6,6,6,-599.981
63334012,2200,60,4,3,6,3,-599.98
63335012,2239,63,6,5,3,4,-599.979
63336012,2712,79,7,7,7,6,-599.978
63337012,2868,78,6,5,3,6,-599.977
63338012,2875,73,3,6,7,4,-599.976
63339012,2644,63,5,3,6,5,-599.975
63340012,2304,55,5,5,2,4,-599.974
63341012,2160,55,4,6,8,3,-599.973
63342012,1964,48,4,5,4,5,-599.972
63343012,1475,36,3,6,6,7,-599.971
63344012,1423,44,5,4,4,2,-599.97
63345012,1295,41,4,4,4,4,-599.969
63346012,1584,55,8,6,9,6,-599.968
63347012,1740,60,7,11,8,8,-599.967
63348012,1779,59,8,7,8,8,-599.966
63349012,1875,61,7,10,8,9,-599.965
63350012,1968,58,8,4,4,7,-599.964
63351012,1984,61,5,6,7,7,-599.963
63352012,2040,60,6,8,3,7,-599.962
63353012,2184,64,6,5,5,1,-599.961
63354012,2191,61,3,6,6,6,-599.96
63355012,2223,62,5,3,5,1,-599.959
63356012,2736,80,8,7,7,6,-599.958
63357012,2884,77,6,8,3,5,-599.957
63358012,2863,75,6,7,7,5,-599.956
63359012,2644,64,2,6,4,3,-599.955
63360012,2304,55,4,3,6,7,-599.954
63361012,2183,55,4,6,5,3,-599.953
63362012,1951,49,4,6,4,4,-599.952
63363012,1489,36,3,7,6,7,-599.951
63364012,1452,44,5,4,3,5,-599.95
63365012,1296,40,6,7,7,4,-599.949
63366012,1580,56,8,7,8,6,-599.948
63367012,1748,60,8,8,6,10,-599.947
63368012,1791,59,8,9,6,10,-599.946
63369012,1862,59,7,9,8,7,-599.945
63370012,1936,61,5,6,8,6,-599.944
63371012,2003,62,6,6,7,7,-599.943
63372012,2060,59,7,6,7,4,-599.942
63373012,2175,65,5,3,5,2,-599.941
63374012,2172,60,6,5,3,4,-599.94
63375012,2246,63,6,4,5,2,-599.939
63376012,2748,79,8,4,7,7,-599.938
63377012,2880,79,6,8,4,4,-599.937
63378012,2861,74,5,5,5,3,-599.936
63379012,2669,64,3,6,7,7,-599.935
63380012,2303,54,3,4,4,3,-599.934
63381012,2159,55,3,6,6,7,-599.933
63382012,1954,51,5,3,6,5,-599.932
63383012,1504,38,3,5,3,5,-599.931
63384012,1420,44,3,6,7,5,-599.93
63385012,1256,41,4,3,6,4,-599.929
63386012,1583,59,9,6,7,6,-599.928
63387012,1769,58,9,7,9,7,-599.927
63388012,1784,58,7,9,7,11,-599.926
63389012,1857,60,6,7,9,7,-599.925
63390012,1952,61,7,7,6,8,-599.924
63391012,1991,60,7,5,4,4,-599.923
63392012,2043,62,7,7,7,8,-599.922
63393012,2159,63,6,5,3,6,-599.921
63394012,2198,61,4,2,7,3,-599.92
63395012,2235,62,4,5,3,3,-599.919
63396012,2716,79,7,9,6,6,-599.918
63397012,2877,80,7,7,7,5,-599.917
