timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
22013011,1872,56,5,7,8,7,0.0
22014011,1815,56,7,9,5,7,0.001
22015011,1920,61,8,8,7,11,0.002
22016012,2095,70,11,12,10,12,0.003001
22017012,2131,67,8,9,10,12,0.004001
22018012,2100,63,7,10,12,7,0.005001
22019012,2022,60,6,8,4,7,0.006001
22020012,2016,58,7,6,7,8,0.007001
22021012,2008,58,6,6,4,2,0.008001
22022012,1952,57,3,3,5,3,0.009001
22023012,1957,57,4,3,4,2,0.010001
22024012,1980,58,5,4,1,1,0.011001
22025012,2199,64,3,6,3,3,0.012001
22026012,2231,63,5,2,4,0,0.013001
22027011,2229,62,3,5,0,2,0.014
22028012,2239,62,3,4,3,3,0.015001
22029012,2175,62,6,5,3,3,0.016001
22030011,2127,61,4,4,5,4,0.017
22031011,2083,60,4,5,6,8,0.018
22032012,1940,54,8,7,10,8,0.019001
22033011,1862,56,6,10,9,7,0.02
22034012,1799,56,6,8,6,11,0.021001
22035012,1928,62,8,8,9,7,0.022001
22036012,2116,69,8,9,9,11,0.023001
22037011,2115,68,9,9,9,11,0.024
22038012,2078,63,9,8,9,10,0.025001
22039011,2041,58,7,7,8,7,0.026
22040012,2015,57,4,5,3,7,0.027001
22041011,2004,59,7,6,7,6,0.028
22042011,1952,57,3,3,4,1,0.029
22043011,1971,58,3,5,1,2,0.03
22044011,1980,56,2,3,4,3,0.031
22045011,2166,67,6,3,2,4,0.032
22046011,2238,63,5,2,2,1,0.033
22047011,2255,62,3,5,0,0,0.034
22048011,2236,61,3,4,3,3,0.035
22049011,2168,60,5,3,6,5,0.036
22050011,2136,62,7,8,3,6,0.037
22051011,2092,60,6,6,7,6,0.038
22052011,1926,56,7,7,8,4,0.039
22053011,1851,57,6,7,7,10,0.04
22054012,1818,56,6,7,9,6,0.041001
22055012,1927,63,8,6,9,9,0.042001
22056012,2096,70,9,8,8,11,0.043001
22057012,2111,67,8,9,9,12,0.044001
22058012,2104,63,7,10,12,11,0.045001
22059012,2039,59,7,8,4,7,0.046001
22060012,2006,60,5,5,7,8,0.047001
22061012,2008,57,6,8,4,4,0.048001
22062011,1965,56,5,3,7,4,0.049
22063011,1966,58,6,4,2,4,0.05
22064011,1963,59,4,2,6,3,0.051
22065011,2175,63,5,3,3,3,0.052
22066011,2242,62,4,4,0,0,0.053
22067011,2236,61,2,5,2,3,0.054
22068011,2237,62,4,2,6,1,0.055
22069011,2175,62,6,7,4,1,0.056
22070011,2139,61,5,4,4,5,0.057
22071011,2079,59,7,8,7,8,0.058
22072011,1932,56,5,6,10,8,0.059
22073012,1869,56,6,9,7,7,0.060001
22074011,1807,55,8,6,9,7,0.061
22075011,1920,63,9,8,8,8,0.062
22076011,2116,68,9,10,12,9,0.063
22077011,2127,67,9,10,11,12,0.064
22078011,2075,63,9,10,8,8,0.065
22079011,2035,61,6,9,4,7,0.066
22080012,2019,60,5,5,5,6,0.067001
22081011,2016,58,7,7,8,5,0.068
22082011,1960,57,3,5,0,2,0.069
22083011,1959,57,4,1,3,4,0.07
22084011,1982,56,4,4,2,3,0.071
22085011,2172,64,3,6,6,3,0.072
22086011,2236,63,3,4,0,0,0.073
22087011,2242,61,4,1,3,2,0.074
22088011,2251,61,3,5,3,1,0.075
22089011,2175,59,5,5,4,2,0.076
22090011,2127,60,3,7,8,5,0.077
22091011,2086,60,6,6,7,7,0.078
22092011,1944,54,7,7,8,6,0.079
22093011,1851,56,7,8,7,11,0.08
22094012,1799,55,8,6,10,8,0.081001
22095012,1939,63,8,9,7,8,0.082001
22096012,2108,69,8,9,9,8,0.083001
22097012,2119,67,9,8,9,9,0.084001
22098011,2079,64,7,11,11,10,0.085
22099012,2047,60,5,4,6,8,0.086001
22100011,2028,57,6,8,4,5,0.087
22101012,1997,59,5,5,6,6,0.088001
22102012,1971,58,3,5,3,4,0.089001
22103011,1969,56,3,5,3,2,0.09
22104011,1963,58,4,2,6,2,0.091
22105012,2164,64,4,3,4,0,0.092001
22106011,2241,64,3,6,3,2,0.093
22107012,2252,60,3,3,2,0,0.094001
22108011,2235,62,5,3,2,1,0.095
22109011,2174,61,5,5,3,4,0.096
22110011,2144,61,4,7,7,6,0.097
22111011,2088,60,7,7,7,7,0.098
22112011,1915,57,6,7,9,6,0.099
22113011,1856,55,7,8,4,8,0.1
22114011,1815,56,6,7,10,9,0.101
22115012,1933,62,8,6,10,9,0.102001
22116012,2104,69,8,9,9,8,0.103001
22117011,2125,67,8,10,12,10,0.104
22118012,2096,63,7,10,10,12,0.105001
22119012,2032,59,6,7,7,8,0.106001
22120011,2007,60,5,4,3,7,0.107
22121012,2011,59,4,4,6,6,0.108001
22122012,1980,55,5,4,4,1,0.109001
22123011,1960,56,4,3,5,3,0.11
22124011,1965,57,3,4,1,3,0.111
22125012,2168,63,6,4,3,5,0.112001
22126012,2239,64,3,4,2,3,0.113001
22127012,2231,62,3,4,2,1,0.114001
22128011,2246,62,3,4,2,2,0.115
22129011,2183,59,4,4,6,4,0.116
22130011,2128,60,5,5,6,4,0.117
22131011,2077,60,6,7,8,4,0.118
22132011,1928,56,6,8,5,8,0.119
22133011,1867,57,6,8,7,10,0.12
22134012,1816,54,8,6,10,9,0.121001
22135012,1928,63,9,8,8,7,0.122001
22136012,2111,68,9,9,10,12,0.123001
22137012,2128,66,10,12,10,12,0.124001
22138012,2083,65,7,9,8,9,0.125001
22139012,2015,61,6,7,8,7,0.126001
22140011,2023,59,7,6,6,7,0.127
22141011,2007,59,5,4,3,6,0.128
22142011,1968,56,4,4,2,3,0.129
22143011,1974,57,4,4,3,1,0.13
22144011,1978,59,4,4,2,3,0.131
22145011,2154,64,4,3,6,1,0.132
22146011,2230,63,4,4,0,0,0.133
22147011,2247,63,3,4,1,0,0.134
22148011,2252,59,4,1,2,4,0.135
22149011,2180,60,5,6,6,3,0.136
22150011,2124,60,6,8,5,2,0.137
22151011,2094,61,5,4,5,5,0.138
22152011,1921,56,7,7,9,7,0.139
22153011,1852,56,7,8,5,9,0.14
22154011,1804,56,7,8,7,11,0.141
22155012,1940,63,8,8,7,9,0.142001
22156011,2117,69,10,12,10,10,0.143
22157011,2118,67,9,8,8,9,0.144
22158011,2096,64,8,9,10,11,0.145
22159011,2032,60,6,9,7,7,0.146
22160011,2010,59,6,5,7,5,0.147
22161011,2004,59,4,5,6,4,0.148
22162011,1985,56,3,6,6,2,0.149
22163011,1975,56,4,1,1,1,0.15
22164011,1963,58,5,3,6,3,0.151
22165011,2147,64,4,4,2,2,0.152
22166011,2243,63,3,4,2,1,0.153
22167011,2251,62,4,3,5,0,0.154
22168011,2232,60,2,4,2,3,0.155
22169011,2195,60,3,5,5,3,0.156
22170011,2142,60,6,6,8,6,0.157
22171011,2074,60,5,4,6,8,0.158
22172011,1912,55,8,8,7,7,0.159
22173011,1862,57,6,8,7,8,0.16
22174011,1823,56,6,9,8,7,0.161
22175011,1926,61,9,7,12,7,0.162
22176012,2111,70,9,8,8,10,0.163001
22177011,2127,66,9,9,10,12,0.164
22178012,2096,63,7,9,9,9,0.165001
22179011,2010,61,5,7,10,9,0.166
22180012,2013,58,7,8,3,6,0.167001
22181012,2008,58,6,7,7,4,0.168001
22182012,1972,56,2,5,2,4,0.169001
22183012,1971,58,5,3,4,0,0.170001
22184012,1972,57,4,4,0,1,0.171001
22185012,2171,66,4,4,3,4,0.172001
22186012,2224,62,3,5,3,2,0.173001
22187011,2231,63,3,4,1,0,0.174
22188012,2257,60,2,3,6,3,0.175001
22189012,2195,61,5,3,4,3,0.176001
22190011,2128,59,6,7,6,7,0.177
22191011,2077,59,6,7,7,5,0.178
22192012,1920,56,6,7,7,8,0.179001
22193012,1857,56,7,8,6,9,0.180001
22194011,1799,57,7,8,8,5,0.181
22195011,1933,63,9,6,11,10,0.182
22196011,2130,68,9,9,7,10,0.183
22197012,2118,67,11,11,12,9,0.184001
22198012,2079,65,7,8,8,11,0.185001
22199011,2032,58,7,8,7,8,0.186
22200012,2024,57,5,6,6,7,0.187001
22201011,2006,59,5,4,3,7,0.188
22202011,1971,57,2,4,2,3,0.189
22203011,1976,57,4,3,4,1,0.19
22204011,1983,57,3,4,2,4,0.191
22205011,2151,65,3,4,3,3,0.192
22206011,2215,64,3,3,4,0,0.193
22207011,2252,62,5,2,3,3,0.194
22208011,2247,62,4,3,2,3,0.195
22209011,2180,60,4,5,3,4,0.196
22210011,2131,62,6,7,7,6,0.197
22211011,2093,59,4,4,4,5,0.198
22212011,1914,55,5,7,11,10,0.199
22213011,1841,56,6,10,8,7,0.2
22214012,1816,55,7,8,6,10,0.201001
22215012,1936,61,8,8,9,7,0.202001
22216012,2116,68,9,10,12,11,0.203001
22217012,2124,67,8,9,9,12,0.204001
22218012,2096,64,8,8,9,10,0.205001
22219012,2027,60,6,9,7,10,0.206001
22220012,2008,59,7,7,7,6,0.207001
22221012,2006,60,3,6,6,6,0.208001
22222012,1980,56,3,4,2,4,0.209001
22223012,1976,57,4,3,4,0,0.210001
22224012,1960,58,4,2,3,4,0.211001
22225012,2160,63,5,4,0,0,0.212001
22226012,2232,62,3,5,1,1,0.213001
22227012,2234,62,4,3,4,0,0.214001
22228012,2235,62,4,2,3,4,0.215001
22229012,2195,62,4,3,5,3,0.216001
22230012,2147,60,4,7,7,7,0.217001
22231012,2084,58,7,7,6,6,0.218001
22232012,1905,56,6,7,6,7,0.219001
22233012,1855,57,7,7,7,8,0.220001
22234012,1821,56,7,9,5,7,0.221001
22235012,1919,63,9,7,9,9,0.222001
22236012,2124,67,10,11,10,12,0.223001
22237012,2127,67,8,7,10,11,0.224001
22238012,2092,63,8,9,6,11,0.225001
22239012,2019,60,4,8,7,8,0.226001
22240012,2015,60,6,7,7,6,0.227001
22241012,2010,59,6,6,5,4,0.228001
22242012,1971,56,3,4,2,5,0.229001
22243012,1976,56,4,3,4,0,0.230001
22244012,1981,56,4,3,4,2,0.231001
22245012,2170,64,3,5,1,3,0.232001
22246012,2220,63,5,3,4,1,0.233001
22247011,2236,62,2,4,0,2,0.234
22248012,2251,62,3,4,4,1,0.235001
22249012,2192,59,4,3,7,5,0.236001
22250011,2140,60,4,4,4,3,0.237
22251011,2095,60,3,8,6,8,0.238
22252012,1927,56,5,7,10,8,0.239001
22253011,1840,56,7,9,6,7,0.24
22254012,1805,56,7,7,10,8,0.241001
22255011,1936,62,10,8,6,9,0.242
22256012,2115,70,8,8,9,8,0.243001
22257011,2124,66,9,9,9,9,0.244
22258011,2086,63,8,9,8,9,0.245
22259012,2028,60,6,8,6,8,0.246001
22260012,2016,59,7,5,4,5,0.247001
22261011,2004,60,5,4,6,6,0.248
22262011,1968,55,4,3,6,4,0.249
